/I_135/OUTA X,/I_135/OUTA Y,/I_270/OUTA X,/I_270/OUTA Y,/I_405/OUTA X,/I_405/OUTA Y,/I_540/OUTA X,/I_540/OUTA Y,/I_675/OUTA X,/I_675/OUTA Y,/I_810/OUTA X,/I_810/OUTA Y,/I_945/OUTA X,/I_945/OUTA Y,/I_1080/OUTA X,/I_1080/OUTA Y,/I_1215/OUTA X,/I_1215/OUTA Y,/I_1350/OUTA X,/I_1350/OUTA Y,/I_135/IN X,/I_135/IN Y
0.0003454005270392881,5.611105775689383e-11,0.0003454005270392881,4.38202447447125e-11,0.0003454005270392881,4.911845592362341e-11,0.0003454005270392881,5.692238612934758e-11,0.0003454005270392881,6.659724453057266e-11,0.0003454005270392881,7.565342623912289e-11,0.0003454005270392881,8.408852003476427e-11,0.0003454005270392881,9.196559081029857e-11,0.0003454005270392881,9.930566815528711e-11,0.0003454005270392881,1.061747117272521e-10,0.0003454005270392881,-6.183978918428477e-11
0.0003554005270392881,5.638244930256884e-11,0.0003554005270392881,4.403853791611995e-11,0.0003554005270392881,4.935741622690543e-11,0.0003554005270392881,5.719096982512208e-11,0.0003554005270392881,6.689978115941141e-11,0.0003554005270392881,7.598467016245171e-11,0.0003554005270392881,8.444388512824232e-11,0.0003554005270392881,9.234125015418587e-11,0.0003554005270392881,9.96981087120682e-11,0.0003554005270392881,1.065809403228954e-10,0.0003554005270392881,-5.783978918428476e-11
0.0003654005270392881,5.668235103562205e-11,0.0003654005270392881,4.42798546329163e-11,0.0003654005270392881,4.962151643900636e-11,0.0003654005270392881,5.748771204427939e-11,0.0003654005270392881,6.723391074368996e-11,0.0003654005270392881,7.635036638780023e-11,0.0003654005270392881,8.48360711937098e-11,0.0003654005270392881,9.275570096665319e-11,0.0003654005270392881,1.001309388052114e-10,0.0003654005270392881,1.070288422306506e-10,0.0003654005270392881,-5.383978918428477e-11
0.0003754005270392882,5.701560365405594e-11,0.0003754005270392882,4.454812054701087e-11,0.0003754005270392882,4.991503242332518e-11,0.0003754005270392882,5.781738553668588e-11,0.0003754005270392882,6.760496663504289e-11,0.0003754005270392882,7.675630762886385e-11,0.0003754005270392882,8.52712457438123e-11,0.0003754005270392882,9.321541853061449e-11,0.0003754005270392882,1.006108780968003e-10,0.0003754005270392882,1.075253284609438e-10,0.0003754005270392882,-4.983978918428476e-11
0.0003854005270392882,5.738818956226522e-11,0.0003854005270392882,4.484819172243071e-11,0.0003854005270392882,5.024325081000619e-11,0.0003854005270392882,5.818588710749231e-11,0.0003854005270392882,6.801953270706695e-11,0.0003854005270392882,7.720963893508386e-11,0.0003854005270392882,8.575701023051889e-11,0.0003854005270392882,9.372837797827023e-11,0.0003854005270392882,1.011461971245288e-10,0.0003854005270392882,1.080788995952412e-10,0.0003854005270392882,-4.583978918428475e-11
0.0003954005270392882,5.780757534255114e-11,0.0003954005270392882,4.518613544474208e-11,0.0003954005270392882,5.06127731303185e-11,0.0003954005270392882,5.860057440759807e-11,0.0003954005270392882,6.848581602038337e-11,0.0003954005270392882,7.771925863575183e-11,0.0003954005270392882,8.630282314506738e-11,0.0003954005270392882,9.430449482680225e-11,0.0003954005270392882,1.017471708950439e-10,0.0003954005270392882,1.087001088337614e-10,0.0003954005270392882,-4.183978918428473e-11
0.0004054005270392882,5.828317598423369e-11,0.0004054005270392882,4.556961174840676e-11,0.0004054005270392882,5.103192865903232e-11,0.0004054005270392882,5.907072239441256e-11,0.0004054005270392882,6.901415095843703e-11,0.0004054005270392882,7.829635974187012e-11,0.0004054005270392882,8.692057036167009e-11,0.0004054005270392882,9.495621789106075e-11,0.0004054005270392882,1.024266884829699e-10,0.0004054005270392882,1.094021834315739e-10,0.0004054005270392882,-3.78397891842847e-11
0.0004154005270392883,5.882698796158211e-11,0.0004154005270392883,4.600839522126487e-11,0.0004154005270392883,5.151133830246308e-11,0.0004154005270392883,5.960814574013508e-11,0.0004154005270392883,6.961768500527577e-11,0.0004154005270392883,7.895516486031256e-11,0.0004154005270392883,8.762533777428689e-11,0.0004154005270392883,9.569933094095654e-11,0.0004154005270392883,1.03201075741093e-10,0.0004154005270392883,1.102018620260306e-10,0.0004154005270392883,-3.383978918428468e-11
0.0004253377415242448,5.945020364894362e-11,0.0004253377415242448,4.651165639791611e-11,0.0004253377415242448,5.206093714605807e-11,0.0004253377415242448,6.022384980195046e-11,0.0004253377415242448,7.030860246513019e-11,0.0004253377415242448,7.970878842245156e-11,0.0004253377415242448,8.84309694793795e-11,0.0004253377415242448,9.654825443253986e-11,0.0004253377415242448,1.040851850966948e-10,0.0004253377415242448,1.111143105339218e-10,0.0004253377415242448,-2.986490339030208e-11
0.0004347920928516475,6.013760622231925e-11,0.0004347920928516475,4.706726311091659e-11,0.0004347920928516475,5.266738352390284e-11,0.0004347920928516475,6.090274377274708e-11,0.0004347920928516475,7.10697773629641e-11,0.0004347920928516475,8.053834792731219e-11,0.0004347920928516475,8.931707891060316e-11,0.0004347920928516475,9.748131458223732e-11,0.0004347920928516475,1.050562533856047e-10,0.0004347920928516475,1.121158544499733e-10,0.0004347920928516475,-2.608316285934101e-11
0.0004436776655568461,6.088739328591258e-11,0.0004436776655568461,4.767391645635689e-11,0.0004436776655568461,5.332917226767434e-11,0.0004436776655568461,6.16430050821254e-11,0.0004436776655568461,7.18989795887852e-11,0.0004436776655568461,8.144122012851459e-11,0.0004436776655568461,9.028067356915728e-11,0.0004436776655568461,9.849517714633096e-11,0.0004436776655568461,1.061106311095633e-10,0.0004436776655568461,1.132025605708935e-10,0.0004436776655568461,-2.252893377726158e-11
0.000452021663034818,6.170417789892865e-11,0.000452021663034818,4.833553103479164e-11,0.000452021663034818,5.405047994345487e-11,0.000452021663034818,6.244915669778827e-11,0.000452021663034818,7.280106807489117e-11,0.000452021663034818,8.242248596828474e-11,0.000452021663034818,9.132697015105187e-11,0.000452021663034818,9.959513058235693e-11,0.000452021663034818,1.072536260243824e-10,0.000452021663034818,1.143797185709326e-10,0.000452021663034818,-1.919133478607283e-11
0.000459839086888405,6.25905312709685e-11,0.000459839086888405,4.905440375040868e-11,0.000459839086888405,5.483370591600268e-11,0.000459839086888405,6.332371286867842e-11,0.000459839086888405,7.377861899913853e-11,0.000459839086888405,8.348471172559577e-11,0.000459839086888405,9.245847427322509e-11,0.000459839086888405,1.007835829913781e-10,0.000459839086888405,1.084875264883787e-10,0.000459839086888405,1.156494857025346e-10,0.000459839086888405,-1.606436524463799e-11
0.000467172668338108,6.355107691914535e-11,0.000467172668338108,4.983453531027947e-11,0.000467172668338108,5.568309240380728e-11,0.000467172668338108,6.427122304554176e-11,0.000467172668338108,7.483644730080933e-11,0.000467172668338108,8.463286484116324e-11,0.000467172668338108,9.368022003019887e-11,0.000467172668338108,1.020655682021424e-10,0.000467172668338108,1.098173215896144e-10,0.000467172668338108,1.170167771567592e-10,0.000467172668338108,-1.31309326647568e-11
0.0004740838881305762,6.459324254600007e-11,0.0004740838881305762,5.068226008857394e-11,0.0004740838881305762,5.660540239469201e-11,0.0004740838881305762,6.529901525448757e-11,0.0004740838881305762,7.598241743475097e-11,0.0004740838881305762,8.58751759257746e-11,0.0004740838881305762,9.500067005165952e-11,0.0004740838881305762,1.034496730315124e-10,0.0004740838881305762,1.112516473986409e-10,0.0004740838881305762,1.184902248652451e-10,0.0004740838881305762,-1.036644474776952e-11
0.0004806361468296798,6.572620351627988e-11,0.0004806361468296798,5.160541173094572e-11,0.0004806361468296798,5.760900161378877e-11,0.0004806361468296798,6.641615628603791e-11,0.0004806361468296798,7.722625916941413e-11,0.0004806361468296798,8.722183183325342e-11,0.0004806361468296798,9.643030425283904e-11,0.0004806361468296798,1.049465345215987e-10,0.0004806361468296798,1.128012116658349e-10,0.0004806361468296798,1.200805415091527e-10,0.0004806361468296798,-7.745541268128066e-12
0.0004868954284073234,6.696155570136685e-11,0.0004868954284073234,5.261389898550437e-11,0.0004868954284073234,5.870447426487749e-11,0.0004868954284073234,6.763412017988377e-11,0.0004868954284073234,7.858028618819597e-11,0.0004868954284073234,8.868573058007008e-11,0.0004868954284073234,9.798239978187247e-11,0.0004868954284073234,1.065696305349715e-10,0.0004868954284073234,1.144795982047068e-10,0.0004868954284073234,1.218013296285694e-10,0.0004868954284073234,-5.241828637070644e-12
0.0004929319894969522,6.831431044094476e-11,0.0004929319894969522,5.372055880933401e-11,0.0004929319894969522,5.990553452183451e-11,0.0004929319894969522,6.896777655835839e-11,0.0004929319894969522,8.00604569708855e-11,0.0004929319894969522,9.028359438735577e-11,0.0004929319894969522,9.967417938057698e-11,0.0004929319894969522,1.08336459270378e-10,0.0004929319894969522,1.163044486348303e-10,0.0004929319894969522,1.236702691578955e-10,0.0004929319894969522,-2.827204201219122e-12
