/I0/OUT (VY=-0.1) X,/I0/OUT (VY=-0.1) Y,/I0/OUT (VY=-0.08947368) X,/I0/OUT (VY=-0.08947368) Y,/I0/OUT (VY=-0.07894737) X,/I0/OUT (VY=-0.07894737) Y,/I0/OUT (VY=-0.06842105) X,/I0/OUT (VY=-0.06842105) Y,/I0/OUT (VY=-0.05789474) X,/I0/OUT (VY=-0.05789474) Y,/I0/OUT (VY=-0.04736842) X,/I0/OUT (VY=-0.04736842) Y,/I0/OUT (VY=-0.03684211) X,/I0/OUT (VY=-0.03684211) Y,/I0/OUT (VY=-0.02631579) X,/I0/OUT (VY=-0.02631579) Y,/I0/OUT (VY=-0.01578947) X,/I0/OUT (VY=-0.01578947) Y,/I0/OUT (VY=-0.005263158) X,/I0/OUT (VY=-0.005263158) Y,/I0/OUT (VY=0.005263158) X,/I0/OUT (VY=0.005263158) Y,/I0/OUT (VY=0.01578947) X,/I0/OUT (VY=0.01578947) Y,/I0/OUT (VY=0.02631579) X,/I0/OUT (VY=0.02631579) Y,/I0/OUT (VY=0.03684211) X,/I0/OUT (VY=0.03684211) Y,/I0/OUT (VY=0.04736842) X,/I0/OUT (VY=0.04736842) Y,/I0/OUT (VY=0.05789474) X,/I0/OUT (VY=0.05789474) Y,/I0/OUT (VY=0.06842105) X,/I0/OUT (VY=0.06842105) Y,/I0/OUT (VY=0.07894737) X,/I0/OUT (VY=0.07894737) Y,/I0/OUT (VY=0.08947368) X,/I0/OUT (VY=0.08947368) Y,/I0/OUT (VY=0.1) X,/I0/OUT (VY=0.1) Y
0.0003498395065462995,-1.731068853894147e-11,0.0003498893119761803,-1.714267938474884e-11,0.0003482409576880547,-1.698832100986606e-11,0.0003456237591718964,-1.687092414712439e-11,0.0003426547216176244,-1.6806287713086e-11,0.0003398495930818908,-1.680163731561393e-11,0.0003349688506485567,-1.685095984916532e-11,0.0003307292724862847,-1.696416162766367e-11,0.0003233623372001534,-1.714190795385964e-11,0.0003257147262217766,-1.736076259116546e-11,0.0003319774711065448,-1.760730946296565e-11,0.0003334023686275056,-1.79325660483899e-11,0.0003306780250568762,-1.836884948464049e-11,0.0003255406848269173,-1.892614205719114e-11,0.0003199129168916552,-1.956440149752737e-11,0.0003255447139015185,-2.01480029135589e-11,0.0003305227408618573,-2.075037861786541e-11,0.0003330642918027431,-2.135145190789846e-11,0.0003356575280948691,-2.190073226385184e-11,0.0003382997677694728,-2.238028288130861e-11
0.0003598395065462995,-1.741146273922781e-11,0.0003598893119761804,-1.723496646412822e-11,0.0003582409576880547,-1.706995887099989e-11,0.0003556237591718964,-1.69399044461751e-11,0.0003526547216176245,-1.686095310523502e-11,0.0003498495930818908,-1.684075147598805e-11,0.0003449688506485567,-1.687324890003601e-11,0.0003407292724862847,-1.696918691905303e-11,0.0003333623372001535,-1.712857730824698e-11,0.0003357147262217766,-1.733042239886961e-11,0.0003419774711065449,-1.756107153102985e-11,0.0003434023686275056,-1.787111985434778e-11,0.0003406780250568762,-1.829389256568741e-11,0.0003355406848269173,-1.884160701717565e-11,0.0003299129168916552,-1.947757309259704e-11,0.0003355447139015185,-2.006233879484132e-11,0.0003405227408618573,-2.066935822382751e-11,0.0003430642918027431,-2.127758623386295e-11,0.0003456575280948691,-2.18348787048044e-11,0.0003482997677694728,-2.232216707122607e-11
0.0003698395065462995,-1.751313304225501e-11,0.0003698893119761804,-1.732844070768201e-11,0.0003682409576880548,-1.715302909986322e-11,0.0003656237591718964,-1.701048888290225e-11,0.0003626547216176245,-1.691731184763227e-11,0.0003598495930818908,-1.688157294174614e-11,0.0003549688506485567,-1.689720188239174e-11,0.0003507292724862847,-1.697577890594308e-11,0.0003433623372001535,-1.711652093276844e-11,0.0003457147262217767,-1.730123605481201e-11,0.0003519774711065449,-1.751586472954674e-11,0.0003534023686275056,-1.781050782132288e-11,0.0003506780250568762,-1.821945536671645e-11,0.0003455406848269174,-1.875677262104447e-11,0.0003399129168916552,-1.939002846358326e-11,0.0003455447139015185,-1.997576964097329e-11,0.0003505227408618574,-2.058736612923487e-11,0.0003530642918027431,-2.120278420450737e-11,0.0003556575280948691,-2.176820310817449e-11,0.0003582997677694729,-2.226337162955263e-11
0.0003798395065462996,-1.761562598911567e-11,0.0003798893119761804,-1.742303789195492e-11,0.0003782409576880548,-1.723747876503278e-11,0.0003756237591718965,-1.708263672676014e-11,0.0003726547216176245,-1.697533486370712e-11,0.0003698495930818908,-1.692408325728315e-11,0.0003649688506485568,-1.692281007061106e-11,0.0003607292724862847,-1.698385733427901e-11,0.0003533623372001535,-1.710576256403687e-11,0.0003557147262217767,-1.727324755596245e-11,0.0003619774711065449,-1.747175842464332e-11,0.0003634023686275057,-1.775082300904594e-11,0.0003606780250568762,-1.814564965419291e-11,0.0003555406848269174,-1.867183861128412e-11,0.0003499129168916552,-1.930187692868738e-11,0.0003555447139015185,-1.988839260833952e-11,0.0003605227408618574,-2.050448308272592e-11,0.0003630642918027432,-2.112710919559779e-11,0.0003656575280948691,-2.170075520357938e-11,0.0003682997677694729,-2.220393680034078e-11
0.0003898395065462996,-1.771887488134395e-11,0.0003898893119761804,-1.751869918595855e-11,0.0003882409576880548,-1.732325930582903e-11,0.0003856237591718965,-1.715631111350051e-11,0.0003826547216176246,-1.70349969454952e-11,0.0003798495930818909,-1.69682681666188e-11,0.0003749688506485568,-1.695006901767434e-11,0.0003707292724862848,-1.699336295905237e-11,0.0003633623372001535,-1.709632942826152e-11,0.0003657147262217767,-1.72465060564715e-11,0.0003719774711065449,-1.742882665317459e-11,0.0003734023686275057,-1.769216316788819e-11,0.0003706780250568763,-1.807259260674259e-11,0.0003655406848269174,-1.858714569940482e-11,0.0003599129168916553,-1.921323720038546e-11,0.0003655447139015186,-1.980031407502211e-11,0.0003705227408618574,-2.042079797953804e-11,0.0003730642918027432,-2.105063117061053e-11,0.0003756575280948692,-2.163258978402347e-11,0.0003782997677694729,-2.21439063022545e-11
0.0003998395065462996,-1.782282010506154e-11,0.0003998893119761805,-1.761537154160348e-11,0.0003982409576880548,-1.741032695890604e-11,0.0003956237591718965,-1.723147948565446e-11,0.0003926547216176246,-1.709627720140913e-11,0.0003898495930818909,-1.701411806617855e-11,0.0003849688506485568,-1.697897908888414e-11,0.0003807292724862848,-1.700429194329612e-11,0.0003733623372001536,-1.708825380275322e-11,0.0003757147262217768,-1.722106513375663e-11,0.000381977471106545,-1.738714800043742e-11,0.0003834023686275057,-1.763463034282354e-11,0.0003806780250568763,-1.800040627740121e-11,0.0003755406848269174,-1.850292751000948e-11,0.0003699129168916553,-1.912423717924398e-11,0.0003755447139015186,-1.971164936220966e-11,0.0003805227408618574,-2.033640753010287e-11,0.0003830642918027432,-2.097342630511682e-11,0.0003856575280948692,-2.15637663608142e-11,0.0003882997677694729,-2.208332712618428e-11
0.0004098395065462996,-1.792740935473507e-11,0.0004098893119761805,-1.771300800162864e-11,0.0004082409576880549,-1.749864311991773e-11,0.0004056237591718965,-1.730811398057828e-11,0.0004026547216176246,-1.71591594558293e-11,0.0003998495930818909,-1.706162840605392e-11,0.0003949688506485568,-1.700954597800219e-11,0.0003907292724862848,-1.701666961114635e-11,0.0003833623372001536,-1.708157329965878e-11,0.0003857147262217768,-1.719698343085856e-11,0.000391977471106545,-1.734680532014333e-11,0.0003934023686275057,-1.757833029490748e-11,0.0003906780250568763,-1.792921679849724e-11,0.0003855406848269175,-1.841933677128975e-11,0.0003799129168916553,-1.903501338859907e-11,0.0003855447139015186,-1.962252209996237e-11,0.0003905227408618575,-2.025141560941259e-11,0.0003930642918027433,-2.089557651420152e-11,0.0003956575280948692,-2.149434860404239e-11,0.000398299767769473,-2.202224905558709e-11
0.0004198395065462997,-1.803259775296052e-11,0.0004198893119761805,-1.781156791808628e-11,0.0004182409576880549,-1.758817463167578e-11,0.0004156237591718966,-1.738619175793872e-11,0.0004126547216176246,-1.72236325948693e-11,0.0004098495930818909,-1.711080003584403e-11,0.0004049688506485569,-1.704177235381036e-11,0.0004007292724862848,-1.703052954983904e-11,0.0003933623372001536,-1.707633105793474e-11,0.0003957147262217768,-1.717432463144045e-11,0.000401977471106545,-1.730788533800348e-11,0.0004034023686275058,-1.752337179827645e-11,0.0004006780250568763,-1.785915340690446e-11,0.0003955406848269175,-1.833651147126104e-11,0.0003899129168916553,-1.894571005579357e-11,0.0003955447139015186,-1.953306326214687e-11,0.0004005227408618575,-2.016593232272188e-11,0.0004030642918027433,-2.081716861398949e-11,0.0004056575280948692,-2.142440359490328e-11,0.000408299767769473,-2.196072426532587e-11
0.0004298395065462997,-1.813834786245746e-11,0.0004298893119761805,-1.791101707390561e-11,0.0004282409576880549,-1.767889398922613e-11,0.0004256237591718966,-1.746569525695914e-11,0.0004226547216176247,-1.728969085148175e-11,0.000419849593081891,-1.716163949229979e-11,0.0004149688506485569,-1.707559320936352e-11,0.0004107292724862849,-1.704590985655169e-11,0.0004033623372001536,-1.707257633188673e-11,0.0004057147262217768,-1.715315723101393e-11,0.0004119774711065451,-1.727047819799349e-11,0.0004134023686275058,-1.746986588956802e-11,0.0004106780250568764,-1.779034737848763e-11,0.0004055406848269175,-1.825459533285576e-11,0.0003999129168916554,-1.885647789341546e-11,0.0004055447139015187,-1.944340993612938e-11,0.0004105227408618575,-2.008007285132974e-11,0.0004130642918027433,-2.073829327072064e-11,0.0004156575280948693,-2.135400095016287e-11,0.000418299767769473,-2.189883016828386e-11
0.0004398395065462997,-1.824462958668985e-11,0.0004398893119761806,-1.801132770040988e-11,0.0004382409576880549,-1.777077945222109e-11,0.0004356237591718966,-1.754661237339121e-11,0.0004326547216176247,-1.735733401881135e-11,0.000429849593081891,-1.721415922717607e-11,0.0004249688506485569,-1.71109743443845e-11,0.0004207292724862849,-1.706285440218942e-11,0.0004133623372001537,-1.707036479587991e-11,0.0004157147262217769,-1.713355427524089e-11,0.0004219774711065451,-1.723467701775883e-11,0.0004234023686275058,-1.741792515258452e-11,0.0004206780250568764,-1.772293097027268e-11,0.0004155406848269176,-1.817373638809605e-11,0.0004099129168916554,-1.876747266471926e-11,0.0004155447139015187,-1.935370391314105e-11,0.0004205227408618575,-1.999395610613159e-11,0.0004230642918027433,-2.065904389616683e-11,0.0004256575280948693,-2.128321189418659e-11,0.000428299767769473,-2.183667482375353e-11
0.0004498395065462998,-1.835131120109992e-11,0.0004498893119761806,-1.811247838491258e-11,0.000448240957688055,-1.786381505591317e-11,0.0004456237591718967,-1.762893654622297e-11,0.0004426547216176247,-1.742656758686415e-11,0.000439849593081891,-1.726837777083951e-11,0.000434968850648557,-1.714793580178169e-11,0.0004307292724862849,-1.708141368545163e-11,0.0004233623372001537,-1.706975751526159e-11,0.0004257147262217769,-1.711559271711247e-11,0.0004319774711065451,-1.720057751696656e-11,0.0004334023686275058,-1.736766312002519e-11,0.0004306780250568764,-1.765703647029272e-11,0.0004255406848269176,-1.809408358113199e-11,0.0004199129168916554,-1.867885364346672e-11,0.0004255447139015187,-1.926409021458653e-11,0.0004305227408618576,-1.990770352689646e-11,0.0004330642918027434,-2.057951555849403e-11,0.0004356575280948693,-2.121210835870423e-11,0.0004382997677694731,-2.177433608096407e-11
0.0004598395065462998,-1.845803581994988e-11,0.0004598893119761806,-1.821445386464282e-11,0.000458240957688055,-1.795799051382554e-11,0.0004556237591718967,-1.771266674538538e-11,0.0004526547216176247,-1.749740279282742e-11,0.000449849593081891,-1.732431982515455e-11,0.000444968850648557,-1.718652345218216e-11,0.0004407292724862849,-1.71016448372154e-11,0.0004333623372001537,-1.70708208078888e-11,0.0004357147262217769,-1.70993538122334e-11,0.0004419774711065451,-1.716827777263073e-11,0.0004434023686275059,-1.731919385640965e-11,0.0004406780250568765,-1.75927954433572e-11,0.0004355406848269176,-1.80157850107455e-11,0.0004299129168916554,-1.859078209083487e-11,0.0004355447139015187,-1.917471567198546e-11,0.0004405227408618576,-1.982143790890339e-11,0.0004430642918027434,-2.049980398665447e-11,0.0004456575280948693,-2.114076218551719e-11,0.0004482997677694731,-2.17118670108968e-11
