/I0/OUT (VY=-0.1) X,/I0/OUT (VY=-0.1) Y,/I0/OUT (VY=-0.08947368) X,/I0/OUT (VY=-0.08947368) Y,/I0/OUT (VY=-0.07894737) X,/I0/OUT (VY=-0.07894737) Y,/I0/OUT (VY=-0.06842105) X,/I0/OUT (VY=-0.06842105) Y,/I0/OUT (VY=-0.05789474) X,/I0/OUT (VY=-0.05789474) Y,/I0/OUT (VY=-0.04736842) X,/I0/OUT (VY=-0.04736842) Y,/I0/OUT (VY=-0.03684211) X,/I0/OUT (VY=-0.03684211) Y,/I0/OUT (VY=-0.02631579) X,/I0/OUT (VY=-0.02631579) Y,/I0/OUT (VY=-0.01578947) X,/I0/OUT (VY=-0.01578947) Y,/I0/OUT (VY=-0.005263158) X,/I0/OUT (VY=-0.005263158) Y,/I0/OUT (VY=0.005263158) X,/I0/OUT (VY=0.005263158) Y,/I0/OUT (VY=0.01578947) X,/I0/OUT (VY=0.01578947) Y,/I0/OUT (VY=0.02631579) X,/I0/OUT (VY=0.02631579) Y,/I0/OUT (VY=0.03684211) X,/I0/OUT (VY=0.03684211) Y,/I0/OUT (VY=0.04736842) X,/I0/OUT (VY=0.04736842) Y,/I0/OUT (VY=0.05789474) X,/I0/OUT (VY=0.05789474) Y,/I0/OUT (VY=0.06842105) X,/I0/OUT (VY=0.06842105) Y,/I0/OUT (VY=0.07894737) X,/I0/OUT (VY=0.07894737) Y,/I0/OUT (VY=0.08947368) X,/I0/OUT (VY=0.08947368) Y,/I0/OUT (VY=0.1) X,/I0/OUT (VY=0.1) Y
5.98395065462992e-05,-1.517195599610451e-11,5.988931197618004e-05,-1.53012741058931e-11,5.824095768805443e-05,-1.548989394672867e-11,5.56237591718961e-05,-1.575121161528177e-11,5.265472161762422e-05,-1.608947885569675e-11,4.984959308189049e-05,-1.649946215286867e-11,4.496885064855642e-05,-1.697541614785141e-11,4.072927248628443e-05,-1.749936393172305e-11,3.336233720015325e-05,-1.807282036694907e-11,3.571472622177638e-05,-1.862613866460745e-11,4.197747110654461e-05,-1.916316565893165e-11,4.340236862750536e-05,-1.972631069654177e-11,4.067802505687593e-05,-2.031339421725307e-11,3.554068482691709e-05,-2.09104398986356e-11,2.991291689165496e-05,-2.149768534096356e-11,3.554471390151822e-05,-2.201365182175403e-11,4.052274086185707e-05,-2.249887542410224e-11,4.306429180274288e-05,-2.294675439953771e-11,4.565752809486879e-05,-2.333871918317354e-11,4.829976776947254e-05,-2.367168576307997e-11
6.98395065462992e-05,-1.521226916378151e-11,6.988931197618005e-05,-1.5332037760734e-11,6.824095768805443e-05,-1.550984368686373e-11,6.56237591718961e-05,-1.575947532884611e-11,6.265472161762423e-05,-1.608566994815818e-11,5.984959308189049e-05,-1.648378819959909e-11,5.496885064855642e-05,-1.694843215628348e-11,5.072927248628443e-05,-1.746263440811941e-11,4.336233720015325e-05,-1.802817862713915e-11,4.571472622177638e-05,-1.857625558122344e-11,5.197747110654461e-05,-1.911105916401554e-11,5.340236862750536e-05,-1.967382680032001e-11,5.067802505687592e-05,-2.026253102952915e-11,4.554068482691709e-05,-2.086288486624138e-11,3.991291689165496e-05,-2.145412244620476e-11,4.554471390151822e-05,-2.197245395937701e-11,5.052274086185707e-05,-2.24604419149611e-11,5.306429180274288e-05,-2.291146827924728e-11,5.565752809486879e-05,-2.330634682584112e-11,5.829976776947254e-05,-2.364188619400558e-11
7.98395065462992e-05,-1.525504894920054e-11,7.988931197618004e-05,-1.536510544395708e-11,7.824095768805443e-05,-1.553192290148182e-11,7.56237591718961e-05,-1.576968033380202e-11,7.265472161762423e-05,-1.608358874498421e-11,6.98495930818905e-05,-1.64695847437453e-11,6.496885064855643e-05,-1.692258074261551e-11,6.072927248628443e-05,-1.742663908437746e-11,5.336233720015325e-05,-1.79837943875759e-11,5.571472622177638e-05,-1.852592256273123e-11,6.197747110654461e-05,-1.905814740327881e-11,6.340236862750537e-05,-1.962020942262189e-11,6.067802505687592e-05,-2.021027748812841e-11,5.554068482691708e-05,-2.081378647988372e-11,4.991291689165496e-05,-2.140884028254593e-11,5.554471390151822e-05,-2.192957777285228e-11,6.052274086185707e-05,-2.242042923852616e-11,6.306429180274288e-05,-2.287474294866107e-11,6.565752809486879e-05,-2.327268866923976e-11,6.829976776947254e-05,-2.361095077953785e-11
8.98395065462992e-05,-1.530034427600536e-11,8.988931197618004e-05,-1.540053150161822e-11,8.824095768805442e-05,-1.555619177506112e-11,8.56237591718961e-05,-1.57818934265472e-11,8.265472161762423e-05,-1.608330964349778e-11,7.98495930818905e-05,-1.645693429114862e-11,7.496885064855643e-05,-1.689795202695482e-11,7.072927248628444e-05,-1.73914726527618e-11,6.336233720015325e-05,-1.793976346967101e-11,6.571472622177639e-05,-1.847537126766957e-11,7.197747110654461e-05,-1.900448163860715e-11,7.340236862750536e-05,-1.956548895301389e-11,7.067802505687593e-05,-2.015664387438351e-11,6.554068482691708e-05,-2.076310533171097e-11,5.991291689165496e-05,-2.136182848821698e-11,6.554471390151822e-05,-2.188500458050819e-11,7.052274086185706e-05,-2.237881821790722e-11,7.306429180274287e-05,-2.283656336028939e-11,7.565752809486879e-05,-2.323773584430591e-11,7.829976776947254e-05,-2.357887697216634e-11
9.98395065462992e-05,-1.534819665258573e-11,9.988931197618004e-05,-1.543836360830678e-11,9.824095768805442e-05,-1.558270472663248e-11,9.56237591718961e-05,-1.579617620815803e-11,9.265472161762423e-05,-1.608490249980224e-11,8.98495930818905e-05,-1.644591566513877e-11,8.496885064855643e-05,-1.687463355980285e-11,8.072927248628444e-05,-1.735722691417243e-11,7.336233720015325e-05,-1.789617563967615e-11,7.571472622177639e-05,-1.842480553856061e-11,8.197747110654461e-05,-1.895011798640914e-11,8.340236862750536e-05,-1.950970260320017e-11,8.067802505687593e-05,-2.010164586687294e-11,7.554068482691708e-05,-2.071076355388097e-11,6.991291689165496e-05,-2.131307034350063e-11,7.554471390151822e-05,-2.183871604182538e-11,8.052274086185706e-05,-2.233559528161849e-11,8.306429180274287e-05,-2.279692109802279e-11,8.565752809486879e-05,-2.320148591607222e-11,8.829976776947254e-05,-2.35456673580457e-11
0.0001098395065462992,-1.53986394600252e-11,0.00010988931197618,-1.547864232139995e-11,0.0001082409576880544,-1.561150973055629e-11,0.0001056237591718961,-1.581258416097975e-11,0.0001026547216176242,-1.608843119585116e-11,9.98495930818905e-05,-1.643660201877831e-11,9.496885064855643e-05,-1.6852708725591e-11,9.072927248628444e-05,-1.73239920971192e-11,8.336233720015325e-05,-1.785312182820542e-11,8.571472622177639e-05,-1.837435002657092e-11,9.197747110654461e-05,-1.889511679186601e-11,9.340236862750536e-05,-1.945289202415175e-11,9.067802505687593e-05,-2.004530557906362e-11,8.554068482691708e-05,-2.065672923024328e-11,7.991291689165496e-05,-2.126255500453681e-11,8.554471390151822e-05,-2.179070205368463e-11,9.052274086185706e-05,-2.229075260588602e-11,9.306429180274287e-05,-2.275581172114296e-11,9.565752809486879e-05,-2.316393891969033e-11,9.829976776947254e-05,-2.35113262575883e-11
0.0001198395065462992,-1.545169665992354e-11,0.00011988931197618,-1.552140092560626e-11,0.0001182409576880544,-1.564264808389076e-11,0.0001156237591718961,-1.58311666933476e-11,0.0001126547216176242,-1.609395330649919e-11,0.0001098495930818905,-1.642906013789426e-11,0.0001049688506485564,-1.68322548671011e-11,0.0001007292724862844,-1.729185357611414e-11,9.336233720015325e-05,-1.781069183614652e-11,9.571472622177638e-05,-1.832408892153426e-11,0.0001019774711065446,-1.883953902191692e-11,0.0001034023686275054,-1.939510033297622e-11,0.0001006780250568759,-1.998764736479718e-11,9.554068482691708e-05,-2.060100608466918e-11,8.991291689165496e-05,-2.121027886996287e-11,9.554471390151822e-05,-2.174095619801751e-11,0.0001005227408618571,-2.224428451493742e-11,0.0001030642918027429,-2.271323262733106e-11,0.0001056575280948688,-2.312509645833931e-11,0.0001082997677694725,-2.347585951957326e-11
0.0001298395065462992,-1.550738311726111e-11,0.0001298893119761801,-1.556666492677387e-11,0.0001282409576880544,-1.567615416742031e-11,0.0001256237591718961,-1.585196667387911e-11,0.0001226547216176242,-1.61015201102426e-11,0.0001198495930818905,-1.642335057918173e-11,0.0001149688506485564,-1.68133433189284e-11,0.0001107292724862844,-1.726089129086274e-11,0.0001033623372001532,-1.77689713734715e-11,0.0001057147262217764,-1.827410012355734e-11,0.0001119774711065446,-1.878344631271229e-11,0.0001134023686275054,-1.933637262126688e-11,0.0001106780250568759,-1.992868299811934e-11,0.0001055406848269171,-2.054360719270779e-11,9.991291689165496e-05,-2.115624126966148e-11,0.0001055447139015182,-2.168947444802275e-11,0.0001105227408618571,-2.219618780433466e-11,0.0001130642918027429,-2.266918388696092e-11,0.0001156575280948688,-2.308496238017873e-11,0.0001182997677694725,-2.34392750316282e-11
0.0001398395065462992,-1.556570436968597e-11,0.0001398893119761801,-1.561445102944132e-11,0.0001382409576880544,-1.571205505559557e-11,0.0001356237591718961,-1.587502013454137e-11,0.0001326547216176242,-1.611117642107288e-11,0.0001298495930818905,-1.641952755129145e-11,0.0001249688506485564,-1.679603943397353e-11,0.0001207292724862844,-1.723117997550167e-11,0.0001133623372001532,-1.772804203954237e-11,0.0001157147262217764,-1.822446211908456e-11,0.0001219774711065446,-1.872690144310569e-11,0.0001234023686275054,-1.927675643841052e-11,0.0001206780250568759,-1.986835918867216e-11,0.0001155406848269171,-2.048454827805398e-11,0.000109912916891655,-2.110044465041353e-11,0.0001155447139015182,-2.163625613141727e-11,0.0001205227408618571,-2.214646239560743e-11,0.0001230642918027429,-2.262366804697488e-11,0.0001256575280948688,-2.304354283670198e-11,0.0001282997677694726,-2.340158262107756e-11
0.0001498395065462992,-1.562664957516155e-11,0.0001498893119761801,-1.566476078396985e-11,0.0001482409576880544,-1.57503658279134e-11,0.0001456237591718961,-1.590035366387833e-11,0.0001426547216176242,-1.612295941283773e-11,0.0001398495930818905,-1.641763842346762e-11,0.0001349688506485564,-1.678040229781502e-11,0.0001307292724862844,-1.720278891674444e-11,0.0001233623372001533,-1.768798145585585e-11,0.0001257147262217764,-1.817525209687768e-11,0.0001319774711065446,-1.867007509868451e-11,0.0001334023686275054,-1.921630162157335e-11,0.0001306780250568759,-1.980665623815642e-11,0.0001255406848269171,-2.042384870560165e-11,0.000119912916891655,-2.104289549229394e-11,0.0001255447139015182,-2.158130422542711e-11,0.0001305227408618571,-2.209511127771605e-11,0.0001330642918027429,-2.257669007315148e-11,0.0001356575280948688,-2.300084605293232e-11,0.0001382997677694725,-2.336279377154629e-11
0.0001598395065462992,-1.569019861725079e-11,0.0001598893119761801,-1.571758810701226e-11,0.0001582409576880544,-1.579109306604717e-11,0.0001556237591718961,-1.592798404306089e-11,0.0001526547216176242,-1.613689588517784e-11,0.0001498495930818905,-1.641772068007247e-11,0.0001449688506485564,-1.676648312508011e-11,0.0001407292724862844,-1.717578127052633e-11,0.0001333623372001533,-1.764886288505239e-11,0.0001357147262217764,-1.812654447209128e-11,0.0001419774711065446,-1.861322701830275e-11,0.0001434023686275054,-1.915505960067159e-11,0.0001406780250568759,-1.974360027412789e-11,0.0001355406848269171,-2.036153213009253e-11,0.000129912916891655,-2.098360437896205e-11,0.0001355447139015182,-2.15246252011474e-11,0.0001405227408618571,-2.204214022571761e-11,0.0001430642918027429,-2.252825691991344e-11,0.0001456575280948688,-2.295688184257574e-11,0.0001482997677694725,-2.332292104783104e-11
0.0001698395065462992,-1.57563255476575e-11,0.0001698893119761801,-1.577292212388836e-11,0.0001682409576880544,-1.583423850798083e-11,0.0001656237591718961,-1.595792332127599e-11,0.0001626547216176242,-1.615300702183336e-11,0.0001598495930818905,-1.641980497710969e-11,0.0001549688506485564,-1.675432437768348e-11,0.0001507292724862844,-1.71502117603758e-11,0.0001433623372001533,-1.76107541493384e-11,0.0001457147262217764,-1.807840935656481e-11,0.0001519774711065446,-1.855650275429597e-11,0.0001534023686275054,-1.909308202999551e-11,0.0001506780250568759,-1.967923403923902e-11,0.0001455406848269171,-2.029762540658057e-11,0.000139912916891655,-2.092258575611545e-11,0.0001455447139015182,-2.146622848242791e-11,0.0001505227408618571,-2.198755710937492e-11,0.0001530642918027429,-2.247837728752337e-11,0.0001556575280948688,-2.291166131675072e-11,0.0001582997677694725,-2.328197808189388e-11
0.0001798395065462992,-1.582499607675365e-11,0.00017988931197618,-1.583074473829968e-11,0.0001782409576880544,-1.58797969911521e-11,0.0001756237591718961,-1.599017846783375e-11,0.0001726547216176242,-1.617130922880151e-11,0.0001698495930818905,-1.642391693578798e-11,0.0001649688506485564,-1.674396290735913e-11,0.0001607292724862844,-1.712612891171276e-11,0.0001533623372001533,-1.75737161160656e-11,0.0001557147262217764,-1.803091205720836e-11,0.0001619774711065446,-1.849997437702688e-11,0.0001634023686275054,-1.903035609912306e-11,0.0001606780250568759,-1.961360368811524e-11,0.0001555406848269171,-2.023215869066829e-11,0.000149912916891655,-2.085985709830892e-11,0.0001555447139015182,-2.140612616570324e-11,0.0001605227408618571,-2.193137222430788e-11,0.0001630642918027429,-2.242706190396464e-11,0.0001656575280948688,-2.286519713749197e-11,0.0001682997677694725,-2.323997967928354e-11
0.0001898395065462992,-1.589616620280727e-11,0.00018988931197618,-1.58910293090224e-11,0.0001882409576880544,-1.592775636940916e-11,0.0001856237591718961,-1.602474980873179e-11,0.0001826547216176242,-1.619181274485703e-11,0.0001798495930818905,-1.643007620517187e-11,0.0001749688506485564,-1.673543001393594e-11,0.0001707292724862844,-1.710357602169202e-11,0.0001633623372001533,-1.753780479018311e-11,0.0001657147262217764,-1.798411458855952e-11,0.0001719774711065446,-1.844370072654689e-11,0.0001734023686275054,-1.89668629926038e-11,0.0001706780250568759,-1.954675772431423e-11,0.0001655406848269171,-2.016516623913353e-11,0.0001599129168916549,-2.079543939166289e-11,0.0001655447139015182,-2.134433355727393e-11,0.0001705227408618571,-2.187359842850504e-11,0.0001730642918027429,-2.237432341646404e-11,0.0001756575280948688,-2.281750331763984e-11,0.0001782997677694725,-2.319694150999397e-11
0.0001998395065462992,-1.596978233771751e-11,0.00019988931197618,-1.595374069216551e-11,0.0001982409576880544,-1.597809732130503e-11,0.0001956237591718961,-1.60616307172335e-11,0.0001926547216176242,-1.621452116901635e-11,0.0001898495930818905,-1.643829582106162e-11,0.0001849688506485564,-1.672875048654367e-11,0.0001807292724862844,-1.708259035964321e-11,0.0001733623372001533,-1.75030715243109e-11,0.0001757147262217764,-1.793807542218696e-11,0.0001819774711065446,-1.838774180390711e-11,0.0001834023686275054,-1.890263165369391e-11,0.0001806780250568759,-1.947874745347475e-11,0.0001755406848269171,-2.009668621069883e-11,0.0001699129168916549,-2.072935744396383e-11,0.0001755447139015182,-2.128086903182479e-11,0.0001805227408618571,-2.181425074378831e-11,0.0001830642918027429,-2.232017594923238e-11,0.0001856575280948688,-2.276859479306959e-11,0.0001882997677694725,-2.31528797274631e-11
0.0002098395065462992,-1.604578181127933e-11,0.00020988931197618,-1.601883562011394e-11,0.0002082409576880544,-1.603079328063741e-11,0.0002056237591718961,-1.610080708992804e-11,0.0002026547216176242,-1.623943181376605e-11,0.0001998495930818905,-1.644858228020948e-11,0.0001949688506485564,-1.672394242207966e-11,0.0001907292724862844,-1.706320269588418e-11,0.0001833623372001533,-1.746956216373777e-11,0.0001857147262217764,-1.789284869225932e-11,0.0001919774711065446,-1.833215674036556e-11,0.0001934023686275054,-1.88377232215309e-11,0.0001906780250568759,-1.94096272720419e-11,0.0001855406848269171,-2.00267600945948e-11,0.0001799129168916549,-2.06616394764381e-11,0.0001855447139015182,-2.121575356535814e-11,0.0001905227408618571,-2.175334597769262e-11,0.0001930642918027429,-2.226463476569161e-11,0.0001956575280948688,-2.271848712118283e-11,0.0001982997677694725,-2.310781070540802e-11
0.0002198395065462992,-1.612409364810644e-11,0.00021988931197618,-1.608626331578595e-11,0.0002182409576880544,-1.60858108798542e-11,0.0002156237591718961,-1.614225863244262e-11,0.0002126547216176242,-1.626653592509219e-11,0.0002098495930818905,-1.646093585302014e-11,0.0002049688506485564,-1.672101742967625e-11,0.0002007292724862844,-1.70454373498682e-11,0.0001933623372001533,-1.743731669853097e-11,0.0001957147262217764,-1.784848388902265e-11,0.0002019774711065446,-1.827699744472294e-11,0.0002034023686275054,-1.87723730445389e-11,0.0002006780250568759,-1.933945376346202e-11,0.0001955406848269171,-1.995543236946225e-11,0.0001899129168916549,-2.059231670642369e-11,0.0001955447139015182,-2.114901043993238e-11,0.0002005227408618571,-2.169090249168139e-11,0.0002030642918027429,-2.220771604567205e-11,0.0002056575280948688,-2.266719626932227e-11,0.0002082997677694725,-2.306175089241244e-11
0.0002298395065462992,-1.620463933738597e-11,0.00022988931197618,-1.615596608996461e-11,0.0002282409576880544,-1.6143110463135e-11,0.0002256237591718961,-1.618595969725283e-11,0.0002226547216176242,-1.629581889526986e-11,0.0002198495930818905,-1.647535106848233e-11,0.0002149688506485564,-1.671998104422039e-11,0.0002107292724862844,-1.702931245287979e-11,0.0002033623372001533,-1.740636928932288e-11,0.0002057147262217764,-1.780502582222982e-11,0.0002119774711065446,-1.822223534060524e-11,0.0002134023686275054,-1.870681951421433e-11,0.0002106780250568759,-1.926828540819514e-11,0.0002055406848269171,-1.988275030163549e-11,0.0001999129168916549,-2.052142311352485e-11,0.0002055447139015182,-2.10806650686785e-11,0.0002105227408618571,-2.162694004942669e-11,0.0002130642918027429,-2.214943673899102e-11,0.0002156575280948688,-2.26147384741464e-11,0.0002182997677694725,-2.301471681628856e-11
0.0002398395065462992,-1.628733362160838e-11,0.00023988931197618,-1.622787994565797e-11,0.0002382409576880544,-1.620264657535899e-11,0.0002356237591718961,-1.623187938942922e-11,0.0002326547216176242,-1.632726064375688e-11,0.0002298495930818905,-1.649181719531967e-11,0.0002249688506485564,-1.672083320783589e-11,0.0002207292724862844,-1.701484036829341e-11,0.0002133623372001533,-1.737674849665666e-11,0.0002157147262217764,-1.776251477156627e-11,0.0002219774711065446,-1.816785165781974e-11,0.0002234023686275054,-1.864119175117864e-11,0.0002206780250568759,-1.919618285545494e-11,0.0002155406848269171,-1.980876384653418e-11,0.0002099129168916549,-2.044899530103134e-11,0.0002155447139015182,-2.101074491196023e-11,0.0002205227408618571,-2.156147974751838e-11,0.0002230642918027429,-2.20898144836719e-11,0.0002256575280948688,-2.256113016355857e-11,0.0002282997677694725,-2.296672461481581e-11
0.0002498395065462992,-1.637208540131969e-11,0.0002498893119761801,-1.630193528203958e-11,0.0002482409576880545,-1.626436852047143e-11,0.0002456237591718961,-1.627998191482052e-11,0.0002426547216176242,-1.636083573674272e-11,0.0002398495930818905,-1.651031872161989e-11,0.0002349688506485564,-1.672356875320695e-11,0.0002307292724862844,-1.700202814689148e-11,0.0002233623372001533,-1.734847762457304e-11,0.0002257147262217764,-1.772098672921582e-11,0.0002319774711065446,-1.811387491175573e-11,0.0002334023686275054,-1.857555604396796e-11,0.0002306780250568759,-1.912320885476514e-11,0.0002255406848269171,-1.973352561540445e-11,0.0002199129168916549,-2.037507244871208e-11,0.0002255447139015182,-2.09392794604173e-11,0.0002305227408618571,-2.149454400440698e-11,0.0002330642918027429,-2.202886757864101e-11,0.0002356575280948688,-2.250638823325336e-11,0.0002382997677694725,-2.291779018733738e-11
0.0002598395065462993,-1.645879874849073e-11,0.0002598893119761801,-1.637805769589953e-11,0.0002582409576880545,-1.632822100586409e-11,0.0002556237591718962,-1.633022713725118e-11,0.0002526547216176242,-1.639651500937742e-11,0.0002498495930818905,-1.65308358946351e-11,0.0002449688506485565,-1.672817793860428e-11,0.0002407292724862844,-1.699087802218097e-11,0.0002333623372001532,-1.732157511114339e-11,0.0002357147262217764,-1.768047369797053e-11,0.0002419774711065446,-1.806035571877389e-11,0.0002434023686275053,-1.85099704329405e-11,0.0002406780250568759,-1.904942826499274e-11,0.0002355406848269171,-1.965709089901286e-11,0.0002299129168916549,-2.029969632543097e-11,0.0002355447139015182,-2.086630028178238e-11,0.0002405227408618571,-2.142615662203632e-11,0.0002430642918027429,-2.19666150312463e-11,0.0002456575280948688,-2.245052966291649e-11,0.0002482997677694726,-2.286792925047979e-11
0.0002698395065462993,-1.654737398757234e-11,0.0002698893119761801,-1.64561688486402e-11,0.0002682409576880545,-1.639414484689299e-11,0.0002656237591718962,-1.638257120147057e-11,0.0002626547216176242,-1.643426598994804e-11,0.0002598495930818905,-1.655334532485956e-11,0.0002549688506485565,-1.673464705793099e-11,0.0002507292724862844,-1.698138798759619e-11,0.0002433623372001532,-1.729605498984693e-11,0.0002457147262217764,-1.764100408000259e-11,0.0002519774711065446,-1.800734537239877e-11,0.0002534023686275054,-1.844449700369072e-11,0.000250678025056876,-1.897490820039969e-11,0.0002455406848269171,-1.957951778404279e-11,0.0002399129168916549,-2.022291137510378e-11,0.0002455447139015182,-2.079184116289081e-11,0.0002505227408618571,-2.135634295155128e-11,0.0002530642918027429,-2.190307670385988e-11,0.0002556575280948688,-2.239357154926669e-11,0.0002582997677694726,-2.281715745165686e-11
0.0002798395065462993,-1.663770881415227e-11,0.0002798893119761801,-1.653618737254638e-11,0.0002782409576880545,-1.64620777107657e-11,0.0002756237591718962,-1.643696718626588e-11,0.0002726547216176243,-1.647405326495159e-11,0.0002698495930818906,-1.657782025864577e-11,0.0002649688506485565,-1.674295910963697e-11,0.0002607292724862845,-1.697355245561265e-11,0.0002533623372001532,-1.727192744827821e-11,0.0002557147262217764,-1.760255900365155e-11,0.0002619774711065447,-1.795489201929235e-11,0.0002634023686275054,-1.837919898729637e-11,0.000260678025056876,-1.8899718301062e-11,0.0002555406848269171,-1.950086738901291e-11,0.000249912916891655,-2.014476491099325e-11,0.0002555447139015183,-2.071593837230289e-11,0.0002605227408618571,-2.128513017931262e-11,0.0002630642918027429,-2.183827357110203e-11,0.0002656575280948689,-2.233553133435477e-11,0.0002682997677694726,-2.276549057560826e-11
0.0002898395065462993,-1.672969942818058e-11,0.0002898893119761802,-1.661802980011686e-11,0.0002882409576880546,-1.653195488627857e-11,0.0002856237591718962,-1.649336578089511e-11,0.0002826547216176243,-1.651583909138202e-11,0.0002798495930818906,-1.660423136902285e-11,0.0002749688506485565,-1.675309451060457e-11,0.0002707292724862845,-1.696736298031525e-11,0.0002633623372001533,-1.724919947794886e-11,0.0002657147262217765,-1.75650713339972e-11,0.0002719774711065447,-1.790304233152273e-11,0.0002734023686275054,-1.831414005830746e-11,0.000270678025056876,-1.882396191281729e-11,0.0002655406848269172,-1.942120422727877e-11,0.000259912916891655,-2.006530743822977e-11,0.0002655447139015183,-2.063863105347291e-11,0.0002705227408618571,-2.121254773866279e-11,0.0002730642918027429,-2.177222809162071e-11,0.0002756575280948689,-2.227642738759468e-11,0.0002782997677694726,-2.271294483814304e-11
0.0002998395065462994,-1.682324165933592e-11,0.0002998893119761802,-1.670161150009769e-11,0.0002982409576880546,-1.660371006679978e-11,0.0002956237591718963,-1.655171597713575e-11,0.0002926547216176243,-1.655958407686016e-11,0.0002898495930818906,-1.663254840701764e-11,0.0002849688506485566,-1.676503184424897e-11,0.0002807292724862845,-1.696280903188402e-11,0.0002733623372001533,-1.722787559947056e-11,0.0002757147262217765,-1.752852220505181e-11,0.0002819774711065447,-1.785184279640313e-11,0.0002834023686275055,-1.824938476784895e-11,0.000280678025056876,-1.874793315326155e-11,0.0002755406848269172,-1.934059669528377e-11,0.000269912916891655,-1.998459310876706e-11,0.0002755447139015183,-2.055996175034758e-11,0.0002805227408618572,-2.113862784718579e-11,0.000283064291802743,-2.170496469303312e-11,0.0002856575280948689,-2.221627947104472e-11,0.0002882997677694727,-2.265953726283559e-11
0.0003098395065462994,-1.691823206254219e-11,0.0003098893119761802,-1.678684760250558e-11,0.0003082409576880546,-1.667727613381313e-11,0.0003056237591718963,-1.661196576706214e-11,0.0003026547216176243,-1.660524786266034e-11,0.0002998495930818907,-1.666274020126997e-11,0.0002949688506485566,-1.677874863190042e-11,0.0002907292724862846,-1.695987881085421e-11,0.0002833623372001533,-1.720795864867467e-11,0.0002857147262217765,-1.749293294430711e-11,0.0002919774711065447,-1.780134046869415e-11,0.0002934023686275055,-1.818499917243957e-11,0.0002906780250568761,-1.867184390869482e-11,0.0002855406848269172,-1.925911767690398e-11,0.000279912916891655,-1.990268030437585e-11,0.0002855447139015183,-2.047997705995482e-11,0.0002905227408618572,-2.106340616134742e-11,0.000293064291802743,-2.163651036117748e-11,0.0002956575280948689,-2.215510916294128e-11,0.0002982997677694727,-2.260528612388491e-11
0.0003198395065462994,-1.701456896514238e-11,0.0003198893119761803,-1.687365389699027e-11,0.0003182409576880546,-1.675258592873574e-11,0.0003156237591718963,-1.667406283680694e-11,0.0003126547216176244,-1.665278980248922e-11,0.0003098495930818907,-1.669477527301475e-11,0.0003049688506485566,-1.679422187440776e-11,0.0003007292724862846,-1.695856008337823e-11,0.0002933623372001534,-1.718945060843705e-11,0.0002957147262217765,-1.745833313066346e-11,0.0003019774711065448,-1.775158395539081e-11,0.0003034023686275055,-1.812105152640911e-11,0.0003006780250568761,-1.859580690370569e-11,0.0002955406848269172,-1.917684524400674e-11,0.0002899129168916551,-1.98196323367511e-11,0.0002955447139015184,-2.039872839606545e-11,0.0003005227408618572,-2.098692252963832e-11,0.000303064291802743,-2.156689531465172e-11,0.000305657528094869,-2.209294043046379e-11,0.0003082997677694727,-2.255021137233094e-11
0.0003298395065462994,-1.711215344623934e-11,0.0003298893119761803,-1.696194769101323e-11,0.0003282409576880547,-1.682957300233811e-11,0.0003256237591718963,-1.673795524736951e-11,0.0003226547216176244,-1.670216963253839e-11,0.0003198495930818907,-1.672862265417425e-11,0.0003149688506485566,-1.681142863837015e-11,0.0003107292724862846,-1.69588410242169e-11,0.0003033623372001534,-1.717232526727277e-11,0.0003057147262217766,-1.74247514917085e-11,0.0003119774711065448,-1.770262406258028e-11,0.0003134023686275055,-1.805761297561196e-11,0.0003106780250568761,-1.851990376919162e-11,0.0003055406848269173,-1.909386341943576e-11,0.0002999129168916551,-1.973551824051287e-11,0.0003055447139015184,-2.031627283467031e-11,0.0003105227408618572,-2.090922181195251e-11,0.000313064291802743,-2.149615373419255e-11,0.000315657528094869,-2.202980025586131e-11,0.0003182997677694728,-2.249433527591355e-11
0.0003398395065462995,-1.721089023771756e-11,0.0003398893119761803,-1.705164861746262e-11,0.0003382409576880547,-1.690817233326397e-11,0.0003356237591718964,-1.680359209518502e-11,0.0003326547216176244,-1.675334812400229e-11,0.0003298495930818907,-1.676425261160968e-11,0.0003249688506485567,-1.683034764965689e-11,0.0003207292724862846,-1.696071105056433e-11,0.0003133623372001534,-1.715649231205207e-11,0.0003157147262217766,-1.7392217370396e-11,0.0003219774711065448,-1.765451376915446e-11,0.0003234023686275056,-1.799475821247069e-11,0.0003206780250568761,-1.844422000767942e-11,0.0003155406848269173,-1.90102629536055e-11,0.0003099129168916551,-1.965041362019298e-11,0.0003155447139015184,-2.023267399722581e-11,0.0003205227408618573,-2.08303547196017e-11,0.0003230642918027431,-2.142432450354736e-11,0.000325657528094869,-2.19657192614997e-11,0.0003282997677694728,-2.243768297063788e-11
