/net7 X,/net7 Y,/I_60/OUT X,/I_60/OUT Y,/I_120/OUT X,/I_120/OUT Y,/I_180/OUT X,/I_180/OUT Y,/I_240/OUT X,/I_240/OUT Y,/I_300/OUT X,/I_300/OUT Y,/I_600/OUT X,/I_600/OUT Y,/I_540/OUT X,/I_540/OUT Y,/I_480/OUT X,/I_480/OUT Y,/I_420/OUT X,/I_420/OUT Y,/I_360/OUT X,/I_360/OUT Y
0.0004920228638660639,0.001595427226787224,0.0004920228638660639,-1.760368069067915e-12,0.0004920228638660639,2.819072023307038e-12,0.0004920228638660639,5.169334857729274e-13,0.0004920228638660639,1.538730846681688e-13,0.0004920228638660639,8.846195565871654e-13,0.0004920228638660639,9.450964956829943e-12,0.0004920228638660639,7.422344616184184e-12,0.0004920228638660639,5.549450912910319e-12,0.0004920228638660639,3.556334667236371e-12,0.0004920228638660639,2.076000820362196e-12
0.0005020228638660639,-0.0004045727732127913,0.0005020228638660639,-2.749073140159981e-13,0.0005020228638660639,4.016722858829513e-12,0.0005020228638660639,1.423692037384532e-12,0.0005020228638660639,9.365551053300819e-13,0.0005020228638660639,1.599341326329011e-12,0.0005020228638660639,1.001863203668131e-11,0.0005020228638660639,8.0164372235208e-12,0.0005020228638660639,6.168032556497704e-12,0.0005020228638660639,4.202292862116725e-12,0.0005020228638660639,2.750628815083425e-12
0.000512022863866064,-0.002404572773212793,0.000512022863866064,1.180437832890802e-12,0.000512022863866064,5.231368248983709e-12,0.000512022863866064,2.332536453762442e-12,0.000512022863866064,1.716122301420988e-12,0.000512022863866064,2.311664069900294e-12,0.000512022863866064,1.058286129284191e-11,0.000512022863866064,8.607037038013934e-12,0.000512022863866064,6.783216236508069e-12,0.000512022863866064,4.845043810536699e-12,0.000512022863866064,3.422549363377748e-12
0.000522022863866064,-0.004404572773212795,0.000522022863866064,2.633317616180024e-12,0.000522022863866064,6.464768037701722e-12,0.000522022863866064,3.246872748408224e-12,0.000522022863866064,2.49593573480099e-12,0.000522022863866064,3.022852290918357e-12,0.000522022863866064,1.114419447562709e-11,0.000522022863866064,9.194674153399365e-12,0.000522022863866064,7.395540645186574e-12,0.000522022863866064,5.485153977280888e-12,0.000522022863866064,4.092369650197367e-12
0.000532022863866064,-0.006404572773212797,0.000532022863866064,4.104835555953615e-12,0.000532022863866064,7.718482856507328e-12,0.000532022863866064,4.168224504471577e-12,0.000532022863866064,3.277549610475484e-12,0.000532022863866064,3.733679901597516e-12,0.000532022863866064,1.170320320719329e-11,0.000532022863866064,9.779907705234489e-12,0.000532022863866064,8.005570331478179e-12,0.000532022863866064,6.123216614848627e-12,0.000532022863866064,4.760714392628929e-12
0.000542022863866064,-0.008404572773212798,0.000542022863866064,5.602377312372962e-12,0.000542022863866064,8.994005911195882e-12,0.000542022863866064,5.097722186523468e-12,0.000542022863866064,4.061902605932858e-12,0.000542022863866064,4.444864643739559e-12,0.000542022863866064,1.226048800063424e-11,0.000542022863866064,1.036332562965605e-11,0.000542022863866064,8.61389618414414e-12,0.000542022863866064,6.759848336954264e-12,0.000542022863866064,5.428240536042542e-12
0.0005520228638660641,-0.01040457277321281,0.0005520228638660641,7.129078181703975e-12,0.0005520228638660641,1.029273839437367e-11,0.0005520228638660641,6.036451895863657e-12,0.0005520228638660641,4.849855707276734e-12,0.0005520228638660641,5.157148638994503e-12,0.0005520228638660641,1.281667719099221e-11,0.0005520228638660641,1.094554406729727e-11,0.0005520228638660641,9.221135658164644e-12,0.0005520228638660641,7.395688539904384e-12,0.0005520228638660641,6.095631899199114e-12
0.0005620228638660641,-0.01240457277321282,0.0005620228638660641,8.687156598080894e-12,0.0005620228638660641,1.161595905262293e-11,0.0005620228638660641,6.985521726552397e-12,0.0005620228638660641,5.642291815120767e-12,0.0005620228638660641,5.871305136301886e-12,0.0005620228638660641,1.337242581678418e-11,0.0005620228638660641,1.152720673550405e-11,0.0005620228638660641,9.827932755756673e-12,0.0005620228638660641,8.031399875652484e-12,0.0005620228638660641,6.763594608081026e-12
0.0005720228638660641,-0.01440457277321283,0.0005720228638660641,1.027846874728087e-11,0.0005720228638660641,1.296481411909173e-11,0.0005720228638660641,7.946052225145995e-12,0.0005720228638660641,6.440123422992764e-12,0.0005720228638660641,6.58813145585817e-12,0.0005720228638660641,1.392841447523675e-11,0.0005720228638660641,1.210898418115928e-11,0.0005720228638660641,1.043495792943837e-11,0.0005720228638660641,8.667668806916573e-12,0.0005720228638660641,7.432855770464239e-12
0.0005820228638660642,-0.01640457277321282,0.0005820228638660642,1.190451314154892e-11,0.0005820228638660642,1.434031967946876e-11,0.0005820228638660642,8.919162457507756e-12,0.0005820228638660642,7.244283475432169e-12,0.0005820228638660642,7.30844459688694e-12,0.0005820228638660642,1.448534817715717e-11,0.0005820228638660642,1.269157294128646e-11,0.0005820228638660642,1.104290762861161e-11,0.0005820228638660642,9.305205952497295e-12,0.0005820228638660642,8.104163746111877e-12
0.0005920228638660642,-0.01840457277321284,0.0005920228638660642,1.35663793409115e-11,0.0005920228638660642,1.574336996365502e-11,0.0005920228638660642,9.905963929837811e-12,0.0005920228638660642,8.055719672641436e-12,0.0005920228638660642,8.033080245518487e-12,0.0005920228638660642,1.504395521940678e-11,0.0005920228638660642,1.327569464503588e-11,0.0005920228638660642,1.165250383895481e-11,0.0005920228638660642,9.944746220817965e-12,0.0005920228638660642,8.778288758970596e-12
0.0006020228638660642,-0.02040457277321284,0.0006020228638660642,1.526474019252828e-11,0.0006020228638660642,1.717474666601147e-11,0.0006020228638660642,1.090755965661924e-11,0.0006020228638660642,8.875393027467795e-12,0.0006020228638660642,8.762893203127082e-12,0.0006020228638660642,1.56049860862132e-11,0.0006020228638660642,1.386209508119075e-11,0.0006020228638660642,1.226449350742643e-11,0.0006020228638660642,1.058704886263252e-11,0.0006020228638660642,9.456023359124493e-12
0.0006120228638660642,-0.02240457277321284,0.0006120228638660642,1.699988261057249e-11,0.0006120228638660642,1.863512781375424e-11,0.0006120228638660642,1.192504485822911e-11,0.0006120228638660642,9.70427814872585e-12,0.0006120228638660642,9.498758006600636e-12,0.0006120228638660642,1.616921239326439e-11,0.0006120228638660642,1.445154324643633e-11,0.0006120228638660642,1.287964786949261e-11,0.0006120228638660642,1.123289715322274e-11,0.0006120228638660642,1.013818270918488e-11
0.0006220228638660643,-0.02440457277321285,0.0006220228638660643,1.877175514424292e-11,0.0006220228638660643,2.012509551211808e-11,0.0006220228638660643,1.295950724228575e-11,0.0006220228638660643,1.054336389010423e-11,0.0006220228638660643,1.024156939739181e-11,0.0006220228638660643,1.673742587783362e-11,0.0006220228638660643,1.504483039261991e-11,0.0006220228638660643,1.349876171007432e-11,0.0006220228638660643,1.188309808639433e-11,0.0006220228638660643,1.082560472609551e-11
0.0006320228638660643,-0.02640457277321284,0.0006320228638660643,2.058001962654092e-11,0.0006320228638660643,2.16451421587194e-11,0.0006320228638660643,1.401202720958366e-11,0.0006320228638660643,1.139365377135602e-11,0.0006320228638660643,1.099224262378965e-11,0.0006320228638660643,1.731043743835659e-11,0.0006320228638660643,1.564276908010876e-11,0.0006320228638660643,1.412265256989074e-11,0.0006320228638660643,1.253848192359073e-11,0.0006320228638660643,1.151914983402397e-11
0.0006420228638660643,-0.02840457277321287,0.0006420228638660643,2.242410070477843e-11,0.0006420228638660643,2.319567488873226e-11,0.0006420228638660643,1.508367741871857e-11,0.0006420228638660643,1.225616576769527e-11,0.0006420228638660643,1.175171322759968e-11,0.0006420228638660643,1.788907622260047e-11,0.0006420228638660643,1.62461922412695e-11,0.0006420228638660643,1.47521599136001e-11,0.0006420228638660643,1.319990162551415e-11,0.0006420228638660643,1.221970071397407e-11
0.0006520228638660643,-0.03040457277321287,0.0006520228638660643,2.43032302216633e-11,0.0006520228638660643,2.477701817475014e-11,0.0006520228638660643,1.617552171946117e-11,0.0006520228638660643,1.313193197267129e-11,0.0006520228638660643,1.252093679291915e-11,0.0006520228638660643,1.847418876119549e-11,0.0006520228638660643,1.68559522621057e-11,0.0006520228638660643,1.538814426282178e-11,0.0006520228638660643,1.386823217997179e-11,0.0006520228638660643,1.292816185833918e-11
0.0006620228638660644,-0.03240457277321285,0.0006620228638660644,2.621648503195874e-11,0.0006620228638660644,2.638941465338417e-11,0.0006620228638660644,1.728861341914542e-11,0.0006620228638660644,1.402199782944649e-11,0.0006620228638660644,1.330088841237069e-11,0.0006620228638660644,1.906663813876692e-11,0.0006620228638660644,1.747292007381175e-11,0.0006620228638660644,1.603148630036917e-11,0.0006620228638660644,1.454436983792498e-11,0.0006620228638660644,1.364545895145316e-11
0.0006720228638660644,-0.03440457277321288,0.0006720228638660644,2.816281782394764e-11,0.0006720228638660644,2.803302437267442e-11,0.0006720228638660644,1.842399285703085e-11,0.0006720228638660644,1.492742095413864e-11,0.0006720228638660644,1.409256189852452e-11,0.0006720228638660644,1.966730319568593e-11,0.0006720228638660644,1.809798425511976e-11,0.0006720228638660644,1.668308594499854e-11,0.0006720228638660644,1.522923125681459e-11,0.0006720228638660644,1.437253809433679e-11
0.0006820228638660644,-0.03640457277321288,0.0006820228638660644,3.014108109308549e-11,0.0006820228638660644,2.970792277392796e-11,0.0006820228638660644,1.95826842608574e-11,0.0006820228638660644,1.584926954466944e-11,0.0006820228638660644,1.48969687327405e-11,0.0006820228638660644,2.0277077748647e-11,0.0006820228638660644,1.873205013480858e-11,0.0006820228638660644,1.734386139362981e-11,0.0006820228638660644,1.592375255648986e-11,0.0006820228638660644,1.511036486841539e-11
0.0006920228638660644,-0.03840457277321291,0.0006920228638660644,3.215004488167605e-11,0.0006920228638660644,3.141409765987036e-11,0.0006920228638660644,2.076569189750424e-11,0.0006920228638660644,1.678862036296661e-11,0.0006920228638660644,1.571513675722022e-11,0.0006920228638660644,2.08968698160531e-11,0.0006920228638660644,1.937603888569951e-11,0.0006920228638660644,1.801474812299253e-11,0.0006920228638660644,1.662888828065999e-11,0.0006920228638660644,1.585992323810489e-11
0.0007020228638660645,-0.04040457277321288,0.0007020228638660645,3.41884091104535e-11,0.0007020228638660645,3.31514453652097e-11,0.0007020228638660645,2.197399553596361e-11,0.0007020228638660645,1.774655628125834e-11,0.0007020228638660645,1.654810859525418e-11,0.0007020228638660645,2.152760083567809e-11,0.0007020228638660645,2.003088659607328e-11,0.0007020228638660645,1.869669784307695e-11,0.0007020228638660645,1.734561025887889e-11,0.0007020228638660645,1.662221428540748e-11
0.0007120228638660645,-0.04240457277321288,0.0007120228638660645,3.625481184234173e-11,0.0007120228638660645,3.491976630706662e-11,0.0007120228638660645,2.320854528377511e-11,0.0007120228638660645,1.872416338123359e-11,0.0007120228638660645,1.739693979318882e-11,0.0007120228638660645,2.217020485614073e-11,0.0007120228638660645,2.069754330489618e-11,0.0007120228638660645,1.939067738739845e-11,0.0007120228638660645,1.807490635971271e-11,0.0007120228638660645,1.739825476603806e-11
0.0007220228638660645,-0.04440457277321291,0.0007220228638660645,3.834783445364343e-11,0.0007220228638660645,3.67187608888289e-11,0.0007220228638660645,2.447025587426484e-11,0.0007220228638660645,1.972252760425344e-11,0.0007220228638660645,1.82626966693367e-11,0.0007220228638660645,2.282562768487557e-11,0.0007220228638660645,2.137697198273357e-11,0.0007220228638660645,2.0097667525904e-11,0.0007220228638660645,1.881777912032654e-11,0.0007220228638660645,1.818907548129461e-11
0.0007320228638660645,-0.04640457277321289,0.0007320228638660645,4.046600335722273e-11,0.0007320228638660645,3.854802451906828e-11,0.0007320228638660645,2.576000045535872e-11,0.0007320228638660645,2.074273095857909e-11,0.0007320228638660645,1.914645386081362e-11,0.0007320228638660645,2.349482597268884e-11,0.0007320228638660645,2.207014743886232e-11,0.0007320228638660645,2.081866168125074e-11,0.0007320228638660645,1.957524423910988e-11,0.0007320228638660645,1.899571944121425e-11
0.0007420228638660646,-0.04840457277321292,0.0007420228638660646,4.260779115846698e-11,0.0007420228638660646,4.040704343513868e-11,0.0007420228638660646,2.707860392094506e-11,0.0007420228638660646,2.178584730411571e-11,0.0007420228638660646,2.004929155721006e-11,0.0007420228638660646,2.417876621268625e-11,0.0007420228638660646,2.277805513382656e-11,0.0007420228638660646,2.155466452920973e-11,0.0007420228638660646,2.034832890851725e-11,0.0007420228638660646,1.981923981036286e-11
0.0007520228638660646,-0.05040457277321292,0.0007520228638660646,4.477161648249196e-11,0.0007520228638660646,4.229519096394927e-11,0.0007520228638660646,2.842683587864817e-11,0.0007520228638660646,2.28529377130773e-11,0.0007520228638660646,2.097229242062054e-11,0.0007520228638660646,2.487842363107018e-11,0.0007520228638660646,2.350168987350641e-11,0.0007520228638660646,2.230669045941525e-11,0.0007520228638660646,2.113806997238776e-11,0.0007520228638660646,2.066069762051526e-11
0.0007620228638660646,-0.05240457277321295,0.0007620228638660646,4.695584283358562e-11,0.0007620228638660646,4.421172435824338e-11,0.0007620228638660646,2.980540334671029e-11,0.0007620228638660646,2.394504540211914e-11,0.0007620228638660646,2.191653818212135e-11,0.0007620228638660646,2.559478094993882e-11,0.0007620228638660646,2.42420543678981e-11,0.0007620228638660646,2.307576188360996e-11,0.0007620228638660646,2.194551189746662e-11,0.0007620228638660646,2.152115924239086e-11
0.0007720228638660646,-0.05440457277321292,0.0007720228638660646,4.91587777724214e-11,0.0007720228638660646,4.615578199689e-11,0.0007720228638660646,3.121494328120226e-11,0.0007720228638660646,2.506319024937435e-11,0.0007720228638660646,2.288310588720434e-11,0.0007720228638660646,2.632882700676306e-11,0.0007720228638660646,2.500015763689366e-11,0.0007720228638660646,2.386290737063393e-11,0.0007720228638660646,2.277170453432645e-11,0.0007720228638660646,2.240169359189257e-11
0.0007820228638660647,-0.05640457277321292,0.0007820228638660647,5.1378672564619e-11,0.0007820228638660647,4.812638165714833e-11,0.0007820228638660647,3.265601502803353e-11,0.0007820228638660647,2.620836292804601e-11,0.0007820228638660647,2.387306378247907e-11,0.0007820228638660647,2.708155520282076e-11,0.0007820228638660647,2.577701323426299e-11,0.0007820228638660647,2.466915957999176e-11,0.0007820228638660647,2.361770064163561e-11,0.0007820228638660647,2.330336904352198e-11
0.0007920228638660647,-0.05840457277321295,0.0007920228638660647,5.361372218974408e-11,0.0007920228638660647,5.012241986658161e-11,0.0007920228638660647,3.41290927147301e-11,0.0007920228638660647,2.738151868736221e-11,0.0007920228638660647,2.488746684040067e-11,0.0007920228638660647,2.785396174932062e-11,0.0007920228638660647,2.65736372586782e-11,0.0007920228638660647,2.549555296162218e-11,0.0007920228638660647,2.448455314428277e-11,0.0007920228638660647,2.422725003244221e-11
0.0008020228638660647,-0.06040457277321296,0.0008020228638660647,5.586206606790373e-11,0.0008020228638660647,5.214267212032117e-11,0.0008020228638660647,3.563455809728106e-11,0.0008020228638660647,2.858357081697817e-11,0.0008020228638660647,2.592735192663838e-11,0.0008020228638660647,2.864704368621615e-11,0.0008020228638660647,2.739104612749103e-11,0.0008020228638660647,2.634312120231366e-11,0.0008020228638660647,2.537331210949238e-11,0.0008020228638660647,2.517439333723741e-11
0.0008120228638660648,-0.06240457277321296,0.0008120228638660648,5.812178903139912e-11,0.0008120228638660648,5.418579368977107e-11,0.0008120228638660648,3.717269285646656e-11,0.0008120228638660648,2.981538349210306e-11,0.0008120228638660648,2.699373229819533e-11,0.0008120228638660648,2.946179645039809e-11,0.0008120228638660648,2.823025386781058e-11,0.0008120228638660648,2.72128941488176e-11,0.0008120228638660648,2.628502114893153e-11,0.0008120228638660648,2.614584373767117e-11
0.0008220228638660648,-0.06440457277321296,0.0008220228638660648,6.039091723559456e-11,0.0008220228638660648,5.625031713000191e-11,0.0008220228638660648,3.874366757118618e-11,0.0008220228638660648,3.10777609887444e-11,0.0008220228638660648,2.808758862343284e-11,0.0008220228638660648,3.029920916875959e-11,0.0008220228638660648,2.909226688980798e-11,0.0008220228638660648,2.810589196669916e-11,0.0008220228638660648,2.722071077788893e-11,0.0008220228638660648,2.714262643463744e-11
0.0008320228638660648,-0.06640457277321296,0.0008320228638660648,6.266743185019921e-11,0.0008320228638660648,5.833466370093136e-11,0.0008320228638660648,4.034754219231353e-11,0.0008320228638660648,3.237144660346262e-11,0.0008320228638660648,2.920986869630252e-11,0.0008320228638660648,3.116026522461225e-11,0.0008320228638660648,2.997808472879831e-11,0.0008320228638660648,2.902312597849455e-11,0.0008320228638660648,2.81813992361176e-11,0.0008320228638660648,2.816574740503966e-11
0.0008420228638660648,-0.06840457277321296,0.0008420228638660648,6.494927499639897e-11,0.0008420228638660648,6.04371486633447e-11,0.0008420228638660648,4.198426085692724e-11,0.0008420228638660648,3.369711598068952e-11,0.0008420228638660648,3.036148199491505e-11,0.0008420228638660648,3.204593991565662e-11,0.0008420228638660648,3.088869743632285e-11,0.0008420228638660648,2.996559565689879e-11,0.0008420228638660648,2.916808891185372e-11,0.0008420228638660648,2.921618909438812e-11
0.0008520228638660649,-0.07040457277321296,0.0008520228638660649,6.723435199654948e-11,0.0008520228638660649,6.255598441437256e-11,0.0008520228638660649,4.365364458816992e-11,0.0008520228638660649,3.505536796186579e-11,0.0008520228638660649,3.154329149238348e-11,0.0008520228638660649,3.2957195974624e-11,0.0008520228638660649,3.182508068514464e-11,0.0008520228638660649,3.093428319247166e-11,0.0008520228638660649,3.018176019162538e-11,0.0008520228638660649,3.029490340537006e-11
0.0008620228638660649,-0.07240457277321299,0.0008620228638660649,6.952053590475691e-11,0.0008620228638660649,6.468928607984064e-11,0.0008620228638660649,4.535538571533261e-11,0.0008620228638660649,3.644671653066597e-11,0.0008620228638660649,3.275610625152551e-11,0.0008620228638660649,3.389497925325557e-11,0.0008620228638660649,3.278819111790063e-11,0.0008620228638660649,3.193014842465935e-11,0.0008620228638660649,3.122336580752424e-11,0.0008620228638660649,3.140280526390777e-11
0.0008720228638660649,-0.074404572773213,0.0008720228638660649,7.180550721722167e-11,0.0008720228638660649,6.683491671831045e-11,0.0008720228638660649,4.708891207640771e-11,0.0008720228638660649,3.787147537275118e-11,0.0008720228638660649,3.400058050964187e-11,0.0008720228638660649,3.486014148213855e-11,0.0008720228638660649,3.377888709975282e-11,0.0008720228638660649,3.295404681647226e-11,0.0008720228638660649,3.229374486363719e-11,0.0008720228638660649,3.254068095400445e-11
0.0008820228638660649,-0.07640457277321297,0.0008820228638660649,7.408680192567488e-11,0.0008820228638660649,6.899053107530731e-11,0.0008820228638660649,4.885340460673474e-11,0.0008820228638660649,3.932976472672306e-11,0.0008820228638660649,3.527721745165104e-11,0.0008820228638660649,3.585344193345334e-11,0.0008820228638660649,3.479793071757375e-11,0.0008820228638660649,3.400673160186589e-11,0.0008820228638660649,3.339362524067597e-11,0.0008820228638660649,3.370919064861036e-11
0.000892022863866065,-0.078404572773213,0.000892022863866065,7.636223096387189e-11,0.000892022863866065,7.115398638281192e-11,0.000892022863866065,5.064812272049984e-11,0.000892022863866065,4.082177297921236e-11,0.000892022863866065,3.658659523905529e-11,0.000892022863866065,3.687572445067689e-11,0.000892022863866065,3.584616841855594e-11,0.000892022863866065,3.508904020486293e-11,0.000892022863866065,3.45238179194585e-11,0.000892022863866065,3.490907453267027e-11
0.000902022863866065,-0.080404572773213,0.000902022863866065,7.862961316936484e-11,0.000902022863866065,7.332308830692142e-11,0.000902022863866065,5.247219399506229e-11,0.000902022863866065,4.234758043894061e-11,0.000902022863866065,3.792921303194883e-11,0.000902022863866065,3.792780076789998e-11,0.000902022863866065,3.692441102203431e-11,0.000902022863866065,3.620176922425163e-11,0.000902022863866065,3.568508555970223e-11,0.000902022863866065,3.614101290391099e-11
0.000912022863866065,-0.082404572773213,0.000912022863866065,8.088677539284929e-11,0.000912022863866065,7.549559200380838e-11,0.000912022863866065,5.432460691335117e-11,0.000912022863866065,4.390714788310421e-11,0.000912022863866065,3.930547889388525e-11,0.000912022863866065,3.901043944632539e-11,0.000912022863866065,3.803342262588319e-11,0.000912022863866065,3.73456633689822e-11,0.000912022863866065,3.687813114747148e-11,0.000912022863866065,3.740561430847993e-11
0.000922022863866065,-0.084404572773213,0.000922022863866065,8.313156461212508e-11,0.000922022863866065,7.766921665395908e-11,0.000922022863866065,5.620421545838385e-11,0.000922022863866065,4.550031446736773e-11,0.000922022863866065,4.071570593405443e-11,0.000922022863866065,4.012436224481942e-11,0.000922022863866065,3.917391687290514e-11,0.000922022863866065,3.852141160710999e-11,0.000922022863866065,3.810359403786602e-11,0.000922022863866065,3.870341139062336e-11
0.0009320228638660651,-0.08640457277321301,0.0009320228638660651,8.536185611638006e-11,0.0009320228638660651,7.984165639120145e-11,0.0009320228638660651,5.810974113416752e-11,0.0009320228638660651,4.712679323543796e-11,0.0009320228638660651,4.216010592172777e-11,0.0009320228638660651,4.127023837008926e-11,0.0009320228638660651,4.034655098828398e-11,0.0009320228638660651,3.972964095028923e-11,0.0009320228638660651,3.936204344625443e-11,0.0009320228638660651,4.003485419483795e-11
0.0009420228638660651,-0.08840457277321304,0.0009420228638660651,8.757556205211732e-11,0.0009420228638660651,8.201059175128177e-11,0.0009420228638660651,6.003977623161997e-11,0.0009420228638660651,4.878616744403435e-11,0.0009420228638660651,4.363878320678844e-11,0.0009420228638660651,4.244867847846638e-11,0.0009420228638660651,4.155191957111449e-11,0.0009420228638660651,4.097091003770608e-11,0.0009420228638660651,4.065397183430999e-11,0.0009420228638660651,4.140030353066796e-11
0.0009520228638660651,-0.09040457277321301,0.0009520228638660651,8.977063998229073e-11,0.0009520228638660651,8.417370138844791e-11,0.0009520228638660651,6.199278838292015e-11,0.0009520228638660651,5.047788782358451e-11,0.0009520228638660651,4.515172909789091e-11,0.0009520228638660651,4.366022854332589e-11,0.0009520228638660651,4.279054842802901e-11,0.0009520228638660651,4.224570284183305e-11,0.0009520228638660651,4.19797885064449e-11,0.0009520228638660651,4.280002474553238e-11
0.0009620228638660651,-0.09240457277321304,0.0009620228638660651,9.194510112235042e-11,0.0009620228638660651,8.632867370124123e-11,0.0009620228638660651,6.396712617320735e-11,0.0009620228638660651,5.220127073621704e-11,0.0009620228638660651,4.669881692504805e-11,0.0009620228638660651,4.490536369779232e-11,0.0009620228638660651,4.406288828841159e-11,0.0009620228638660651,4.355442236984403e-11,0.0009620228638660651,4.333981336052364e-11,0.0009620228638660651,4.423418164812881e-11
0.0009720228638660652,-0.09440457277321304,0.0009720228638660652,9.409701814448668e-11,0.0009720228638660652,8.84732182360747e-11,0.0009720228638660652,6.596102574267366e-11,0.0009720228638660652,5.395549723869659e-11,0.0009720228638660652,4.827979774156923e-11,0.0009720228638660652,4.618448213543568e-11,0.0009720228638660652,4.536930860891437e-11,0.0009720228638660652,4.489738441606304e-11,0.0009720228638660652,4.473427071229462e-11,0.0009720228638660652,4.570283081739775e-11
0.0009820228638660652,-0.09640457277321304,0.0009820228638660652,9.622453248808021e-11,0.0009820228638660652,9.060507675538592e-11,0.0009820228638660652,6.79726183416875e-11,0.0009820228638660652,5.573961309828261e-11,0.0009820228638660652,4.989429663030019e-11,0.0009820228638660652,4.749789904998236e-11,0.0009820228638660652,4.671009154296351e-11,0.0009820228638660652,4.627481158035488e-11,0.0009820228638660652,4.616328349433615e-11,0.0009820228638660652,4.720591644796643e-11
0.0009920228638660652,-0.09840457277321304,0.0009920228638660652,9.832586110530042e-11,0.0009920228638660652,9.272203386326843e-11,0.0009920228638660652,6.999993878436778e-11,0.0009920228638660652,5.755252979894817e-11,0.0009920228638660652,5.154180975151802e-11,0.0009920228638660652,4.884584070064658e-11,0.0009920228638660652,4.80854260575976e-11,0.0009920228638660652,4.768682754404853e-11,0.0009920228638660652,4.762686785705522e-11,0.0009920228638660652,4.87432656735327e-11
0.001,-0.1,0.001,9.998220100424819e-11,0.001,9.439862543536711e-11,0.001,7.162706471009157e-11,0.001,5.901855360879684e-11,0.001,5.287930163113594e-11,0.001,4.994595567012476e-11,0.001,4.92073841143726e-11,0.001,4.883802615913073e-11,0.001,4.881911407243655e-11,0.001,4.999400184600891e-11
