/net7 X,/net7 Y,/I_60/OUT X,/I_60/OUT Y,/I_120/OUT X,/I_120/OUT Y,/I_180/OUT X,/I_180/OUT Y,/I_240/OUT X,/I_240/OUT Y,/I_300/OUT X,/I_300/OUT Y,/I_600/OUT X,/I_600/OUT Y,/I_540/OUT X,/I_540/OUT Y,/I_480/OUT X,/I_480/OUT Y,/I_420/OUT X,/I_420/OUT Y,/I_360/OUT X,/I_360/OUT Y
0.0003720228638660637,0.02559542722678727,0.0003720228638660637,-2.234518459061861e-11,0.0003720228638660637,-1.246119324836485e-11,0.0003720228638660637,-1.163389858968867e-11,0.0003720228638660637,-1.050915090688757e-11,0.0003720228638660637,-8.818324179466873e-12,0.0003720228638660637,2.216686048530735e-12,0.0003720228638660637,-1.395377368412806e-13,0.0003720228638660637,-2.381548189153986e-12,0.0003720228638660637,-4.889918048690565e-12,0.0003720228638660637,-6.925641081972597e-12
0.0003820228638660637,0.02359542722678727,0.0003820228638660637,-2.043476189277012e-11,0.0003820228638660637,-1.105279192014173e-11,0.0003820228638660637,-1.050327499726278e-11,0.0003820228638660637,-9.507411295760806e-12,0.0003820228638660637,-7.902345651868835e-12,0.0003820228638660637,2.856340800661542e-12,0.0003820228638660637,5.327236007212294e-13,0.0003820228638660637,-1.655465550620662e-12,0.0003820228638660637,-4.099775957609356e-12,0.0003820228638660637,-6.076571446805839e-12
0.0003920228638660637,0.02159542722678726,0.0003920228638660637,-1.855766380043371e-11,0.0003920228638660637,-9.672353387633933e-12,0.0003920228638660637,-9.397343063735622e-12,0.0003920228638660637,-8.529406109825327e-12,0.0003920228638660637,-7.008964288848051e-12,0.0003920228638660637,3.488543821322243e-12,0.0003920228638660637,1.193238208416911e-12,0.0003920228638660637,-9.468886082772937e-13,0.0003920228638660637,-3.329253083102892e-12,0.0003920228638660637,-5.248717006961724e-12
0.0004020228638660637,0.01959542722678725,0.0004020228638660637,-1.671493221887402e-11,0.0004020228638660637,-8.319298522729006e-12,0.0004020228638660637,-8.315244888780163e-12,0.0004020228638660637,-7.57426279432477e-12,0.0004020228638660637,-6.137321856005714e-12,0.0004020228638660637,4.113444762030792e-12,0.0004020228638660637,1.845202659733816e-12,0.0004020228638660637,-2.550677795562025e-13,0.0004020228638660637,-2.5775476277273e-12,0.0004020228638660637,-4.441243487271639e-12
0.0004120228638660638,0.01759542722678724,0.0004120228638660638,-1.490747716032021e-11,0.0004120228638660638,-6.992929346508554e-12,0.0004120228638660638,-7.256066106417891e-12,0.0004120228638660638,-6.641067079086336e-12,0.0004120228638660638,-5.286527087080056e-12,0.0004120228638660638,4.731228427677923e-12,0.0004120228638660638,2.489797397866096e-12,0.0004120228638660638,4.207397272949511e-13,0.0004120228638660638,-1.843838880831931e-12,0.0004120228638660638,-3.653290797722508e-12
0.0004220228638660638,0.01559542722678725,0.0004220228638660638,-1.313605211693301e-11,0.0004220228638660638,-5.69242528182888e-12,0.0004220228638660638,-6.218840256926429e-12,0.0004220228638660638,-5.728868085485919e-12,0.0004220228638660638,-4.455660811576108e-12,0.0004220228638660638,5.342119292569336e-12,0.0004220228638660638,3.127435882008592e-12,0.0004220228638660638,1.084343159994499e-12,0.0004220228638660638,-1.127291821931971e-12,0.0004220228638660638,-2.88397798410629e-12
0.0004320228638660638,0.01359542722678725,0.0004320228638660638,-1.140122415442719e-11,0.0004320228638660638,-4.416840983699037e-12,0.0004320228638660638,-5.202553327836104e-12,0.0004320228638660638,-4.836683389102824e-12,0.0004320228638660638,-3.643780923017588e-12,0.0004320228638660638,5.946375730606004e-12,0.0004320228638660638,3.758395928774657e-12,0.0004320228638660638,1.739777777203354e-12,0.0004320228638660638,-4.270612807850261e-13,0.0004320228638660638,-2.132407901914691e-12
0.0004420228638660638,0.01159542722678723,0.0004420228638660638,-9.703339818810137e-12,0.0004420228638660638,-3.165106653212412e-12,0.0004420228638660638,-4.20614852113725e-12,0.0004420228638660638,-3.963504020062961e-12,0.0004420228638660638,-2.849927158280686e-12,0.0004420228638660638,6.5442869682188e-12,0.0004420228638660638,4.382962963978184e-12,0.0004420228638660638,2.388563777777543e-12,0.0004420228638660638,2.577042242327541e-13,0.0004420228638660638,-1.397671663172807e-12
0.0004520228638660639,0.009595427226787231,0.0004520228638660639,-8.042488695532201e-12,0.0004520228638660639,-1.936031708058124e-12,0.0004520228638660639,-3.228531306255263e-12,0.0004520228638660639,-3.108299390414789e-12,0.0004520228638660639,-2.073125643355186e-12,0.0004520228638660639,7.136172818621844e-12,0.0004520228638660639,5.001460144088877e-12,0.0004520228638660639,3.031276982179087e-12,0.0004520228638660639,9.296125187305578e-13,0.0004520228638660639,-6.788526720184101e-13
0.0004620228638660639,0.007595427226787216,0.0004620228638660639,-6.418467485370212e-12,0.0004620228638660639,-7.283126426691381e-13,0.0004620228638660639,-2.268574790027718e-12,0.0004620228638660639,-2.270022110141938e-12,0.0004620228638660639,-1.31239326602633e-12,0.0004620228638660639,7.722384376826186e-12,0.0004620228638660639,5.614245410360846e-12,0.0004620228638660639,3.668314032193793e-12,0.0004620228638660639,1.593976553660204e-12,0.0004620228638660639,2.496963703559972e-14
0.0004720228638660639,0.005595427226787228,0.0004720228638660639,-4.830748607976681e-12,0.0004720228638660639,4.594543141408877e-13,0.0004720228638660639,-1.325125471393281e-12,0.0004720228638660639,-1.447612731819907e-12,0.0004720228638660639,-5.667416802710516e-13,0.0004720228638660639,8.303304676629674e-12,0.0004720228638660639,6.221706332311095e-12,0.0004720228638660639,4.300065628051846e-12,0.0004720228638660639,2.252693822689858e-12,0.0004720228638660639,7.152701931561485e-13
0.0004820228638660639,0.003595427226787212,0.0004820228638660639,-3.278458139437618e-12,0.0004820228638660639,1.635548900114002e-12,0.0004820228638660639,-3.970094108620566e-13,0.0004820228638660639,-6.400043385733413e-13,0.0004820228638660639,1.648189273918298e-13,0.0004820228638660639,8.879349021363456e-12,0.0004820228638660639,6.824258288560753e-12,0.0004820228638660639,4.926957918292422e-12,0.0004820228638660639,2.906635933363095e-12,0.0004820228638660639,1.397975923679674e-12
