/I1/IN (VY=-0.1) X,/I1/IN (VY=-0.1) Y,/I1/IN (VY=-0.08947368) X,/I1/IN (VY=-0.08947368) Y,/I1/IN (VY=-0.07894737) X,/I1/IN (VY=-0.07894737) Y,/I1/IN (VY=-0.06842105) X,/I1/IN (VY=-0.06842105) Y,/I1/IN (VY=-0.05789474) X,/I1/IN (VY=-0.05789474) Y,/I1/IN (VY=-0.04736842) X,/I1/IN (VY=-0.04736842) Y,/I1/IN (VY=-0.03684211) X,/I1/IN (VY=-0.03684211) Y,/I1/IN (VY=-0.02631579) X,/I1/IN (VY=-0.02631579) Y,/I1/IN (VY=-0.01578947) X,/I1/IN (VY=-0.01578947) Y,/I1/IN (VY=-0.005263158) X,/I1/IN (VY=-0.005263158) Y,/I1/IN (VY=0.005263158) X,/I1/IN (VY=0.005263158) Y,/I1/IN (VY=0.01578947) X,/I1/IN (VY=0.01578947) Y,/I1/IN (VY=0.02631579) X,/I1/IN (VY=0.02631579) Y,/I1/IN (VY=0.03684211) X,/I1/IN (VY=0.03684211) Y,/I1/IN (VY=0.04736842) X,/I1/IN (VY=0.04736842) Y,/I1/IN (VY=0.05789474) X,/I1/IN (VY=0.05789474) Y,/I1/IN (VY=0.06842105) X,/I1/IN (VY=0.06842105) Y,/I1/IN (VY=0.07894737) X,/I1/IN (VY=0.07894737) Y,/I1/IN (VY=0.08947368) X,/I1/IN (VY=0.08947368) Y,/I1/IN (VY=0.1) X,/I1/IN (VY=0.1) Y
0.0003144771642063275,-3.666993763815751e-10,0.0003144771642063272,-3.614164695628613e-10,0.0003144771642063269,-3.558805295372357e-10,0.0003144771642063319,-3.502090284202607e-10,0.0003144771642063286,-3.445317264739951e-10,0.0003144771642063283,-3.390022703595474e-10,0.0003144771642063281,-3.338216910496213e-10,0.0003144771642063323,-3.292773917256616e-10,0.0003144771642063334,-3.257793124093582e-10,0.0003144771642063334,-3.238621335718421e-10,0.0003144771642063364,-3.241571677450951e-10,0.0003144771642063364,-3.274076541350264e-10,0.0003144771642063375,-3.343659877191087e-10,0.0003144771642063375,-3.457292341231413e-10,0.0003144771642063378,-3.620865742002097e-10,0.0003144771642063378,-3.834961946826577e-10,0.000314477164206337,-4.092773063250358e-10,0.0003144771642063381,-4.383066234605279e-10,0.0003144771642063384,-4.690234013662922e-10,0.0003144771642063386,-4.996687123135502e-10
0.0003344771642063275,-3.68005509750723e-10,0.0003344771642063272,-3.62366468428525e-10,0.0003344771642063269,-3.564328091090052e-10,0.0003344771642063319,-3.503263263781237e-10,0.0003344771642063286,-3.441839658093594e-10,0.0003344771642063283,-3.381693151317672e-10,0.0003344771642063281,-3.324959369183018e-10,0.0003344771642063323,-3.274665589848861e-10,0.0003344771642063334,-3.235079949880799e-10,0.0003344771642063334,-3.211709055005307e-10,0.0003344771642063364,-3.210997800772413e-10,0.0003344771642063364,-3.240483151546251e-10,0.0003344771642063375,-3.307769059642186e-10,0.0003344771642063375,-3.419933327078228e-10,0.0003344771642063378,-3.583053921683381e-10,0.0003344771642063378,-3.799753234502801e-10,0.000334477164206337,-4.061656205430091e-10,0.0003344771642063381,-4.356988187824359e-10,0.0003344771642063384,-4.669730843137845e-10,0.0003344771642063386,-4.981510823041825e-10
0.0003544771642063275,-3.694283484389225e-10,0.0003544771642063272,-3.634349405127956e-10,0.0003544771642063269,-3.57104709453874e-10,0.0003544771642063319,-3.505640064669829e-10,0.0003544771642063286,-3.439573848224871e-10,0.0003544771642063283,-3.374588908867038e-10,0.0003544771642063281,-3.312954927054308e-10,0.0003544771642063322,-3.257858317784481e-10,0.0003544771642063334,-3.213738637085199e-10,0.0003544771642063334,-3.186259869147035e-10,0.0003544771642063364,-3.181985097083425e-10,0.0003544771642063364,-3.208534292918717e-10,0.0003544771642063375,-3.273563516918351e-10,0.0003544771642063375,-3.384218112733031e-10,0.0003544771642063378,-3.547102083202453e-10,0.0003544771642063378,-3.765936364152663e-10,0.000354477164206337,-4.031602525586041e-10,0.0003544771642063381,-4.331626212384453e-10,0.0003544771642063384,-4.649623285193594e-10,0.0003544771642063386,-4.966379193950936e-10
0.0003744771642063275,-3.709780777569052e-10,0.0003744771642063272,-3.646342825305996e-10,0.0003744771642063269,-3.579110351350394e-10,0.0003744771642063319,-3.509394048497943e-10,0.0003744771642063286,-3.43871974533787e-10,0.0003744771642063283,-3.368937583013422e-10,0.0003744771642063281,-3.302456889239822e-10,0.0003744771642063322,-3.242632322360499e-10,0.0003744771642063334,-3.194076631762422e-10,0.0003744771642063334,-3.162606938533271e-10,0.0003744771642063364,-3.154889857854674e-10,0.0003744771642063364,-3.178602773386674e-10,0.0003744771642063375,-3.241419815870038e-10,0.0003744771642063375,-3.350529325230359e-10,0.0003744771642063378,-3.5134493276138e-10,0.0003744771642063378,-3.73382183758938e-10,0.000374477164206337,-4.00283746976014e-10,0.0003744771642063381,-4.307126824421634e-10,0.0003744771642063384,-4.629965128617254e-10,0.0003744771642063386,-4.951373021314526e-10
0.0003944771642063275,-3.726676317936027e-10,0.0003944771642063272,-3.659791348347761e-10,0.0003944771642063269,-3.588682632631872e-10,0.0003944771642063319,-3.514709647329288e-10,0.0003944771642063286,-3.439481494535486e-10,0.0003944771642063283,-3.364964024214227e-10,0.0003944771642063281,-3.293714488154704e-10,0.0003944771642063322,-3.229260069568788e-10,0.0003944771642063334,-3.176388356928718e-10,0.0003944771642063334,-3.141062794900074e-10,0.0003944771642063364,-3.130039206718561e-10,0.0003944771642063364,-3.151023531081208e-10,0.0003944771642063375,-3.21167789329734e-10,0.0003944771642063375,-3.319436544407308e-10,0.0003944771642063378,-3.48239618511933e-10,0.0003944771642063378,-3.703669226310753e-10,0.000394477164206337,-3.975596597896737e-10,0.0003944771642063381,-4.283689446740951e-10,0.0003944771642063384,-4.6108941881407e-10,0.0003944771642063386,-4.936562332729261e-10
0.0004144771642063275,-3.745114737981274e-10,0.0004144771642063272,-3.674863998745093e-10,0.0004144771642063269,-3.599959110681551e-10,0.0004144771642063319,-3.521809781384571e-10,0.0004144771642063286,-3.442110769556595e-10,0.0004144771642063283,-3.362949261781244e-10,0.0004144771642063281,-3.287035607300208e-10,0.0004144771642063322,-3.218074660282909e-10,0.0004144771642063334,-3.161030263874733e-10,0.0004144771642063334,-3.122004171677963e-10,0.0004144771642063364,-3.107823530571246e-10,0.0004144771642063364,-3.126194239007576e-10,0.0004144771642063375,-3.184730752199002e-10,0.0004144771642063375,-3.291546847154825e-10,0.0004144771642063378,-3.454293780996306e-10,0.0004144771642063378,-3.675823339338308e-10,0.000414477164206337,-3.950118598587131e-10,0.0004144771642063381,-4.261484292452111e-10,0.0004144771642063384,-4.592518533670218e-10,0.0004144771642063386,-4.922057848510659e-10
0.0004344771642063275,-3.765267034940927e-10,0.0004344771642063272,-3.69175148977407e-10,0.0004344771642063269,-3.613152339537366e-10,0.0004344771642063319,-3.530929473209508e-10,0.0004344771642063286,-3.446865942564497e-10,0.0004344771642063283,-3.363174914983078e-10,0.0004344771642063281,-3.282726638749123e-10,0.0004344771642063322,-3.209405271478012e-10,0.0004344771642063334,-3.148349346329078e-10,0.0004344771642063334,-3.105790250443591e-10,0.0004344771642063364,-3.088606469544762e-10,0.0004344771642063364,-3.104476501029315e-10,0.0004344771642063375,-3.161031278075855e-10,0.0004344771642063375,-3.267178059988677e-10,0.0004344771642063378,-3.429435084742933e-10,0.0004344771642063378,-3.650751212475137e-10,0.000434477164206337,-3.926651368535968e-10,0.0004344771642063381,-4.240730882866728e-10,0.0004344771642063384,-4.575027820651666e-10,0.0004344771642063386,-4.907780467249088e-10
0.0004544771642063275,-3.787316664726513e-10,0.0004544771642063272,-3.710663122313317e-10,0.0004544771642063269,-3.628499829016927e-10,0.0004544771642063319,-3.542335823097015e-10,0.0004544771642063286,-3.454044520795037e-10,0.0004544771642063283,-3.365968604222995e-10,0.0004544771642063281,-3.281140657435842e-10,0.0004544771642063322,-3.203627055409367e-10,0.0004544771642063334,-3.138738262954126e-10,0.0004544771642063334,-3.092824169401664e-10,0.0004544771642063364,-3.072793578142504e-10,0.0004544771642063364,-3.086269910380247e-10,0.0004544771642063375,-3.141304471080283e-10,0.0004544771642063375,-3.246675136087106e-10,0.0004544771642063378,-3.408139024313386e-10,0.0004544771642063378,-3.62880126198286e-10,0.000454477164206337,-3.905435626946739e-10,0.0004544771642063381,-4.221617333376648e-10,0.0004544771642063384,-4.558555229143919e-10,0.0004544771642063386,-4.89376107047608e-10
0.0004744771642063275,-3.811468538132062e-10,0.0004744771642063272,-3.731826248046948e-10,0.0004744771642063269,-3.646253012110339e-10,0.0004744771642063319,-3.556306036086478e-10,0.0004744771642063286,-3.463949620868221e-10,0.0004744771642063283,-3.371658241194338e-10,0.0004744771642063281,-3.282630015773086e-10,0.0004744771642063322,-3.201111666987415e-10,0.0004744771642063334,-3.132580746612843e-10,0.0004744771642063334,-3.08349251387324e-10,0.0004744771642063364,-3.060765069644782e-10,0.0004744771642063364,-3.071947203313621e-10,0.0004744771642063375,-3.125936484353014e-10,0.0004744771642063375,-3.23032843519136e-10,0.0004744771642063378,-3.390674258871626e-10,0.0004744771642063378,-3.610210879677885e-10,0.000474477164206337,-3.886721772564433e-10,0.0004744771642063381,-4.204378033156158e-10,0.0004744771642063384,-4.543121109929613e-10,0.0004744771642063386,-4.880169235404335e-10
0.0004944771642063275,-3.837935131202651e-10,0.0004944771642063272,-3.755480772110366e-10,0.0004944771642063269,-3.666681648818758e-10,0.0004944771642063319,-3.573141354155783e-10,0.0004944771642063287,-3.476914170903811e-10,0.0004944771642063283,-3.380607157753831e-10,0.0004944771642063281,-3.287582118200172e-10,0.0004944771642063322,-3.202264196787941e-10,0.0004944771642063334,-3.130291588035991e-10,0.0004944771642063334,-3.078210158113337e-10,0.0004944771642063365,-3.052926140628224e-10,0.0004944771642063365,-3.062193614051834e-10,0.0004944771642063375,-3.115228601964872e-10,0.0004944771642063375,-3.218441593930791e-10,0.0004944771642063378,-3.377322067401227e-10,0.0004944771642063378,-3.595259863911261e-10,0.000494477164206337,-3.870748122060912e-10,0.0004944771642063381,-4.189214983396335e-10,0.0004944771642063384,-4.528786278497284e-10,0.0004944771642063386,-4.867206969385422e-10
0.0005144771642063275,-3.866944475367056e-10,0.0005144771642063273,-3.781878916520628e-10,0.000514477164206327,-3.69006502558894e-10,0.000514477164206332,-3.593149697261782e-10,0.0005144771642063287,-3.493275349378176e-10,0.0005144771642063284,-3.393178606260201e-10,0.0005144771642063282,-3.296383410134765e-10,0.0005144771642063323,-3.20748771796495e-10,0.0005144771642063335,-3.13227938148239e-10,0.0005144771642063335,-3.077379596603997e-10,0.0005144771642063365,-3.049662537243713e-10,0.0005144771642063365,-3.057541316781338e-10,0.0005144771642063376,-3.109500041951728e-10,0.0005144771642063376,-3.211277632371972e-10,0.0005144771642063378,-3.368328780073451e-10,0.0005144771642063378,-3.584173942323034e-10,0.0005144771642063371,-3.857770406812833e-10,0.0005144771642063381,-4.176205843083424e-10,0.0005144771642063385,-4.515823114231497e-10,0.0005144771642063387,-4.855087287802872e-10
0.0005344771642063276,-3.898732813306115e-10,0.0005344771642063274,-3.81128613089402e-10,0.000534477164206327,-3.716701216587012e-10,0.000534477164206332,-3.616663844289164e-10,0.0005344771642063288,-3.513400202344378e-10,0.0005344771642063284,-3.409771205418646e-10,0.0005344771642063282,-3.309455966110961e-10,0.0005344771642063323,-3.217218933488829e-10,0.0005344771642063335,-3.138984496134277e-10,0.0005344771642063335,-3.081432807342827e-10,0.0005344771642063366,-3.051469416227757e-10,0.0005344771642063366,-3.058325380036684e-10,0.0005344771642063377,-3.109038947272094e-10,0.0005344771642063377,-3.20912155587353e-10,0.0005344771642063379,-3.363961714338375e-10,0.0005344771642063379,-3.577225171033977e-10,0.0005344771642063371,-3.848203347406927e-10,0.0005344771642063382,-4.165452367176729e-10,0.0005344771642063385,-4.504458404814084e-10,0.0005344771642063387,-4.844065656259228e-10
0.0005544771642063276,-3.933570002550207e-10,0.0005544771642063274,-3.84403462944938e-10,0.0005544771642063271,-3.746957417985178e-10,0.0005544771642063321,-3.644088321327685e-10,0.0005544771642063288,-3.537729556319036e-10,0.0005544771642063285,-3.430858673715887e-10,0.0005544771642063283,-3.327301307135663e-10,0.0005544771642063324,-3.231976656686519e-10,0.0005544771642063336,-3.150929076022664e-10,0.0005544771642063336,-3.090880451581676e-10,0.0005544771642063366,-3.059164505326095e-10,0.0005544771642063366,-3.064964192541823e-10,0.0005544771642063377,-3.114238393964876e-10,0.0005544771642063377,-3.212319752690127e-10,0.0005544771642063379,-3.364557153189343e-10,0.0005544771642063379,-3.574744017473354e-10,0.0005544771642063372,-3.842423584802729e-10,0.0005544771642063382,-4.157333577639304e-10,0.0005544771642063386,-4.495111189172148e-10,0.0005544771642063388,-4.834507014649628e-10
0.0005744771642063277,-3.971327985891674e-10,0.0005744771642063275,-3.880393582365878e-10,0.0005744771642063271,-3.781139579762139e-10,0.0005744771642063321,-3.675765789522934e-10,0.0005744771642063289,-3.566642483999444e-10,0.0005744771642063285,-3.456852469162326e-10,0.0005744771642063283,-3.350355075877641e-10,0.0005744771642063324,-3.25220855704085e-10,0.0005744771642063336,-3.168560074877347e-10,0.0005744771642063336,-3.106155260202932e-10,0.0005744771642063367,-3.073182948411201e-10,0.0005744771642063367,-3.077772624688771e-10,0.0005744771642063378,-3.125372073424093e-10,0.0005744771642063378,-3.221143379130637e-10,0.000574477164206338,-3.370375203739022e-10,0.000574477164206338,-3.577001411746544e-10,0.0005744771642063372,-3.840515457518226e-10,0.0005744771642063383,-4.152137489637673e-10,0.0005744771642063386,-4.488065576636775e-10,0.0005744771642063388,-4.826727490166995e-10
0.0005944771642063277,-4.012027217530193e-10,0.0005944771642063275,-3.920289903479284e-10,0.0005944771642063272,-3.819513751385952e-10,0.0005944771642063322,-3.711995304941483e-10,0.0005944771642063289,-3.600471137662108e-10,0.0005944771642063286,-3.488114348872176e-10,0.0005944771642063284,-3.379002901079355e-10,0.0005944771642063325,-3.27831372092157e-10,0.0005944771642063337,-3.192275812476951e-10,0.0005944771642063337,-3.127817230299523e-10,0.0005944771642063367,-3.093807122492248e-10,0.0005944771642063367,-3.097034814176156e-10,0.0005944771642063378,-3.142703099604297e-10,0.0005944771642063378,-3.235817867970474e-10,0.000594477164206338,-3.381634071884358e-10,0.000594477164206338,-3.584174817298503e-10,0.0005944771642063373,-3.842735022062647e-10,0.0005944771642063384,-4.150168672411158e-10,0.0005944771642063387,-4.483641618604955e-10,0.0005944771642063389,-4.821006469263187e-10
0.0006144771642063278,-4.055839951871192e-10,0.0006144771642063276,-3.963656283372665e-10,0.0006144771642063272,-3.862195064806566e-10,0.0006144771642063322,-3.753084200177211e-10,0.000614477164206329,-3.639560755513864e-10,0.0006144771642063286,-3.525025257228498e-10,0.0006144771642063284,-3.413652389594879e-10,0.0006144771642063326,-3.310714338608236e-10,0.0006144771642063337,-3.222500051057399e-10,0.0006144771642063337,-3.156516339450018e-10,0.0006144771642063368,-3.121400251861263e-10,0.0006144771642063368,-3.123053030251082e-10,0.0006144771642063379,-3.166502019138993e-10,0.0006144771642063379,-3.256612316336846e-10,0.0006144771642063381,-3.398594522866517e-10,0.0006144771642063381,-3.596335382792868e-10,0.0006144771642063373,-3.849378675819721e-10,0.0006144771642063384,-4.151728229537751e-10,0.0006144771642063387,-4.482134898469899e-10,0.0006144771642063389,-4.817670758488027e-10
0.0006344771642063278,-4.10286829922403e-10,0.0006344771642063276,-4.010646860893642e-10,0.0006344771642063273,-3.908973902479319e-10,0.0006344771642063323,-3.799280055779051e-10,0.000634477164206329,-3.684228411024643e-10,0.0006344771642063287,-3.567937529838917e-10,0.0006344771642063285,-3.454685526311461e-10,0.0006344771642063326,-3.349812360200107e-10,0.0006344771642063338,-3.259643444483683e-10,0.0006344771642063338,-3.192620525307476e-10,0.0006344771642063368,-3.156270680288215e-10,0.0006344771642063368,-3.156140895133551e-10,0.0006344771642063379,-3.19706794078434e-10,0.0006344771642063379,-3.283798121281411e-10,0.0006344771642063381,-3.421524138648091e-10,0.0006344771642063381,-3.613712459643617e-10,0.0006344771642063374,-3.86075734782225e-10,0.0006344771642063385,-4.157174488227162e-10,0.0006344771642063388,-4.483910117609592e-10,0.000634477164206339,-4.817047131390882e-10
0.0006544771642063279,-4.153242151159636e-10,0.0006544771642063277,-4.061379641185811e-10,0.0006544771642063273,-3.959952650320452e-10,0.0006544771642063323,-3.850372548281525e-10,0.0006544771642063291,-3.734780753580615e-10,0.0006544771642063288,-3.617196979337055e-10,0.0006544771642063285,-3.502480600362918e-10,0.0006544771642063327,-3.396007620551468e-10,0.0006544771642063338,-3.304345881650037e-10,0.0006544771642063338,-3.236475273393255e-10,0.0006544771642063369,-3.19878088985886e-10,0.0006544771642063369,-3.196619081218315e-10,0.000654477164206338,-3.234702650303292e-10,0.000654477164206338,-3.317680332335274e-10,0.0006544771642063382,-3.450585982546152e-10,0.0006544771642063382,-3.636656826923986e-10,0.0006544771642063374,-3.87721075407964e-10,0.0006544771642063385,-4.167012199344473e-10,0.0006544771642063388,-4.489307209511003e-10,0.0006544771642063391,-4.819504933408686e-10
0.0006744771642063279,-4.207016447761285e-10,0.0006744771642063277,-4.115951121139975e-10,0.0006744771642063274,-4.015263396952082e-10,0.0006744771642063324,-3.906304816212714e-10,0.0006744771642063291,-3.791203651153753e-10,0.0006744771642063288,-3.673100825825599e-10,0.0006744771642063286,-3.557370115108781e-10,0.0006744771642063327,-3.449661030510185e-10,0.0006744771642063339,-3.357127835651648e-10,0.0006744771642063339,-3.288422945455046e-10,0.0006744771642063369,-3.249239727773253e-10,0.0006744771642063369,-3.244811943225373e-10,0.000674477164206338,-3.279727680525757e-10,0.000674477164206338,-3.358565944958622e-10,0.0006744771642063382,-3.485966859826685e-10,0.0006744771642063382,-3.665486056911228e-10,0.0006744771642063375,-3.899087715442234e-10,0.0006744771642063386,-4.181700309788362e-10,0.0006744771642063389,-4.498730058217225e-10,0.0006744771642063391,-4.825411686499047e-10
0.000694477164206328,-4.264254240817421e-10,0.0006944771642063278,-4.174409787867244e-10,0.0006944771642063274,-4.074952801089758e-10,0.0006944771642063324,-3.967197664765486e-10,0.0006944771642063292,-3.853183556009246e-10,0.0006944771642063289,-3.735838491176248e-10,0.0006944771642063286,-3.619647404179772e-10,0.0006944771642063328,-3.51110555183022e-10,0.000694477164206334,-3.418279050163627e-10,0.000694477164206334,-3.348758492927353e-10,0.000694477164206337,-3.307972613198979e-10,0.000694477164206337,-3.301027166581442e-10,0.0006944771642063381,-3.332449742473965e-10,0.0006944771642063381,-3.406747851047283e-10,0.0006944771642063383,-3.528009505817544e-10,0.0006944771642063383,-3.700574818631607e-10,0.0006944771642063375,-3.926692992217023e-10,0.0006944771642063386,-4.201590118655388e-10,0.0006944771642063389,-4.512552496612145e-10,0.0006944771642063392,-4.835169247257116e-10
0.000714477164206328,-4.324937670785194e-10,0.0007144771642063278,-4.236766218599465e-10,0.0007144771642063275,-4.139055075746013e-10,0.0007144771642063325,-4.033046386591836e-10,0.0007144771642063292,-3.92073491614362e-10,0.0007144771642063289,-3.804955488331427e-10,0.0007144771642063287,-3.689528406887692e-10,0.0007144771642063328,-3.580822613394893e-10,0.000714477164206334,-3.488035566403232e-10,0.000714477164206334,-3.41774149738046e-10,0.000714477164206337,-3.37523377068815e-10,0.000714477164206337,-3.365551542259435e-10,0.0007144771642063381,-3.393170747002142e-10,0.0007144771642063381,-3.462348136589775e-10,0.0007144771642063383,-3.577052338196946e-10,0.0007144771642063383,-3.742261892991478e-10,0.0007144771642063376,-3.960371961112217e-10,0.0007144771642063387,-4.227081513258099e-10,0.000714477164206339,-4.531198203081065e-10,0.0007144771642063392,-4.84917121906379e-10
0.0007344771642063281,-4.389039984910115e-10,0.0007344771642063279,-4.302971833195805e-10,0.0007344771642063276,-4.207508045475688e-10,0.0007344771642063325,-4.103840807322957e-10,0.0007344771642063293,-3.993847245319501e-10,0.000734477164206329,-3.880241419170863e-10,0.0007344771642063287,-3.766726593747059e-10,0.0007344771642063329,-3.6590672676741e-10,0.0007344771642063341,-3.566541805885686e-10,0.0007344771642063341,-3.495543293362072e-10,0.0007344771642063371,-3.451243744273173e-10,0.0007344771642063371,-3.438616338449451e-10,0.0007344771642063382,-3.462144701832922e-10,0.0007344771642063382,-3.525607022342044e-10,0.0007344771642063384,-3.633417505132284e-10,0.0007344771642063384,-3.790906605714313e-10,0.0007344771642063376,-4.00047234732582e-10,0.0007344771642063387,-4.258523484244807e-10,0.000734477164206339,-4.555045708239777e-10,0.0007344771642063393,-4.867827340875202e-10
0.0007544771642063281,-4.456449756047013e-10,0.0007544771642063279,-4.37292628275249e-10,0.0007544771642063276,-4.280219244110366e-10,0.0007544771642063326,-4.179438354805746e-10,0.0007544771642063293,-4.072382050753092e-10,0.000754477164206329,-3.961621125785897e-10,0.0007544771642063288,-3.850649959575599e-10,0.0007544771642063329,-3.745692504386075e-10,0.0007544771642063341,-3.65384513341715e-10,0.0007544771642063341,-3.582253550573644e-10,0.0007544771642063371,-3.536116236411571e-10,0.0007544771642063371,-3.520390099760171e-10,0.0007544771642063382,-3.539507094363438e-10,0.0007544771642063382,-3.596792455602926e-10,0.0007544771642063384,-3.697391823947378e-10,0.0007544771642063384,-3.846796695973997e-10,0.0007544771642063377,-4.047318296138736e-10,0.0007544771642063388,-4.296287154362601e-10,0.0007544771642063391,-4.584500568303298e-10,0.0007544771642063393,-4.891523011761658e-10
0.0007744771642063282,-4.527033876695054e-10,0.000774477164206328,-4.446464212258421e-10,0.0007744771642063277,-4.35699298485897e-10,0.0007744771642063326,-4.259668169577853e-10,0.0007744771642063294,-4.156147580294566e-10,0.0007744771642063291,-4.04883355732292e-10,0.0007744771642063289,-3.941270718246552e-10,0.000774477164206333,-3.83976007063458e-10,0.0007744771642063342,-3.7498416893983e-10,0.0007744771642063342,-3.677824235605193e-10,0.0007744771642063372,-3.629871137831819e-10,0.0007744771642063372,-3.61093395474983e-10,0.0007744771642063383,-3.625208517878814e-10,0.0007744771642063383,-3.676072178651468e-10,0.0007744771642063385,-3.769200934226502e-10,0.0007744771642063385,-3.910080815117896e-10,0.0007744771642063377,-4.101184802750973e-10,0.0007744771642063388,-4.340664265946856e-10,0.0007744771642063392,-4.619974015104234e-10,0.0007744771642063394,-4.920632563229553e-10
0.0007944771642063283,-4.600575336336288e-10,0.000794477164206328,-4.523361340535644e-10,0.0007944771642063277,-4.437592418828793e-10,0.0007944771642063327,-4.344227246640912e-10,0.0007944771642063294,-4.244817885301164e-10,0.0007944771642063291,-4.14158235266535e-10,0.0007944771642063289,-4.038298387457714e-10,0.000794477164206333,-3.940673093567768e-10,0.0007944771642063342,-3.853586400911255e-10,0.0007944771642063342,-3.782075334998846e-10,0.0007944771642063373,-3.73237704305219e-10,0.0007944771642063373,-3.710193737631578e-10,0.0007944771642063383,-3.719255197090661e-10,0.0007944771642063383,-3.763545598081692e-10,0.0007944771642063386,-3.848988544807026e-10,0.0007944771642063386,-3.980886742001748e-10,0.0007944771642063378,-4.162287447487172e-10,0.0007944771642063389,-4.391930453306416e-10,0.0007944771642063392,-4.661909180379989e-10,0.0007944771642063394,-4.955479500282158e-10
0.0008144771642063283,-4.676830802822548e-10,0.0008144771642063281,-4.603329318552466e-10,0.0008144771642063278,-4.521680246337884e-10,0.0008144771642063328,-4.432773619825774e-10,0.0008144771642063295,-4.338005215602055e-10,0.0008144771642063292,-4.239407894476652e-10,0.000814477164206329,-4.141187104785809e-10,0.0008144771642063331,-4.047953495329567e-10,0.0008144771642063343,-3.964061197722222e-10,0.0008144771642063343,-3.89425207009482e-10,0.0008144771642063373,-3.843352163757818e-10,0.0008144771642063373,-3.817847530630135e-10,0.0008144771642063384,-3.821538588212679e-10,0.0008144771642063384,-3.859160686084322e-10,0.0008144771642063386,-3.936640993777471e-10,0.0008144771642063386,-4.059287007264426e-10,0.0008144771642063378,-4.23074427244632e-10,0.0008144771642063389,-4.450242835505481e-10,0.0008144771642063393,-4.710518439813617e-10,0.0008144771642063395,-4.996339233634301e-10
0.0008344771642063284,-4.755480811829821e-10,0.0008344771642063281,-4.686022367935974e-10,0.0008344771642063278,-4.608877929225815e-10,0.0008344771642063328,-4.524845453065473e-10,0.0008344771642063296,-4.435196453185596e-10,0.0008344771642063292,-4.34196612599705e-10,0.000834477164206329,-4.249310947036963e-10,0.0008344771642063331,-4.160860003447317e-10,0.0008344771642063343,-4.080610907253998e-10,0.0008344771642063343,-4.012900821483219e-10,0.0008344771642063374,-3.962153918290655e-10,0.0008344771642063374,-3.933393939110984e-10,0.0008344771642063384,-3.931775570786174e-10,0.0008344771642063384,-3.962700727515077e-10,0.0008344771642063387,-4.031915530033556e-10,0.0008344771642063387,-4.145209709906536e-10,0.0008344771642063379,-4.306570774074293e-10,0.000834477164206339,-4.515696859887819e-10,0.0008344771642063393,-4.765949057787578e-10,0.0008344771642063395,-5.043401185440927e-10
0.0008544771642063284,-4.836182708863503e-10,0.0008544771642063282,-4.771041647538382e-10,0.0008544771642063279,-4.698721196460803e-10,0.0008544771642063329,-4.619946930094531e-10,0.0008544771642063296,-4.535826648688008e-10,0.0008544771642063293,-4.44860783058264e-10,0.0008544771642063291,-4.361896188194168e-10,0.0008544771642063332,-4.278647332040254e-10,0.0008544771642063344,-4.202376261967568e-10,0.0008544771642063344,-4.137116468892141e-10,0.0008544771642063374,-4.087093247911241e-10,0.0008544771642063374,-4.056212305994063e-10,0.0008544771642063385,-4.049490654563539e-10,0.0008544771642063385,-4.073541148876683e-10,0.0008544771642063387,-4.134511361849906e-10,0.0008544771642063387,-4.238452630886393e-10,0.000854477164206338,-4.38963721766758e-10,0.000854477164206339,-4.58822794034776e-10,0.0008544771642063394,-4.828211430574449e-10,0.0008544771642063396,-5.096764630788805e-10
0.0008744771642063285,-4.918532819026751e-10,0.0008744771642063282,-4.857942277913533e-10,0.0008744771642063279,-4.790716393841709e-10,0.0008744771642063329,-4.717488405984052e-10,0.0008744771642063297,-4.639252728690362e-10,0.0008744771642063293,-4.558575623647236e-10,0.0008744771642063291,-4.47811480701562e-10,0.0008744771642063332,-4.400357783616012e-10,0.0008744771642063344,-4.328444006829592e-10,0.0008744771642063344,-4.265997279252881e-10,0.0008744771642063375,-4.216881452857922e-10,0.0008744771642063375,-4.184534112098241e-10,0.0008744771642063385,-4.173735063002459e-10,0.0008744771642063385,-4.191065771065556e-10,0.0008744771642063388,-4.243955491649498e-10,0.0008744771642063388,-4.33863969628533e-10,0.000874477164206338,-4.479675443288209e-10,0.0008744771642063391,-4.667669029365655e-10,0.0008744771642063394,-4.897215252446504e-10,0.0008744771642063396,-5.156407943248216e-10
0.0008944771642063285,-5.002116057977684e-10,0.0008944771642063283,-4.946246479137319e-10,0.000894477164206328,-4.884310203257183e-10,0.000894477164206333,-4.816866269458007e-10,0.0008944771642063297,-4.744928964091237e-10,0.0008944771642063294,-4.67102731602751e-10,0.0008944771642063292,-4.597039617700307e-10,0.0008944771642063333,-4.525058415871536e-10,0.0008944771642063345,-4.457754855164402e-10,0.0008944771642063345,-4.39843706712579e-10,0.0008944771642063375,-4.350328568627101e-10,0.0008944771642063375,-4.316581632612633e-10,0.0008944771642063386,-4.302703164216966e-10,0.0008944771642063386,-4.314520553520915e-10,0.0008944771642063388,-4.359601578800364e-10,0.0008944771642063388,-4.445235515309773e-10,0.0008944771642063381,-4.576242772639514e-10,0.0008944771642063391,-4.753665031061597e-10,0.0008944771642063395,-4.972700241270948e-10,0.0008944771642063397,-5.222184746034593e-10
