/I1/IN (VY=-0.1) X,/I1/IN (VY=-0.1) Y,/I1/IN (VY=-0.08947368) X,/I1/IN (VY=-0.08947368) Y,/I1/IN (VY=-0.06842105) X,/I1/IN (VY=-0.06842105) Y,/I1/IN (VY=-0.05789474) X,/I1/IN (VY=-0.05789474) Y,/I1/IN (VY=-0.04736842) X,/I1/IN (VY=-0.04736842) Y,/I1/IN (VY=-0.03684211) X,/I1/IN (VY=-0.03684211) Y,/I1/IN (VY=-0.02631579) X,/I1/IN (VY=-0.02631579) Y,/I1/IN (VY=-0.01578947) X,/I1/IN (VY=-0.01578947) Y,/I1/IN (VY=-0.005263158) X,/I1/IN (VY=-0.005263158) Y,/I1/IN (VY=0.005263158) X,/I1/IN (VY=0.005263158) Y,/I1/IN (VY=0.01578947) X,/I1/IN (VY=0.01578947) Y,/I1/IN (VY=0.02631579) X,/I1/IN (VY=0.02631579) Y,/I1/IN (VY=0.03684211) X,/I1/IN (VY=0.03684211) Y,/I1/IN (VY=0.04736842) X,/I1/IN (VY=0.04736842) Y,/I1/IN (VY=0.05789474) X,/I1/IN (VY=0.05789474) Y,/I1/IN (VY=0.06842105) X,/I1/IN (VY=0.06842105) Y,/I1/IN (VY=0.07894737) X,/I1/IN (VY=0.07894737) Y,/I1/IN (VY=0.08947368) X,/I1/IN (VY=0.08947368) Y,/I1/IN (VY=0.1) X,/I1/IN (VY=0.1) Y,/I1/IN (VY=-0.07894737) X,/I1/IN (VY=-0.07894737) Y
3.559038343100522e-05,-2.877291917525387e-12,3.364618956727879e-05,-2.384359149584167e-12,2.585099645512919e-05,-1.595432939346236e-12,2.260356374364245e-05,-1.380521471059429e-12,2.000342958356688e-05,-1.359936030818876e-12,1.761388998233521e-05,-1.602967606863475e-12,1.626200794385059e-05,-2.134277932174549e-12,1.74750656985272e-05,-2.871658727160484e-12,1.808492780435363e-05,-3.957108612929724e-12,1.85030603010994e-05,-5.455383374808413e-12,1.943579010353312e-05,-7.456938553077129e-12,2.111532630211422e-05,-1.010420603974686e-11,2.35467233236658e-05,-1.355470796782253e-11,2.580246495400156e-05,-1.799998609983078e-11,2.809348970787642e-05,-2.341949585750145e-11,2.876007997864658e-05,-2.960186166888259e-11,2.610224694703888e-05,-3.605492808384806e-11,2.124179534825299e-05,-4.219732749969191e-11,2.428194716075229e-05,-4.774254632007747e-11,2.968861267127671e-05,-1.946865077824839e-12
4.559038343100522e-05,-2.783836144065695e-12,4.364618956727879e-05,-2.26683292809585e-12,3.585099645512919e-05,-1.414873298869223e-12,2.972186735813907e-05,-1.222361559270384e-12,2.523950384380927e-05,-1.217095612026831e-12,2.170458232994862e-05,-1.466849685279157e-12,1.986383004232502e-05,-1.990514527577711e-12,2.134798887121188e-05,-2.694441986226256e-12,2.217011255433791e-05,-3.74981355060711e-12,2.283239555726454e-05,-5.220412258161704e-12,2.429455352336806e-05,-7.185478262709056e-12,2.697966392267144e-05,-9.781829412566121e-12,3.116502761712964e-05,-1.316565797519943e-11,3.580246495400156e-05,-1.756352390237338e-11,3.809348970787642e-05,-2.308978708812484e-11,3.876007997864658e-05,-2.939554351893986e-11,3.610224694703888e-05,-3.59663486479791e-11,3.031895296423945e-05,-4.220447011036821e-11,3.428194716075229e-05,-4.783211439504456e-11,3.968861267127671e-05,-1.800843690883519e-12
5.559038343100522e-05,-2.689113616926883e-12,5.364618956727879e-05,-2.1474641981192e-12,4.585099645512919e-05,-1.231127483972779e-12,3.972186735813908e-05,-9.966873732014268e-13,3.480400077970081e-05,-9.526556380117576e-13,2.775579593848009e-05,-1.26399685993866e-12,2.478885983156992e-05,-1.793105729027862e-12,2.695278143595238e-05,-2.436000582212405e-12,2.829277060109451e-05,-3.436108173608199e-12,2.948196059184624e-05,-4.855416670198789e-12,3.223181543882575e-05,-6.735782919102672e-12,3.697966392267144e-05,-9.222494036302526e-12,4.116502761712964e-05,-1.26456043046177e-11,4.580246495400156e-05,-1.711895279936171e-11,4.809348970787642e-05,-2.275507178953306e-11,4.876007997864658e-05,-2.91874702293711e-11,4.610224694703887e-05,-3.587872696299025e-11,4.031895296423945e-05,-4.221738343091161e-11,4.428194716075229e-05,-4.792703168386127e-11,4.968861267127671e-05,-1.652334562909596e-12
6.559038343100522e-05,-2.59318841493448e-12,6.364618956727879e-05,-2.026347358750777e-12,5.585099645512919e-05,-1.044537869980751e-12,4.972186735813907e-05,-7.675609216031839e-13,4.480400077970081e-05,-6.721010169282539e-13,3.77557959384801e-05,-9.245724073867998e-13,3.317115688626035e-05,-1.453112753632247e-12,3.695278143595238e-05,-1.968111524577154e-12,3.829277060109451e-05,-2.91553706447731e-12,3.948196059184624e-05,-4.297054387162404e-12,4.223181543882575e-05,-6.15868077399906e-12,4.697966392267144e-05,-8.65201820768015e-12,5.116502761712964e-05,-1.211585082924811e-11,5.580246495400156e-05,-1.666699638025448e-11,5.809348970787642e-05,-2.241581580512557e-11,5.876007997864658e-05,-2.897781554916056e-11,5.610224694703887e-05,-3.579186658768109e-11,5.031895296423945e-05,-4.223514445220884e-11,5.428194716075229e-05,-4.802682230918318e-11,5.968861267127671e-05,-1.50152176237539e-12
7.559038343100522e-05,-2.496082045608139e-12,7.364618956727879e-05,-1.903499897959133e-12,6.585099645512919e-05,-8.551616196271538e-13,5.972186735813907e-05,-5.351708791351612e-13,5.480400077970081e-05,-3.877958289856458e-13,4.77557959384801e-05,-5.80652250537454e-13,4.317115688626035e-05,-1.042080463076834e-12,4.695278143595238e-05,-1.492595940156855e-12,4.829277060109451e-05,-2.385987982332582e-12,4.948196059184624e-05,-3.728589422514413e-12,5.223181543882575e-05,-5.571068983315533e-12,5.697966392267144e-05,-8.071576378292755e-12,6.116502761712964e-05,-1.157742184973955e-11,6.580246495400156e-05,-1.620848096646157e-11,6.809348970787642e-05,-2.207262503335503e-11,6.876007997864658e-05,-2.87669550377823e-11,6.610224694703888e-05,-3.570592064687557e-11,6.031895296423945e-05,-4.225765033455176e-11,6.428194716075228e-05,-4.813130605798974e-11,6.968861267127671e-05,-1.348429061858167e-12
8.559038343100522e-05,-2.397837834673963e-12,8.364618956727879e-05,-1.778962274116309e-12,7.585099645512918e-05,-6.630226098864811e-13,6.972186735813908e-05,-2.995594159252537e-13,6.480400077970081e-05,-9.986211009452968e-14,5.775579593848009e-05,-2.325842125588101e-13,5.317115688626035e-05,-6.260952120896834e-13,5.695278143595238e-05,-1.01011621871231e-12,5.829277060109451e-05,-1.848219182192873e-12,5.948196059184623e-05,-3.150873733825268e-12,6.223181543882575e-05,-4.973852457386547e-12,6.697966392267145e-05,-7.482086479672833e-12,7.116502761712964e-05,-1.103120966918095e-11,7.580246495400156e-05,-1.5744184055833e-11,7.809348970787642e-05,-2.172606560928071e-11,7.876007997864657e-05,-2.855522375920595e-11,7.610224694703888e-05,-3.562208491194123e-11,7.031895296423945e-05,-4.228487678839082e-11,7.428194716075228e-05,-4.824032038198181e-11,7.968861267127671e-05,-1.193087775160534e-12
9.559038343100522e-05,-2.298502351931084e-12,9.364618956727879e-05,-1.652785135738635e-12,8.585099645512918e-05,-4.681773128285753e-13,7.972186735813908e-05,-6.078172084196769e-14,7.48040007797008e-05,1.917351787800651e-13,6.77557959384801e-05,1.194991885768717e-13,6.317115688626035e-05,-2.055674357864945e-13,6.695278143595238e-05,-5.210698548117625e-13,6.829277060109451e-05,-1.302747559932273e-12,6.948196059184624e-05,-2.564555606444365e-12,7.223181543882575e-05,-4.367816436650451e-12,7.697966392267145e-05,-6.884457570886372e-12,8.116502761712964e-05,-1.047815851818369e-11,8.580246495400156e-05,-1.527493379167098e-11,8.809348970787642e-05,-2.137671206925612e-11,8.876007997864657e-05,-2.83429269016059e-11,8.610224694703888e-05,-3.554176663306244e-11,8.031895296423945e-05,-4.231675756783157e-11,8.428194716075228e-05,-4.835363653351882e-11,8.968861267127671e-05,-1.035552257440053e-12
0.0001055903834310052,-2.198113887154741e-12,0.0001036461895672788,-1.525012734569601e-12,9.585099645512918e-05,-2.706886003760612e-13,8.972186735813908e-05,1.812037518433808e-13,8.48040007797008e-05,4.888417814275098e-13,7.77557959384801e-05,4.772186209953053e-13,7.317115688626035e-05,2.193548342274129e-13,7.695278143595238e-05,-2.583715189462126e-14,7.829277060109451e-05,-7.501030804432682e-13,7.948196059184624e-05,-1.970326158069534e-12,8.223181543882575e-05,-3.753829852606342e-12,8.697966392267145e-05,-6.279711433385777e-12,9.116502761712964e-05,-9.919307029272597e-12,9.580246495400156e-05,-1.48016074083698e-11,9.809348970787642e-05,-2.102514792105476e-11,9.876007997864657e-05,-2.813034805796689e-11,9.610224694703888e-05,-3.546566784105859e-11,9.031895296423945e-05,-4.23531695032279e-11,9.428194716075228e-05,-4.847096945787121e-11,9.968861267127671e-05,-8.758748477110299e-13
0.0001155903834310052,-2.096703667716673e-12,0.0001136461895672788,-1.39568342347702e-12,0.0001058509964551292,-7.061187915487525e-14,9.972186735813908e-05,4.277478140591259e-13,9.48040007797008e-05,7.924833392181019e-13,8.77557959384801e-05,8.432007273095369e-13,8.317115688626035e-05,6.520493958669562e-13,8.695278143595238e-05,4.765023994578529e-13,8.829277060109451e-05,-1.908896207590399e-13,8.948196059184624e-05,-1.368962477812041e-12,9.223181543882575e-05,-3.13284663413736e-12,9.697966392267145e-05,-5.668939402021111e-12,0.0001011650276171296,-9.355746442251621e-12,0.0001058024649540016,-1.432510883375591e-11,0.0001080934897078764,-2.067195553186702e-11,0.0001087600799786466,-2.791774825529776e-11,0.0001061022469470389,-3.539389199968375e-11,0.0001003189529642394,-4.239393919578526e-11,0.0001042819471607523,-4.859199316705737e-11,0.0001096886126712767,-7.141008568582343e-13
0.0001255903834310052,-1.994296557093094e-12,0.0001236461895672788,-1.264831940429692e-12,0.0001158509964551292,1.320465281619842e-13,0.0001097218673581391,6.794541196490885e-13,0.0001048040007797008,1.102590362167047e-12,9.77557959384801e-05,1.21735193091662e-12,9.317115688626035e-05,1.095186836819776e-12,9.695278143595238e-05,9.918957079841013e-13,9.82927706010945e-05,3.747312127538782e-13,9.948196059184624e-05,-7.612731341567656e-13,0.0001022318154388257,-2.505855577344734e-12,0.0001069796639226714,-5.053268395625401e-12,0.0001111650276171296,-8.788604317010011e-12,0.0001158024649540016,-1.384636533090298e-11,0.0001180934897078764,-2.031771621394787e-11,0.0001187600799786466,-2.770550333679591e-11,0.0001161022469470389,-3.532634830765052e-11,0.0001103189529642394,-4.243884663596778e-11,0.0001142819471607523,-4.871634493580431e-11,0.0001196886126712767,-5.50272553289317e-13
0.0001355903834310052,-1.890912075278647e-12,0.0001336461895672788,-1.132489258305415e-12,0.0001258509964551292,3.381657732221858e-13,0.0001197218673581391,9.362640163857538e-13,0.0001148040007797008,1.419214826260857e-12,0.0001077557959384801,1.599728964624831e-12,0.0001031711568862603,1.548660815658407e-12,0.0001069527814359524,1.521560634395892e-12,0.0001082927706010945,9.536118662597759e-13,0.0001094819605918462,-1.480817031096689e-13,0.0001122318154388257,-1.873871376571538e-12,0.0001169796639226714,-4.433860717585277e-12,0.0001211650276171296,-8.219044520816643e-12,0.0001258024649540016,-1.336632604696741e-11,0.0001280934897078764,-1.996300818474186e-11,0.0001287600799786466,-2.749535782573051e-11,0.0001261022469470389,-3.526291296358854e-11,0.0001203189529642394,-4.248762623528983e-11,0.0001242819471607523,-4.884362644425238e-11,0.0001296886126712767,-3.844303384248416e-13
0.0001455903834310052,-1.786559225036643e-12,0.0001436461895672788,-9.986789168079055e-13,0.0001358509964551292,5.482979898107824e-13,0.0001297218673581391,1.198218114272771e-12,0.0001248040007797008,1.742397268669474e-12,0.0001177557959384801,1.990362719886912e-12,0.0001131711568862603,2.012488945856128e-12,0.0001169527814359524,2.064979816954819e-12,0.0001182927706010945,1.549030351414313e-12,0.0001194819605918462,4.707386280037102e-13,0.0001222318154388257,-1.237939376020462e-12,0.0001269796639226714,-3.811913664878695e-12,0.0001311650276171296,-7.648262229702664e-12,0.0001358024649540016,-1.288595574044206e-11,0.0001380934897078764,-1.960840180539491e-11,0.0001387600799786466,-2.728886723997817e-11,0.0001361022469470389,-3.520343217027035e-11,0.0001303189529642395,-4.253996787184286e-11,0.0001342819471607523,-4.897340545672716e-11,0.0001396886126712767,-2.166117954680074e-13
0.0001555903834310052,-1.681234887305502e-12,0.0001536461895672788,-8.634129518217295e-13,0.0001458509964551292,7.623811265267929e-13,0.0001397218673581391,1.465349384374728e-12,0.0001348040007797008,2.072177322077065e-12,0.0001277557959384801,2.38928262981605e-12,0.0001231711568862603,2.486660953270131e-12,0.0001269527814359524,2.62135534853529e-12,0.0001282927706010945,2.160670110435838e-12,0.0001294819605918462,1.103621291009704e-12,0.0001322318154388257,-5.991695911379685e-13,0.0001369796639226714,-3.188652494882607e-12,0.0001411650276171296,-7.077477455863364e-12,0.0001458024649540016,-1.240622491192857e-11,0.0001480934897078764,-1.925445190980183e-11,0.0001487600799786466,-2.708665342205693e-11,0.0001461022469470389,-3.514771111976425e-11,0.0001403189529642395,-4.259551799400159e-11,0.0001442819471607523,-4.910521717973944e-11,0.0001496886126712767,-4.68458320418464e-14
0.0001655903834310052,-1.574932569198456e-12,0.0001636461895672788,-7.267017210412067e-13,0.0001558509964551292,9.804519032890622e-13,0.0001497218673581391,1.73769562499843e-12,0.0001448040007797008,2.408594768706377e-12,0.0001377557959384801,2.796513408805452e-12,0.0001331711568862603,2.97115360095989e-12,0.0001369527814359524,3.189713308325541e-12,0.0001382927706010945,2.787255662227698e-12,0.0001394819605918462,1.75214208766026e-12,0.0001422318154388257,4.021125362085161e-14,0.0001469796639226714,-2.56578463752907e-12,0.0001511650276171296,-6.507918842143104e-12,0.0001558024649540016,-1.192810105431388e-11,0.0001580934897078764,-1.890169460959933e-11,0.0001587600799786466,-2.688879177134351e-11,0.0001561022469470389,-3.509550568187e-11,0.0001503189529642395,-4.265387905349426e-11,0.0001542819471607523,-4.923856571407152e-11,0.0001596886126712767,1.248912563041211e-13
0.0001755903834310052,-1.467642214030414e-12,0.0001736461895672788,-5.885548966172777e-13,0.0001658509964551292,1.202535116798923e-12,0.0001597218673581391,2.015294690190133e-12,0.0001548040007797008,2.751689481802622e-12,0.0001477557959384801,3.212059059497843e-12,0.0001431711568862603,3.465585543803835e-12,0.0001469527814359524,3.768921915573171e-12,0.0001482927706010945,3.427859083884763e-12,0.0001494819605918462,2.415096954275788e-12,0.0001522318154388257,6.815072996369045e-13,0.0001569796639226714,-1.945912404290317e-12,0.0001611650276171296,-5.941118998205592e-12,0.0001658024649540016,-1.145254278087095e-11,0.0001680934897078764,-1.855074776270708e-11,0.0001687600799786466,-2.669522759368132e-11,0.0001661022469470389,-3.504652426702088e-11,0.0001603189529642395,-4.271461335623737e-11,0.0001642819471607523,-4.937292929867945e-11,0.0001696886126712767,2.992817487849299e-13
0.0001855903834310052,-1.359347110271138e-12,0.0001836461895672788,-4.489782170586729e-13,0.0001758509964551292,1.42865259280414e-12,0.0001697218673581391,2.298179968163514e-12,0.0001648040007797008,3.101413837873404e-12,0.0001577557959384801,3.635359847096844e-12,0.0001531711568862603,3.969077707127456e-12,0.0001569527814359524,4.358593361048074e-12,0.0001582927706010945,4.081996309160274e-12,0.0001594819605918462,3.091820944967986e-12,0.0001622318154388257,1.333553467065141e-12,0.0001669796639226714,-1.330547419872929e-12,0.0001711650276171296,-5.379652128510559e-12,0.0001758024649540016,-1.098049889856004e-11,0.0001780934897078764,-1.820374071752167e-11,0.0001787600799786466,-2.650589065532411e-11,0.0001761022469470389,-3.500043100892911e-11,0.0001703189529642395,-4.277724745529746e-11,0.0001742819471607523,-4.950776433498524e-11,0.0001796886126712767,4.766819386565216e-13
0.0001955903834310052,-1.25002331909368e-12,0.0001936461895672788,-3.079725587048709e-13,0.0001858509964551292,1.65882801386395e-12,0.0001797218673581391,2.586340620692683e-12,0.0001748040007797008,3.457185040296172e-12,0.0001677557959384801,4.065920356146914e-12,0.0001631711568862603,4.481343367493742e-12,0.0001669527814359524,4.958362607285382e-12,0.0001682927706010945,4.749037556250678e-12,0.0001694819605918462,3.781454845141196e-12,0.0001722318154388257,1.996634315655818e-12,0.0001769796639226714,-7.209203105597488e-13,0.0001811650276171296,-4.825092269671824e-12,0.0001858024649540016,-1.051326764954636e-11,0.0001880934897078764,-1.786263193503714e-11,0.0001887600799786466,-2.632067849538654e-11,0.0001861022469470389,-3.495684808891974e-11,0.0001803189529642395,-4.284127437701884e-11,0.0001842819471607523,-4.96425075400847e-11,0.0001896886126712767,6.570436549811577e-13
0.0002055903834310052,-1.139640369157733e-12,0.0002036461895672788,-1.65534498117298e-13,0.0001958509964551292,1.893055110003399e-12,0.0001897218673581391,2.879287110707642e-12,0.0001848040007797008,3.81874986396296e-12,0.0001777557959384801,4.503638442477732e-12,0.0001731711568862603,5.002178687432383e-12,0.0001769527814359524,5.56771664950556e-12,0.0001782927706010945,5.428195351871573e-12,0.0001794819605918462,4.482960268581851e-12,0.0001822318154388257,2.669386917348255e-12,0.0001869796639226714,-1.183419450398908e-13,0.0001911650276171296,-4.278593385099768e-12,0.0001958024649540016,-1.005298851863171e-11,0.0001980934897078764,-1.75283212013561e-11,0.0001987600799786466,-2.613944306069776e-11,0.0001961022469470389,-3.491535411908454e-11,0.0001903189529642395,-4.290615535981653e-11,0.0001942819471607523,-4.977657804906241e-11,0.0001996886126712767,8.403976271030429e-13
