/I_135/OUTA X,/I_135/OUTA Y,/I_270/OUTA X,/I_270/OUTA Y,/I_405/OUTA X,/I_405/OUTA Y,/I_540/OUTA X,/I_540/OUTA Y,/I_675/OUTA X,/I_675/OUTA Y,/I_1350/OUTA X,/I_1350/OUTA Y,/I_1215/OUTA X,/I_1215/OUTA Y,/I_1080/OUTA X,/I_1080/OUTA Y,/I_945/OUTA X,/I_945/OUTA Y,/I_810/OUTA X,/I_810/OUTA Y,/I_135/IN X,/I_135/IN Y
0.0002154001246289715,-7.846980899352618e-12,0.0002154001246289715,-2.236295893630671e-11,0.0002154001246289715,-3.889323373272212e-11,0.0002154001246289715,-5.447180204171478e-11,0.0002154001246289715,-6.850237119089315e-11,0.0002154001246289715,-1.177057521832577e-10,0.0002154001246289715,-1.099491938950517e-10,0.0002154001246289715,-1.015307873237049e-10,0.0002154001246289715,-9.227225848622889e-11,0.0002154001246289715,-8.103333848300147e-11,0.0002154001246289715,-1.138399501484114e-10
0.0002254001246289715,-7.863467077203934e-12,0.0002254001246289715,-2.240488974393208e-11,0.0002254001246289715,-3.896080764978354e-11,0.0002254001246289715,-5.456103636704337e-11,0.0002254001246289715,-6.860920188560361e-11,0.0002254001246289715,-1.178602767184647e-10,0.0002254001246289715,-1.100976134830878e-10,0.0002254001246289715,-1.016719903574291e-10,0.0002254001246289715,-9.240479510276842e-11,0.0002254001246289715,-8.11543466102133e-11,0.0002254001246289715,-1.098399501484114e-10
0.0002354001246289715,-7.881064221177158e-12,0.0002354001246289715,-2.244963534353364e-11,0.0002354001246289715,-3.903290372323143e-11,0.0002354001246289715,-5.465622574453052e-11,0.0002354001246289715,-6.87231461910699e-11,0.0002354001246289715,-1.180250087916479e-10,0.0002354001246289715,-1.102558499549752e-10,0.0002354001246289715,-1.018225457505411e-10,0.0002354001246289715,-9.254612230615379e-11,0.0002354001246289715,-8.12833956586343e-11,0.0002354001246289715,-1.058399501484114e-10
0.0002454001246289715,-7.899889353956149e-12,0.0002454001246289715,-2.249749106738922e-11,0.0002454001246289715,-3.910999493176366e-11,0.0002454001246289715,-5.475799126119068e-11,0.0002454001246289715,-6.884494435953372e-11,0.0002454001246289715,-1.182010020671127e-10,0.0002454001246289715,-1.104249179630637e-10,0.0002454001246289715,-1.0198342147927e-10,0.0002454001246289715,-9.269715121687736e-11,0.0002454001246289715,-8.142132061830903e-11,0.0002454001246289715,-1.018399501484114e-10
0.0002554001246289715,-7.920076938500801e-12,0.0002554001246289715,-2.254879615544998e-11,0.0002554001246289715,-3.919262436802441e-11,0.0002554001246289715,-5.486704581068368e-11,0.0002554001246289715,-6.897544583203053e-11,0.0002554001246289715,-1.183894643317326e-10,0.0002554001246289715,-1.106059807845251e-10,0.0002554001246289715,-1.021557275144627e-10,0.0002554001246289715,-9.285892679341338e-11,0.0002554001246289715,-8.156907937640409e-11,0.0002554001246289715,-9.783995014841141e-11
0.0002654001246289715,-7.941781490376065e-12,0.0002654001246289715,-2.260394008423826e-11,0.0002654001246289715,-3.928141523946927e-11,0.0002654001246289715,-5.498420714746883e-11,0.0002654001246289715,-6.911562466672411e-11,0.0002654001246289715,-1.18591779191063e-10,0.0002654001246289715,-1.108003712228165e-10,0.0002654001246289715,-1.023407357882686e-10,0.0002654001246289715,-9.303264670808261e-11,0.0002654001246289715,-8.172777005565494e-11,0.0002654001246289715,-9.383995014841138e-11
0.0002754001246289716,-7.965181337095922e-12,0.0002754001246289716,-2.266337208757733e-11,0.0002754001246289716,-3.937708603152544e-11,0.0002754001246289716,-5.511041764165152e-11,0.0002754001246289716,-6.926660297225835e-11,0.0002754001246289716,-1.188095385926533e-10,0.0002754001246289716,-1.110096230734462e-10,0.0002754001246289716,-1.025399103521912e-10,0.0002754001246289716,-9.321968983322026e-11,0.0002754001246289716,-8.189865727926935e-11,0.0002754001246289716,-8.983995014841138e-11
0.0002854001246289716,-7.990483613314904e-12,0.0002854001246289716,-2.272761365220673e-11,0.0002854001246289716,-3.948047036035006e-11,0.0002854001246289716,-5.524677015970424e-11,0.0002854001246289716,-6.942968158043489e-11,0.0002854001246289716,-1.19044585587023e-10,0.0002854001246289716,-1.112355124424789e-10,0.0002854001246289716,-1.027549469361743e-10,0.0002854001246289716,-9.342165360710804e-11,0.0002854001246289716,-8.208320658423502e-11,0.0002854001246289716,-8.583995014841138e-11
0.0002954001246289716,-8.017930332201439e-12,0.0002954001246289716,-2.279727363234402e-11,0.0002954001246289716,-3.959254095466223e-11,0.0002954001246289716,-5.539453931161793e-11,0.0002954001246289716,-6.960637704487701e-11,0.0002954001246289716,-1.192990658771343e-10,0.0002954001246289716,-1.114801075496908e-10,0.0002954001246289716,-1.029878206294096e-10,0.0002954001246289716,-9.364039909702692e-11,0.0002954001246289716,-8.22831259192106e-11,0.0002954001246289716,-8.183995014841136e-11
0.0003054001246289716,-8.047805928160369e-12,0.0003054001246289716,-2.287306702882877e-11,0.0003054001246289716,-3.971443942831585e-11,0.0003054001246289716,-5.555522020700038e-11,0.0003054001246289716,-6.979846750309911e-11,0.0003054001246289716,-1.195754914972168e-10,0.0003054001246289716,-1.117458302859477e-10,0.0003054001246289716,-1.032408448542119e-10,0.0003054001246289716,-9.387810675419502e-11,0.0003054001246289716,-8.250041703920268e-11,0.0003054001246289716,-7.783995014841135e-11
0.0003154001246289717,-8.080446803132493e-12,0.0003154001246289717,-2.295583873182664e-11,0.0003154001246289717,-3.984751388453904e-11,0.0003154001246289717,-5.57305773586293e-11,0.0003154001246289717,-7.000805050122262e-11,0.0003154001246289717,-1.198768208862863e-10,0.0003154001246289717,-1.120355336589627e-10,0.0003154001246289717,-1.03516745592575e-10,0.0003154001246289717,-9.413734663041668e-11,0.0003154001246289717,-8.273744026509917e-11,0.0003154001246289717,-7.383995014841133e-11
0.0003254001246289717,-8.11625351862799e-12,0.0003254001246289717,-2.30465937937869e-11,0.0003254001246289717,-3.999336681289448e-11,0.0003254001246289717,-5.592270690496319e-11,0.0003254001246289717,-7.023761651707102e-11,0.0003254001246289717,-1.202065604230959e-10,0.0003254001246289717,-1.123526000321248e-10,0.0003254001246289717,-1.038187555884112e-10,0.0003254001246289717,-9.442116752284735e-11,0.0003254001246289717,-8.299699675762066e-11,0.0003254001246289717,-6.983995014841132e-11
0.0003354001246289717,-8.155706498764351e-12,0.0003354001246289717,-2.314653634986523e-11,0.0003354001246289717,-4.015391658344789e-11,0.0003354001246289717,-5.613411642595017e-11,0.0003354001246289717,-7.049014316823307e-11,0.0003354001246289717,-1.205688941569082e-10,0.0003354001246289717,-1.12701066701156e-10,0.0003354001246289717,-1.041507348164952e-10,0.0003354001246289717,-9.473321105387326e-11,0.0003354001246289717,-8.328243386730792e-11,0.0003354001246289717,-6.583995014841131e-11
0.0003454001246289717,-8.199386438413511e-12,0.0003454001246289717,-2.325712010278141e-11,0.0003454001246289717,-4.033147710333451e-11,0.0003454001246289717,-5.636782819581478e-11,0.0003454001246289717,-7.076921698797795e-11,0.0003454001246289717,-1.209688509314366e-10,0.0003454001246289717,-1.130857877456969e-10,0.0003454001246289717,-1.045173258453525e-10,0.0003454001246289717,-9.507785886881462e-11,0.0003454001246289717,-8.359778118177742e-11,0.0003454001246289717,-6.18399501484113e-11
0.0003554001246289718,-8.248001085695427e-12,0.0003554001246289718,-2.338011442283536e-11,0.0003554001246289718,-4.052886194876626e-11,0.0003554001246289718,-5.662751399332785e-11,0.0003554001246289718,-7.107919221418079e-11,0.0003554001246289718,-1.214125215061774e-10,0.0003554001246289718,-1.135126444323965e-10,0.0003554001246289718,-1.049241559192042e-10,0.0003554001246289718,-9.54604242393311e-11,0.0003554001246289718,-8.39479277605894e-11,0.0003554001246289718,-5.783995014841131e-11
0.0003654001246289718,-8.302420741023019e-12,0.0003654001246289718,-2.351769173100226e-11,0.0003654001246289718,-4.074952177992781e-11,0.0003654001246289718,-5.691767271963928e-11,0.0003654001246289718,-7.142539975499777e-11,0.0003654001246289718,-1.219073430777409e-10,0.0003654001246289718,-1.139888210840141e-10,0.0003654001246289718,-1.053781021218425e-10,0.0003654001246289718,-9.588740367222947e-11,0.0003654001246289718,-8.43388551052013e-11,0.0003654001246289718,-5.38399501484113e-11
0.0003754001246289718,-8.363725792697048e-12,0.0003754001246289718,-2.367254415294541e-11,0.0003754001246289718,-4.099772740427833e-11,0.0003754001246289718,-5.724386662327329e-11,0.0003754001246289718,-7.181442467220096e-11,0.0003754001246289718,-1.224624752804243e-10,0.0003754001246289718,-1.145231699434137e-10,0.0003754001246289718,-1.058876423372149e-10,0.0003754001246289718,-9.636681023450426e-11,0.0003754001246289718,-8.477794613032901e-11,0.0003754001246289718,-4.983995014841129e-11
0.0003854001246289718,-8.433271025870935e-12,0.0003854001246289718,-2.384804077640032e-11,0.0003854001246289718,-4.127881595524268e-11,0.0003854001246289718,-5.761303833206672e-11,0.0003854001246289718,-7.225447795770312e-11,0.0003854001246289718,-1.230893011331431e-10,0.0003854001246289718,-1.151266976692673e-10,0.0003854001246289718,-1.064633236647854e-10,0.0003854001246289718,-9.690861889954454e-11,0.0003854001246289718,-8.527439851115455e-11,0.0003854001246289718,-4.583995014841128e-11
0.0003954001246289719,-8.512773492795793e-12,0.0003954001246289719,-2.404844161593235e-11,0.0003954001246289719,-4.159952490186636e-11,0.0003954001246289719,-5.803393997276579e-11,0.0003954001246289719,-7.27558987180046e-11,0.0003954001246289719,-1.238020992782357e-10,0.0003954001246289719,-1.158132188289609e-10,0.0003954001246289719,-1.071183923098679e-10,0.0003954001246289719,-9.752536615858086e-11,0.0003954001246289719,-8.583978205112253e-11,0.0003954001246289719,-4.183995014841124e-11
0.0004054001246289719,-8.604433697824197e-12,0.0004054001246289719,-2.427919114479305e-11,0.0004054001246289719,-4.19684487075709e-11,0.0004054001246289719,-5.851771820207133e-11,0.0004054001246289719,-7.333183712478843e-11,0.0004054001246289719,-1.246189509731202e-10,0.0004054001246289719,-1.166002386547335e-10,0.0004054001246289719,-1.078696455592229e-10,0.0004054001246289719,-9.82329622863182e-11,0.0004054001246289719,-8.64887950889264e-11,0.0004054001246289719,-3.783995014841123e-11
0.0004154001246289719,-8.711103949867125e-12,0.0004154001246289719,-2.454732347440103e-11,0.0004154001246289719,-4.239666648919097e-11,0.0004154001246289719,-5.907871556884004e-11,0.0004154001246289719,-7.399918705833464e-11,0.0004154001246289719,-1.25562966658377e-10,0.0004154001246289719,-1.175101485523313e-10,0.0004154001246289719,-1.087385874838216e-10,0.0004154001246289719,-9.905179524001257e-11,0.0004154001246289719,-8.724029478449287e-11,0.0004154001246289719,-3.383995014841124e-11
0.000425337348433983,-8.835665882835829e-12,0.000425337348433983,-2.485987464838305e-11,0.000425337348433983,-4.289518183757333e-11,0.000425337348433983,-5.973109019395504e-11,0.000425337348433983,-7.477453907222089e-11,0.000425337348433983,-1.266564473146265e-10,0.000425337348433983,-1.185646145795573e-10,0.000425337348433983,-1.097460871104403e-10,0.000425337348433983,-1.000017151180772e-10,0.000425337348433983,-8.811271510049088e-11,0.000425337348433983,-2.986506062640678e-11
0.0004347917103694648,-8.975753524991746e-12,0.0004347917103694648,-2.5210667717871e-11,0.0004347917103694648,-4.345387397512768e-11,0.0004347917103694648,-6.046130296543494e-11,0.0004347917103694648,-7.564151376076711e-11,0.0004347917103694648,-1.278749707835984e-10,0.0004347917103694648,-1.197402804135433e-10,0.0004347917103694648,-1.108700295922906e-10,0.0004347917103694648,-1.010620803364719e-10,0.0004347917103694648,-8.908734341155852e-11,0.0004347917103694648,-2.608331585221411e-11
0.0004436772913518721,-9.131563924432246e-12,0.0004436772913518721,-2.559993380532401e-11,0.0004436772913518721,-4.407283011964529e-11,0.0004436772913518721,-6.126916661501244e-11,0.0004436772913518721,-7.659959108537455e-11,0.0004436772913518721,-1.292164844198631e-10,0.0004436772913518721,-1.210353560349143e-10,0.0004436772913518721,-1.121089031869849e-10,0.0004436772913518721,-1.022316774750796e-10,0.0004436772913518721,-9.016330960626114e-11,0.0004436772913518721,-2.252908345925116e-11
0.0004520212966930539,-9.304604511245952e-12,0.0004520212966930539,-2.603112214309586e-11,0.0004520212966930539,-4.475720863657416e-11,0.0004520212966930539,-6.21610708777891e-11,0.0004520212966930539,-7.765600634433813e-11,0.0004520212966930539,-1.306896425671307e-10,0.0004520212966930539,-1.224584047933299e-10,0.0004520212966930539,-1.134711211822858e-10,0.0004520212966930539,-1.035186909328818e-10,0.0004520212966930539,-9.134841726518954e-11,0.0004520212966930539,-1.919148132277842e-11
0.0004598387281902959,-9.495968999320273e-12,0.0004598387281902959,-2.650657685118185e-11,0.0004598387281902959,-4.551034631670609e-11,0.0004598387281902959,-6.31409655216473e-11,0.0004598387281902959,-7.881503752235036e-11,0.0004598387281902959,-1.322987207836422e-10,0.0004598387281902959,-1.240137930637472e-10,0.0004598387281902959,-1.149611158262778e-10,0.0004598387281902959,-1.049275874331591e-10,0.0004598387281902959,-9.264709419544112e-11,0.0004598387281902959,-1.606450872388164e-11
0.0004671723173303382,-9.707192199301581e-12,0.0004671723173303382,-2.702965584573855e-11,0.0004671723173303382,-4.633711428738837e-11,0.0004671723173303382,-6.42147287519473e-11,0.0004671723173303382,-8.008317396375722e-11,0.0004671723173303382,-1.340508158226529e-10,0.0004671723173303382,-1.257086451224267e-10,0.0004671723173303382,-1.165859963111035e-10,0.0004671723173303382,-1.064654083694695e-10,0.0004671723173303382,-9.40661880062231e-11,0.0004671723173303382,-1.313107306786472e-11
0.0004740835461300501,-9.940444510296707e-12,0.0004740835461300501,-2.76051812356291e-11,0.0004740835461300501,-4.724460157514127e-11,0.0004740835461300501,-6.539102753119318e-11,0.0004740835461300501,-8.147010486510293e-11,0.0004740835461300501,-1.359571074737098e-10,0.0004740835461300501,-1.275540756845959e-10,0.0004740835461300501,-1.183567471132243e-10,0.0004740835461300501,-1.081429216169333e-10,0.0004740835461300501,-9.561604844429088e-11,0.0004740835461300501,-1.036658154797996e-11
0.000480635817264785,-1.019832493522036e-11,0.000480635817264785,-2.823888893803278e-11,0.000480635817264785,-4.824121072073345e-11,0.000480635817264785,-6.668010925135289e-11,0.000480635817264785,-8.298725887412332e-11,0.000480635817264785,-1.380307157981815e-10,0.000480635817264785,-1.29563128473833e-10,0.000480635817264785,-1.202862747301477e-10,0.000480635817264785,-1.099727937236262e-10,0.000480635817264785,-9.730886435827032e-11,0.000480635817264785,-7.745673094086007e-12
0.0004868951168202847,-1.048402966611835e-11,0.0004868951168202847,-2.893780022239022e-11,0.0004868951168202847,-4.933720406831731e-11,0.0004868951168202847,-6.809447170741303e-11,0.0004868951168202847,-8.46485568513809e-11,0.0004868951168202847,-1.402876021696538e-10,0.0004868951168202847,-1.317516764990252e-10,0.0004868951168202847,-1.223902801790158e-10,0.0004868951168202847,-1.119704389191679e-10,0.0004868951168202847,-9.915947347294067e-11,0.0004868951168202847,-5.241953271886108e-12
