/I1/IN (VY=-0.1) X,/I1/IN (VY=-0.1) Y,/I1/IN (VY=-0.08947368) X,/I1/IN (VY=-0.08947368) Y,/I1/IN (VY=-0.07894737) X,/I1/IN (VY=-0.07894737) Y,/I1/IN (VY=-0.06842105) X,/I1/IN (VY=-0.06842105) Y,/I1/IN (VY=-0.05789474) X,/I1/IN (VY=-0.05789474) Y,/I1/IN (VY=-0.04736842) X,/I1/IN (VY=-0.04736842) Y,/I1/IN (VY=-0.03684211) X,/I1/IN (VY=-0.03684211) Y,/I1/IN (VY=-0.01578947) X,/I1/IN (VY=-0.01578947) Y,/I1/IN (VY=-0.005263158) X,/I1/IN (VY=-0.005263158) Y,/I1/IN (VY=0.005263158) X,/I1/IN (VY=0.005263158) Y,/I1/IN (VY=0.01578947) X,/I1/IN (VY=0.01578947) Y,/I1/IN (VY=0.02631579) X,/I1/IN (VY=0.02631579) Y,/I1/IN (VY=0.03684211) X,/I1/IN (VY=0.03684211) Y,/I1/IN (VY=0.04736842) X,/I1/IN (VY=0.04736842) Y,/I1/IN (VY=0.05789474) X,/I1/IN (VY=0.05789474) Y,/I1/IN (VY=0.06842105) X,/I1/IN (VY=0.06842105) Y,/I1/IN (VY=0.07894737) X,/I1/IN (VY=0.07894737) Y,/I1/IN (VY=0.08947368) X,/I1/IN (VY=0.08947368) Y,/I1/IN (VY=0.1) X,/I1/IN (VY=0.1) Y,/I1/IN (VY=-0.02631579) X,/I1/IN (VY=-0.02631579) Y
0.0004880323049054124,8.970502139064662e-12,0.0004880322426676378,9.566844275348426e-12,0.000488032209463161,1.015153607206313e-11,0.0004880321656505497,1.070256312822539e-11,0.0004880321196895649,1.12045195182724e-11,0.0004880320505298639,1.164517710296666e-11,0.0004880319678913165,1.20141639870946e-11,0.0004880316511324707,1.250350166708315e-11,0.000488031464573792,1.261200122880012e-11,0.000488031247832036,1.262057910493406e-11,0.0004880309904559332,1.250728406384381e-11,0.0004880306831585931,1.221983228465264e-11,0.0004880303012002061,1.165051598121836e-11,0.0004880298648451907,1.059177216138627e-11,0.0004880293894336649,8.766486080137789e-12,0.000488028905578077,6.266667304155415e-12,0.0004880284500690447,3.952620006215638e-12,0.0004880280309879873,2.43549462309701e-12,0.0004880276638489929,1.581069694399997e-12,0.0004880318260015448,1.230263828813333e-11
0.0005080323049054124,8.958513744972962e-12,0.0005080322426676378,9.585375914311613e-12,0.0005080322094631611,1.020005117427064e-11,0.0005080321656505498,1.07753996412538e-11,0.0005080321196895648,1.129276979431724e-11,0.000508032050529864,1.173948927210884e-11,0.0005080319678913165,1.210648213698332e-11,0.0005080316511324707,1.257858578813645e-11,0.000508031464573792,1.267827113103483e-11,0.000508031247832036,1.26810065370893e-11,0.0005080309904559332,1.256575992460154e-11,0.0005080306831585931,1.22801314486055e-11,0.0005080303012002062,1.171405041180081e-11,0.0005080298648451907,1.064934398894959e-11,0.0005080293894336649,8.793496315484298e-12,0.000508028905578077,6.255585621204627e-12,0.0005080284500690447,3.935248983255985e-12,0.0005080280309879873,2.428424197792004e-12,0.0005080276638489929,1.581351610939368e-12,0.0005080318260015449,1.238744954766209e-11
0.0005280323049054124,8.941837918844247e-12,0.0005280322426676378,9.597349080825085e-12,0.0005280322094631611,1.02411961002899e-11,0.0005280321656505498,1.084066546669379e-11,0.0005280321196895649,1.137292075477059e-11,0.000528032050529864,1.182460096184906e-11,0.0005280319678913166,1.218836822490393e-11,0.0005280316511324707,1.264223900110517e-11,0.0005280314645737921,1.273331117784102e-11,0.000528031247832036,1.273035815475469e-11,0.0005280309904559333,1.261340549186745e-11,0.0005280306831585931,1.233010722385089e-11,0.0005280303012002062,1.17678634919988e-11,0.0005280298648451908,1.069917491527241e-11,0.000528029389433665,8.81764087363652e-12,0.0005280289055780771,6.249085581168635e-12,0.0005280284500690448,3.92603132093802e-12,0.0005280280309879874,2.428107392019036e-12,0.000528027663848993,1.586189587544334e-12,0.0005280318260015449,1.246101628328072e-11
0.0005480323049054125,8.920849616075174e-12,0.0005480322426676379,9.602321748294984e-12,0.0005480322094631612,1.027383587032073e-11,0.0005480321656505499,1.089672323582331e-11,0.000548032119689565,1.144331209882582e-11,0.0005480320505298641,1.18990362010351e-11,0.0005480319678913166,1.225876780355149e-11,0.0005480316511324708,1.26943122180873e-11,0.0005480314645737921,1.277721500585695e-11,0.0005480312478320361,1.276890646372374e-11,0.0005480309904559333,1.265053340137265e-11,0.0005480306831585932,1.236985668476397e-11,0.0005480303012002063,1.181177779874351e-11,0.0005480298648451908,1.074062393921464e-11,0.000548029389433665,8.838431473759856e-12,0.0005480289055780771,6.247289113744596e-12,0.0005480284500690449,3.925074528035157e-12,0.0005480280309879874,2.434539068085898e-12,0.000548027663848993,1.595588618545686e-12,0.000548031826001545,1.252277964990159e-11
0.0005680323049054125,8.895833333515379e-12,0.0005680322426676379,9.599823088250485e-12,0.0005680322094631612,1.029672368912131e-11,0.0005680321656505499,1.094171697765822e-11,0.000568032119689565,1.1501974463008e-11,0.0005680320505298641,1.196117905482926e-11,0.0005680319678913167,1.231653298031725e-11,0.0005680316511324708,1.273460510349116e-11,0.0005680314645737922,1.280996456342847e-11,0.0005680312478320361,1.279676901577515e-11,0.0005680309904559334,1.267725900410909e-11,0.0005680306831585932,1.239935452820311e-11,0.0005680303012002063,1.184546623222765e-11,0.0005680298648451909,1.07730132003839e-11,0.0005680293894336651,8.855328212528071e-12,0.0005680289055780772,6.250258730792414e-12,0.0005680284500690449,3.93252918302062e-12,0.0005680280309879875,2.447801308147862e-12,0.0005680276638489931,1.609606843839565e-12,0.000568031826001545,1.257210799037725e-11
0.0005880323049054126,8.866862015857625e-12,0.000588032242667638,9.589178215905473e-12,0.0005880322094631613,1.030836545219247e-11,0.00058803216565055,1.097358261665592e-11,0.0005880321196895651,1.154665661343935e-11,0.0005880320505298642,1.200912697851079e-11,0.0005880319678913167,1.236035816478175e-11,0.0005880316511324709,1.276270048191316e-11,0.0005880314645737922,1.283134703387465e-11,0.0005880312478320362,1.281394499540304e-11,0.0005880309904559334,1.269359546853221e-11,0.0005880306831585933,1.2418373557619e-11,0.0005880303012002064,1.186853355291317e-11,0.0005880298648451909,1.079551235154426e-11,0.0005880293894336651,8.867627365962902e-12,0.0005880289055780772,6.257838286720654e-12,0.000588028450069045,3.948338292263593e-12,0.0005880280309879876,2.467830538538333e-12,0.0005880276638489931,1.62820571590909e-12,0.0005880318260015451,1.260824884652739e-11
0.0006080323049054127,8.833667344166442e-12,0.000608032242667638,9.569481292666328e-12,0.0006080322094631613,1.030696838933536e-11,0.00060803216565055,1.098989185874527e-11,0.0006080321196895651,1.1574697128034e-11,0.0006080320505298643,1.204067523307394e-11,0.0006080319678913168,1.238867336493257e-11,0.0006080316511324709,1.277796800323138e-11,0.0006080314645737923,1.284098173835458e-11,0.0006080312478320362,1.282017188943092e-11,0.0006080309904559335,1.269926883694479e-11,0.0006080306831585934,1.242651995434109e-11,0.0006080303012002064,1.188033941726214e-11,0.000608029864845191,1.080717757535201e-11,0.0006080293894336652,8.874450321485151e-12,0.0006080289055780773,6.269603612346114e-12,0.000608028450069045,3.97226139333006e-12,0.0006080280309879876,2.494454750524558e-12,0.0006080276638489932,1.651233952189529e-12,0.0006080318260015451,1.263021292339572e-11
0.0006280323049054127,8.795593640278379e-12,0.0006280322426676381,9.539502567754849e-12,0.0006280322094631614,1.029041241372563e-11,0.0006280321656505501,1.098783748167677e-11,0.0006280321196895652,1.158310027416052e-11,0.0006280320505298643,1.205312615772154e-11,0.0006280319678913168,1.239953589282867e-11,0.000628031651132471,1.277937555436147e-11,0.0006280314645737923,1.283814804121621e-11,0.0006280312478320363,1.281490509824141e-11,0.0006280309904559335,1.269375664669577e-11,0.0006280306831585934,1.242310067341609e-11,0.0006280303012002065,1.188002626402095e-11,0.000628029864845191,1.080682998173415e-11,0.0006280293894336652,8.874685966936471e-12,0.0006280289055780774,6.284801473666655e-12,0.0006280284500690451,4.003810420274498e-12,0.0006280280309879877,2.527400862107848e-12,0.0006280276638489932,1.678549699093514e-12,0.0006280318260015452,1.263664823692398e-11
0.0006480323049054128,8.751712018106837e-12,0.0006480322426676381,9.497840754496417e-12,0.0006480322094631614,1.025637500971954e-11,0.0006480321656505501,1.096428908585989e-11,0.0006480321196895652,1.156849061603187e-11,0.0006480320505298644,1.20433802456239e-11,0.0006480319678913169,1.239048695394507e-11,0.0006480316511324711,1.276551136765888e-11,0.0006480314645737924,1.28217580196274e-11,0.0006480312478320363,1.279716331309889e-11,0.0006480309904559336,1.267611022312984e-11,0.0006480306831585935,1.240713328554997e-11,0.0006480303012002066,1.186634229388208e-11,0.0006480298648451911,1.079311455211605e-11,0.0006480293894336653,8.867061570896698e-12,0.0006480289055780774,6.302477752826199e-12,0.0006480284500690451,4.042468659201975e-12,0.0006480280309879877,2.566506529827543e-12,0.0006480276638489933,1.7101417545403e-12,0.0006480318260015452,1.26256954502717e-11
0.0006680323049054128,8.700833303344885e-12,0.0006680322426676382,9.442917634775125e-12,0.0006680322094631615,1.020244953032797e-11,0.0006680321656505502,1.091593668185369e-11,0.0006680321196895653,1.152718079773122e-11,0.0006680320505298644,1.200781985889932e-11,0.0006680319678913169,1.235844785017158e-11,0.0006680316511324711,1.273434395211494e-11,0.0006680314645737924,1.279012068503934e-11,0.0006680312478320364,1.276546389163876e-11,0.0006680309904559336,1.264492875980475e-11,0.0006680306831585935,1.237713279463576e-11,0.0006680303012002066,1.183765315608426e-11,0.0006680298648451911,1.076433974727827e-11,0.0006680293894336653,8.850060082785907e-12,0.0006680289055780775,6.32139079478406e-12,0.0006680284500690452,4.0875201638812e-12,0.0006680280309879878,2.611551161113079e-12,0.0006680276638489933,1.746028549916591e-12,0.0006680318260015453,1.259482534263764e-11
0.0006880323049054129,8.641550671699286e-12,0.0006880322426676383,9.373027364185151e-12,0.0006880322094631615,1.012615783160668e-11,0.0006880321656505502,1.08393275536834e-11,0.0006880321196895653,1.145508995827925e-11,0.0006880320505298645,1.194234687447444e-11,0.000688031967891317,1.229948572011555e-11,0.0006880316511324712,1.268310172791009e-11,0.0006880314645737925,1.274084313820183e-11,0.0006880312478320364,1.271760301930701e-11,0.0006880309904559337,1.259811368443425e-11,0.0006880306831585936,1.233106294333443e-11,0.0006880303012002067,1.179170183804747e-11,0.0006880298648451912,1.0718438524649e-11,0.0006880293894336654,8.821873677294122e-12,0.0006880289055780775,6.339958136004823e-12,0.0006880284500690452,4.138058664846083e-12,0.0006880280309879878,2.662247411646209e-12,0.0006880276638489934,1.78617649244833e-12,0.0006880318260015453,1.254064816585066e-11
0.0007080323049054129,8.572120335160958e-12,0.0007080322426676383,9.28621102476305e-12,0.0007080322094631616,1.002499076377333e-11,0.0007080321656505503,1.073095430669188e-11,0.0007080321196895654,1.134779545895528e-11,0.0007080320505298645,1.184207165083681e-11,0.000708031967891317,1.220867605961691e-11,0.0007080316511324712,1.260782464200699e-11,0.0007080314645737925,1.267042595779397e-11,0.0007080312478320365,1.265041887903437e-11,0.0007080309904559337,1.253270462485555e-11,0.0007080306831585936,1.226597172224525e-11,0.0007080303012002067,1.172551037176709e-11,0.0007080298648451912,1.065267835990793e-11,0.0007080293894336654,8.780203132117443e-12,0.0007080289055780776,6.356098958541477e-12,0.0007080284500690453,4.192758751423207e-12,0.0007080280309879879,2.718075470749685e-12,0.0007080276638489934,1.830441941649407e-12,0.0007080318260015454,1.245859638969708e-11
0.000728032304905413,8.490475282607243e-12,0.0007280322426676384,9.180240886525597e-12,0.0007280322094631616,9.896296958416038e-12,0.0007280321656505503,1.058725915759635e-11,0.0007280321196895654,1.120051131774929e-11,0.0007280320505298646,1.17013203473718e-11,0.0007280319678913171,1.207983705405799e-11,0.0007280316511324713,1.250303136351765e-11,0.0007280314645737926,1.257394654326589e-11,0.0007280312478320365,1.255938531113558e-11,0.0007280309904559338,1.244443830690929e-11,0.0007280306831585937,1.217779997630305e-11,0.0007280303012002068,1.163498890617899e-11,0.0007280298648451913,1.056353383099503e-11,0.0007280293894336655,8.722190969290913e-12,0.0007280289055780776,6.367185966903051e-12,0.0007280284500690453,4.249904520311137e-12,0.0007280280309879879,2.778326240437166e-12,0.0007280276638489935,1.878545683303619e-12,0.0007280318260015455,1.234263398861193e-11
0.000748032304905413,8.394078142082805e-12,0.0007480322426676384,9.052469412355178e-12,0.0007480322094631617,9.737266299396365e-12,0.0007480321656505504,1.040465112213339e-11,0.0007480321196895655,1.100818482068264e-11,0.0007480320505298646,1.151338285989332e-11,0.0007480319678913171,1.190533154040131e-11,0.0007480316511324713,1.236106230671745e-11,0.0007480314645737927,1.244436357702279e-11,0.0007480312478320366,1.243806124404272e-11,0.0007480309904559339,1.232730541900249e-11,0.0007480306831585937,1.206075516427634e-11,0.0007480303012002068,1.151461786296951e-11,0.0007480298648451913,1.044627274584739e-11,0.0007480293894336655,8.644169548314876e-12,0.0007480289055780777,6.369885580553602e-12,0.0007480284500690454,4.307151666983665e-12,0.000748028030987988,2.841911873278609e-12,0.0007480276638489935,1.929986552682394e-12,0.0007480318260015455,1.21848466157493e-11
0.0007680323049054131,8.27990683423404e-12,0.0007680322426676385,8.899787132895798e-12,0.0007680322094631617,9.544682756955237e-12,0.0007680321656505504,1.017935352471283e-11,0.0007680321196895655,1.076543302883411e-11,0.0007680320505298647,1.12706879520613e-11,0.0007680319678913172,1.167577944450267e-11,0.0007680316511324714,1.217156083177067e-11,0.0007680314645737927,1.227179628373019e-11,0.0007680312478320367,1.227724741118605e-11,0.0007680309904559339,1.217270769789355e-11,0.0007680306831585938,1.190677551998361e-11,0.0007680303012002069,1.135683707331521e-11,0.0007680298648451914,1.029475229501616e-11,0.0007680293894336656,8.541558267218102e-12,0.0007680289055780777,6.360089493877917e-12,0.0007680284500690454,4.361540161115811e-12,0.000768028030987988,2.907358062252176e-12,0.0007680276638489936,1.984003180564633e-12,0.0007680318260015456,1.197502845933379e-11
0.0007880323049054131,8.144314097448999e-12,0.0007880322426676385,8.718405493445696e-12,0.0007880322094631618,9.314802353697928e-12,0.0007880321656505505,9.907167091262503e-12,0.0007880321196895656,1.046644110817811e-11,0.0007880320505298647,1.096459768958209e-11,0.0007880319678913172,1.137992174902152e-11,0.0007880316511324714,1.192062654036552e-11,0.0007880314645737928,1.204242372498174e-11,0.0007880312478320367,1.206385134988203e-11,0.000788030990455934,1.19684252976314e-11,0.0007880306831585938,1.170441242348009e-11,0.0007880303012002069,1.115154807935016e-11,0.0007880298648451914,1.010094926081439e-11,0.0007880293894336656,8.408564292216082e-12,0.0007880289055780778,6.332758920087479e-12,0.0007880284500690455,4.40926501382983e-12,0.0007880280309879881,2.972548742465275e-12,0.0007880276638489936,2.039477443489031e-12,0.0007880318260015456,1.170006405735529e-11
0.0008080323049054132,7.982998813135517e-12,0.0008080322426676386,8.50379418045319e-12,0.0008080322094631619,9.042953406620187e-12,0.0008080321656505505,9.583027186448373e-12,0.0008080321196895656,1.010455169256526e-11,0.0008080320505298648,1.058551515841753e-11,0.0008080319678913173,1.100443240238814e-11,0.0008080316511324715,1.158998452224832e-11,0.0008080314645737928,1.173738781379069e-11,0.0008080312478320368,1.177937280107853e-11,0.000808030990455934,1.169699519613261e-11,0.0008080306831585939,1.143766551111898e-11,0.000808030301200207,1.088527181492729e-11,0.0008080298648451915,9.854729603880629e-12,0.0008080293894336657,8.238089449438546e-12,0.0008080289055780778,6.281875542554975e-12,0.0008080284500690455,4.44571118044887e-12,0.0008080280309879881,3.034700492318195e-12,0.0008080276638489937,2.094858766796745e-12,0.0008080318260015457,1.134349831365773e-11
0.0008280323049054132,7.790886847334725e-12,0.0008280322426676386,8.250444455974039e-12,0.0008280322094631619,8.723377185252912e-12,0.0008280321656505506,9.200528205051313e-12,0.0008280321196895657,9.671738651936121e-12,0.0008280320505298648,1.012229678107173e-11,0.0008280319678913173,1.05337371640553e-11,0.0008280316511324715,1.115597385938169e-11,0.0008280314645737929,1.133135067903395e-11,0.0008280312478320368,1.139831167969921e-11,0.0008280309904559341,1.13340084646507e-11,0.0008280306831585939,1.108446312173967e-11,0.000828030301200207,1.054038667461102e-11,0.0008280298648451915,9.543527622311363e-12,0.0008280293894336657,8.021533407863641e-12,0.0008280289055780779,6.200391969613752e-12,0.0008280284500690456,4.465254148608977e-12,0.0008280280309879882,3.090150335332159e-12,0.0008280276638489937,2.148050865823491e-12,0.0008280318260015457,1.088507589437974e-11
0.0008480323049054133,7.562143813597406e-12,0.0008480322426676387,7.951911176158673e-12,0.000848032209463162,8.348917820416848e-12,0.0008480321656505507,8.751552887781808e-12,0.0008480321196895657,9.158140551244155e-12,0.0008480320505298649,9.562071803951528e-12,0.0008480319678913174,9.949945622833609e-12,0.0008480316511324716,1.058932386426002e-11,0.0008480314645737929,1.079166644802698e-11,0.0008480312478320369,1.088689340566875e-11,0.0008480309904559341,1.084685914215162e-11,0.000848030683158594,1.061628885521884e-11,0.0008480303012002071,1.009481927264589e-11,0.0008480298648451916,9.15270045088025e-12,0.0008480293894336658,7.749061695631923e-12,0.0008480289055780779,6.080411265934831e-12,0.0008480284500690456,4.461393603467179e-12,0.0008480280309879882,3.134395277071717e-12,0.0008480276638489938,2.196337805661404e-12,0.0008480318260015458,1.03008982413456e-11
0.0008680323049054133,7.290218790683319e-12,0.0008680322426676387,7.600868226740022e-12,0.000868032209463162,7.911436205480161e-12,0.0008680321656505507,8.226693063170632e-12,0.0008680321196895658,8.552669585364329e-12,0.0008680320505298649,8.890771259538598e-12,0.0008680319678913175,9.234124701736496e-12,0.0008680316511324716,9.857205984158189e-12,0.000868031464573793,1.008011755848679e-11,0.0008680312478320369,1.020474714967717e-11,0.0008680309904559342,1.019674569337041e-11,0.000868030683158594,9.999849519949425e-12,0.0008680303012002071,9.523896832580118e-12,0.0008680298648451916,8.666742311832248e-12,0.0008680293894336658,7.410208738275748e-12,0.000868028905578078,5.91351389728939e-12,0.0008680284500690457,4.42679336681585e-12,0.0008680280309879883,3.162022134088236e-12,0.0008680276638489938,2.236321140632912e-12,0.0008680318260015458,9.565254295161722e-12
0.0008880323049054134,6.968285007543617e-12,0.0008880322426676388,7.190021107767363e-12,0.0008880322094631621,7.403106157152427e-12,0.0008880321656505508,7.617737018437703e-12,0.0008880321196895658,7.84650079892263e-12,0.000888032050529865,8.09798346036737e-12,0.0008880319678913175,8.372314659469484e-12,0.0008880316511324717,8.932361996976534e-12,0.000888031464573793,9.162646532253405e-12,0.000888031247832037,9.314170418362466e-12,0.0008880309904559342,9.347089138200143e-12,0.0008880306831585941,9.204482488913042e-12,0.0008880303012002072,8.806122231457836e-12,0.0008880298648451917,8.072703240736132e-12,0.0008880293894336659,6.995526882586053e-12,0.000888028905578078,5.691529444150138e-12,0.0008880284500690457,4.353830017601365e-12,0.0008880280309879883,3.166973996810384e-12,0.0008880276638489939,2.263960652563228e-12,0.0008880318260015459,8.658344908100273e-12
0.0009080323049054134,6.590344933903115e-12,0.0009080322426676388,6.714092033661371e-12,0.0009080322094631621,6.819910346106628e-12,0.0009080321656505508,6.922644482034834e-12,0.0009080321196895659,7.040122154611374e-12,0.000908032050529865,7.186463089974978e-12,0.0009080319678913176,7.368428288559144e-12,0.0009080316511324717,7.813000689685985e-12,0.0009080314645737931,8.031456555784923e-12,0.000908031247832037,8.202387201519574e-12,0.0009080309904559343,8.283572308956272e-12,0.0009080306831585941,8.218508084287659e-12,0.0009080303012002072,7.934832162189243e-12,0.0009080298648451917,7.366167475102882e-12,0.000908029389433666,6.499257858838739e-12,0.0009080289055780781,5.407685113913064e-12,0.0009080284500690458,4.235200792225953e-12,0.0009080280309879884,3.142848682192164e-12,0.0009080276638489939,2.27471143759142e-12,0.0009080318260015459,7.582693412815836e-12
0.0009280323049054135,6.153398897180712e-12,0.0009280322426676389,6.172902521652605e-12,0.0009280322094631622,6.165824353697823e-12,0.0009280321656505509,6.151630582322837e-12,0.000928032119689566,6.151883376102844e-12,0.0009280320505298651,6.184299672310376e-12,0.0009280319678913176,6.260515867755505e-12,0.0009280316511324718,6.549604652819777e-12,0.0009280314645737931,6.736090035841865e-12,0.0009280312478320371,6.913816585522568e-12,0.0009280309904559343,7.043655982412794e-12,0.0009280306831585942,7.072351472250065e-12,0.0009280303012002073,6.932235901093157e-12,0.0009280298648451918,6.558871704563718e-12,0.000928029389433666,5.923402206488269e-12,0.0009280289055780781,5.058546989027993e-12,0.0009280284500690458,4.065132295570574e-12,0.0009280280309879884,3.083619651628906e-12,0.000928027663848994,2.26386042463498e-12,0.000928031826001546,6.384612264101533e-12
0.0009480323049054135,5.659763239867761e-12,0.0009480322426676389,5.574177468514365e-12,0.0009480322094631622,5.456883253002433e-12,0.0009480321656505509,5.331964219900713e-12,0.000948032119689566,5.223468801808632e-12,0.0009480320505298651,5.150481203572148e-12,0.0009480319678913177,5.126897936318546e-12,0.0009480316511324718,5.254255846333179e-12,0.0009480314645737932,5.395903592613713e-12,0.0009480312478320371,5.565304159226365e-12,0.0009480309904559344,5.731745198064391e-12,0.0009480306831585942,5.849658050674193e-12,0.0009480303012002073,5.8563003789186e-12,0.0009480298648451919,5.683209381899831e-12,0.0009480293894336661,5.281405745144174e-12,0.0009480289055780782,4.646542194383915e-12,0.0009480284500690459,3.840772455813064e-12,0.0009480280309879885,2.984447959594026e-12,0.0009480276638489941,2.227005247990333e-12,0.000948031826001546,5.16125985800388e-12
0.0009680323049054136,5.119014977189622e-12,0.000968032242667639,4.935873398291019e-12,0.0009680322094631623,4.722532217334382e-12,0.000968032165650551,4.507147703576407e-12,0.0009680321196895661,4.314532228160292e-12,0.0009680320505298652,4.1629264823795e-12,0.0009680319678913177,4.065237235357228e-12,0.0009680316511324719,4.063106433537158e-12,0.0009680314645737932,4.159319808034751e-12,0.0009680312478320372,4.307375876423225e-12,0.0009680309904559344,4.487415493138106e-12,0.0009680306831585943,4.665942919377369e-12,0.0009680303012002074,4.789605916016053e-12,0.0009680298648451919,4.789431240818943e-12,0.0009680293894336661,4.599232247146792e-12,0.0009680289055780782,4.182241607130853e-12,0.000968028450069046,3.564171882701728e-12,0.0009680280309879886,2.842956917383313e-12,0.0009680276638489941,2.160746519401626e-12,0.0009680318260015461,4.030601954769527e-12
0.0009840161524527068,4.664410487506661e-12,0.0009840161213338196,4.415298700360885e-12,0.0009840161047315811,4.142964387994244e-12,0.0009840160828252756,3.877362824893727e-12,0.0009840160598447831,3.64231069076388e-12,0.0009840160252649326,3.453662088158709e-12,0.0009840159839456589,3.321708244477246e-12,0.000984015825566236,3.25310231807762e-12,0.0009840157322868967,3.319186804950721e-12,0.0009840156239160187,3.444994050495804e-12,0.0009840154952279671,3.618465671626184e-12,0.0009840153415792972,3.816871894921431e-12,0.0009840151506001038,3.998365860938265e-12,0.000984014932422596,4.099774874952026e-12,0.0009840146947168332,4.047981134525782e-12,0.0009840144527890392,3.785589473951908e-12,0.000984014225034523,3.310566768673739e-12,0.0009840140154939942,2.700088322153129e-12,0.0009840138319244971,2.085496168131359e-12,0.0009840159130007731,3.253553939551826e-12
0.001,4.203704690947608e-12,0.001,3.904127395375793e-12,0.001,3.592405822873289e-12,0.001,3.29838829192378e-12,0.001,3.043170791605119e-12,0.001,2.839109091017049e-12,0.001,2.692865547099403e-12,0.001,2.588506646445162e-12,0.001,2.631966049482972e-12,0.001,2.735127085584267e-12,0.001,2.891719860034017e-12,0.001,3.088441171865357e-12,0.001,3.295822285155704e-12,0.001,3.461539389837694e-12,0.001,3.513217752874062e-12,0.001,3.380203672856538e-12,0.001,3.035738720282889e-12,0.001,2.533791430050641e-12,0.001,1.990880584780138e-12,0.001,2.608582770575033e-12
