/I1/IN (VY=-0.1) X,/I1/IN (VY=-0.1) Y,/I1/IN (VY=-0.08947368) X,/I1/IN (VY=-0.08947368) Y,/I1/IN (VY=-0.07894737) X,/I1/IN (VY=-0.07894737) Y,/I1/IN (VY=-0.06842105) X,/I1/IN (VY=-0.06842105) Y,/I1/IN (VY=-0.05789474) X,/I1/IN (VY=-0.05789474) Y,/I1/IN (VY=-0.04736842) X,/I1/IN (VY=-0.04736842) Y,/I1/IN (VY=-0.03684211) X,/I1/IN (VY=-0.03684211) Y,/I1/IN (VY=-0.02631579) X,/I1/IN (VY=-0.02631579) Y,/I1/IN (VY=-0.01578947) X,/I1/IN (VY=-0.01578947) Y,/I1/IN (VY=-0.005263158) X,/I1/IN (VY=-0.005263158) Y,/I1/IN (VY=0.005263158) X,/I1/IN (VY=0.005263158) Y,/I1/IN (VY=0.01578947) X,/I1/IN (VY=0.01578947) Y,/I1/IN (VY=0.02631579) X,/I1/IN (VY=0.02631579) Y,/I1/IN (VY=0.03684211) X,/I1/IN (VY=0.03684211) Y,/I1/IN (VY=0.04736842) X,/I1/IN (VY=0.04736842) Y,/I1/IN (VY=0.05789474) X,/I1/IN (VY=0.05789474) Y,/I1/IN (VY=0.06842105) X,/I1/IN (VY=0.06842105) Y,/I1/IN (VY=0.07894737) X,/I1/IN (VY=0.07894737) Y,/I1/IN (VY=0.08947368) X,/I1/IN (VY=0.08947368) Y,/I1/IN (VY=0.1) X,/I1/IN (VY=0.1) Y,/I0/VDD (VY=-0.1) X,/I0/VDD (VY=-0.1) Y,/I0/VDD (VY=-0.08947368) X,/I0/VDD (VY=-0.08947368) Y,/I0/VDD (VY=-0.07894737) X,/I0/VDD (VY=-0.07894737) Y,/I0/VDD (VY=-0.06842105) X,/I0/VDD (VY=-0.06842105) Y,/I0/VDD (VY=-0.05789474) X,/I0/VDD (VY=-0.05789474) Y,/I0/VDD (VY=-0.04736842) X,/I0/VDD (VY=-0.04736842) Y,/I0/VDD (VY=-0.03684211) X,/I0/VDD (VY=-0.03684211) Y,/I0/VDD (VY=-0.02631579) X,/I0/VDD (VY=-0.02631579) Y,/I0/VDD (VY=-0.01578947) X,/I0/VDD (VY=-0.01578947) Y,/I0/VDD (VY=-0.005263158) X,/I0/VDD (VY=-0.005263158) Y,/I0/VDD (VY=0.005263158) X,/I0/VDD (VY=0.005263158) Y,/I0/VDD (VY=0.01578947) X,/I0/VDD (VY=0.01578947) Y,/I0/VDD (VY=0.02631579) X,/I0/VDD (VY=0.02631579) Y,/I0/VDD (VY=0.03684211) X,/I0/VDD (VY=0.03684211) Y,/I0/VDD (VY=0.04736842) X,/I0/VDD (VY=0.04736842) Y,/I0/VDD (VY=0.05789474) X,/I0/VDD (VY=0.05789474) Y,/I0/VDD (VY=0.06842105) X,/I0/VDD (VY=0.06842105) Y,/I0/VDD (VY=0.07894737) X,/I0/VDD (VY=0.07894737) Y,/I0/VDD (VY=0.08947368) X,/I0/VDD (VY=0.08947368) Y,/I0/VDD (VY=0.1) X,/I0/VDD (VY=0.1) Y,/I0/VSS (VY=-0.1) X,/I0/VSS (VY=-0.1) Y,/I0/VSS (VY=-0.08947368) X,/I0/VSS (VY=-0.08947368) Y,/I0/VSS (VY=-0.07894737) X,/I0/VSS (VY=-0.07894737) Y,/I0/VSS (VY=-0.06842105) X,/I0/VSS (VY=-0.06842105) Y,/I0/VSS (VY=-0.05789474) X,/I0/VSS (VY=-0.05789474) Y,/I0/VSS (VY=-0.04736842) X,/I0/VSS (VY=-0.04736842) Y,/I0/VSS (VY=-0.03684211) X,/I0/VSS (VY=-0.03684211) Y,/I0/VSS (VY=-0.02631579) X,/I0/VSS (VY=-0.02631579) Y,/I0/VSS (VY=-0.01578947) X,/I0/VSS (VY=-0.01578947) Y,/I0/VSS (VY=-0.005263158) X,/I0/VSS (VY=-0.005263158) Y,/I0/VSS (VY=0.005263158) X,/I0/VSS (VY=0.005263158) Y,/I0/VSS (VY=0.01578947) X,/I0/VSS (VY=0.01578947) Y,/I0/VSS (VY=0.02631579) X,/I0/VSS (VY=0.02631579) Y,/I0/VSS (VY=0.03684211) X,/I0/VSS (VY=0.03684211) Y,/I0/VSS (VY=0.04736842) X,/I0/VSS (VY=0.04736842) Y,/I0/VSS (VY=0.05789474) X,/I0/VSS (VY=0.05789474) Y,/I0/VSS (VY=0.06842105) X,/I0/VSS (VY=0.06842105) Y,/I0/VSS (VY=0.07894737) X,/I0/VSS (VY=0.07894737) Y,/I0/VSS (VY=0.08947368) X,/I0/VSS (VY=0.08947368) Y,/I0/VSS (VY=0.1) X,/I0/VSS (VY=0.1) Y
0,3.028553535071917e-11,0,3.12150855565161e-11,0,3.212642683754789e-11,0,3.295516029188619e-11,0,3.363550889669156e-11,0,3.411315547668112e-11,0,3.435558820530414e-11,0,3.434873560034064e-11,0,3.414701315896393e-11,0,3.377730740098577e-11,0,3.320336810130799e-11,0,3.234879961014174e-11,0,3.110580660710123e-11,0,2.933081731933498e-11,0,2.686551663031995e-11,0,2.35856707174318e-11,0,1.950005827756971e-11,0,1.49082073725923e-11,0,1.032934174188837e-11,0,6.214993719455076e-12,0,6.849667420877267e-09,0,6.804430612239636e-09,0,6.762811401529251e-09,0,6.726721964263859e-09,0,6.697591677792167e-09,0,6.675902546067425e-09,0,6.661064386774375e-09,0,6.651866360004003e-09,0,6.64615643507985e-09,0,6.642877100658388e-09,0,6.642094336468717e-09,0,6.643858378879091e-09,0,6.648717273771375e-09,0,6.657380104062348e-09,0,6.670898111118712e-09,0,6.690179344991795e-09,0,6.715451042590301e-09,0,6.745022113367334e-09,0,6.775486158640699e-09,0,6.803335038360452e-09,0,-5.071798685598715e-09,0,-5.042525336012247e-09,0,-5.016506285539449e-09,0,-4.995721230530719e-09,0,-4.981638178466529e-09,0,-4.974957831934072e-09,0,-4.975623314065261e-09,0,-4.983074092222588e-09,0,-4.995709632524252e-09,0,-5.012568000389893e-09,0,-5.033573657129281e-09,0,-5.059465499742726e-09,0,-5.090933962473318e-09,0,-5.128650314180745e-09,0,-5.173622383794591e-09,0,-5.226783520308048e-09,0,-5.288615163797002e-09,0,-5.358158289801224e-09,0,-5.433700160744803e-09,0,-5.514321051538183e-09
1e-06,3.028817056467867e-11,1e-06,3.121516457305815e-11,1e-06,3.212656097706215e-11,1e-06,3.295538318696719e-11,1e-06,3.36358768310986e-11,1e-06,3.411369648891836e-11,1e-06,3.435634692965521e-11,1e-06,3.4349831692921e-11,1e-06,3.414873457771651e-11,1e-06,3.378019095995325e-11,1e-06,3.320792948024317e-11,1e-06,3.235325578246349e-11,1e-06,3.110617045480783e-11,1e-06,2.933121025430898e-11,1e-06,2.686593089174947e-11,1e-06,2.358608630898016e-11,1e-06,1.950045087531789e-11,1e-06,1.490854997241509e-11,1e-06,1.032962291545392e-11,1e-06,6.21521273113642e-12,1e-06,6.848587113445883e-09,1e-06,6.803331946835367e-09,1e-06,6.761711888315581e-09,1e-06,6.725621235585442e-09,1e-06,6.696489351509122e-09,1e-06,6.674798312081747e-09,1e-06,6.659958149649306e-09,1e-06,6.650758331367481e-09,1e-06,6.645047367317278e-09,1e-06,6.641768447963704e-09,1e-06,6.640990771186261e-09,1e-06,6.642770838995476e-09,1e-06,6.647608847690599e-09,1e-06,6.656274265869073e-09,1e-06,6.669795901297449e-09,1e-06,6.689081813229746e-09,1e-06,6.714359117475816e-09,1e-06,6.743936455747257e-09,1e-06,6.77440705856184e-09,1e-06,6.802262418950245e-09,1e-06,-5.071803299778742e-09,1e-06,-5.042526492562724e-09,1e-06,-5.016513141206857e-09,1e-06,-4.995733559807033e-09,1e-06,-4.981655592863961e-09,1e-06,-4.974979854636338e-09,1e-06,-4.975649426773029e-09,1e-06,-4.983103812501805e-09,1e-06,-4.995742681556061e-09,1e-06,-5.012604302534732e-09,1e-06,-5.033615157784243e-09,1e-06,-5.059520066968163e-09,1e-06,-5.090979450605148e-09,1e-06,-5.128699072241921e-09,1e-06,-5.173674813250079e-09,1e-06,-5.226840064116654e-09,1e-06,-5.288676224644924e-09,1e-06,-5.358224134510016e-09,1e-06,-5.433770856235405e-09,1e-06,-5.514396514426485e-09
2.861263012489098e-06,3.0290373059943e-11,2.861263012489098e-06,3.121923992214758e-11,2.861263012489162e-06,3.213127411044293e-11,2.861263012489162e-06,3.296080363356771e-11,2.861263012489162e-06,3.364208044755346e-11,2.861263012489227e-06,3.412075800920573e-11,2.861263012489227e-06,3.436432642397517e-11,2.861263012489227e-06,3.4358745115961e-11,2.861263012489292e-06,3.415848849455742e-11,2.861263012489292e-06,3.379060138565263e-11,2.861263012489292e-06,3.321853135204681e-11,2.861263012489292e-06,3.236311114844317e-11,2.861263012489292e-06,3.11172406849321e-11,2.861263012489292e-06,2.934182837026716e-11,2.861263012489292e-06,2.687571112318591e-11,2.861263012489356e-06,2.359465006994529e-11,2.861263012489356e-06,1.950748587888718e-11,2.861263012489356e-06,1.49139237041149e-11,2.861263012489356e-06,1.033342499340782e-11,2.861263012489356e-06,6.217706223014018e-12,2.861263012489098e-06,6.846986779767184e-09,2.861263012489098e-06,6.801691587339638e-09,2.861263012489162e-06,6.760036191684739e-09,2.861263012489162e-06,6.723904514237003e-09,2.861263012489162e-06,6.694725957212745e-09,2.861263012489227e-06,6.672984026924661e-09,2.861263012489227e-06,6.658091563133963e-09,2.861263012489227e-06,6.648841785690979e-09,2.861263012489292e-06,6.643088795012743e-09,2.861263012489292e-06,6.63977669480208e-09,2.861263012489292e-06,6.638977220109715e-09,2.861263012489292e-06,6.640749649644639e-09,2.861263012489292e-06,6.645568842569624e-09,2.861263012489292e-06,6.654238143401094e-09,2.861263012489292e-06,6.667774483065165e-09,2.861263012489356e-06,6.687085975605118e-09,2.861263012489356e-06,6.712398533401741e-09,2.861263012489356e-06,6.74201778586613e-09,2.861263012489356e-06,6.772532858581926e-09,2.861263012489356e-06,6.800431964704501e-09,2.861263012489098e-06,-5.070851752805373e-09,2.861263012489098e-06,-5.041554600223908e-09,2.861263012489162e-06,-5.015529170945267e-09,2.861263012489162e-06,-4.994734216468033e-09,2.861263012489162e-06,-4.980637495211314e-09,2.861263012489227e-06,-4.973940145504913e-09,2.861263012489227e-06,-4.974586451260557e-09,2.861263012489227e-06,-4.982018043900867e-09,2.861263012489292e-06,-4.994638699101154e-09,2.861263012489292e-06,-5.011486553570702e-09,2.861263012489292e-06,-5.032490821997519e-09,2.861263012489292e-06,-5.058400192941135e-09,2.861263012489292e-06,-5.089847027953544e-09,2.861263012489292e-06,-5.12757528945392e-09,2.861263012489292e-06,-5.172567044463867e-09,2.861263012489356e-06,-5.22575541091132e-09,2.861263012489356e-06,-5.287620543269105e-09,2.861263012489356e-06,-5.357200654568092e-09,2.861263012489356e-06,-5.432780208206653e-09,2.861263012489356e-06,-5.513437801661891e-09
4.968989757539567e-06,3.02967963517553e-11,4.968989757539548e-06,3.122767446110814e-11,4.968989757539665e-06,3.214101898815584e-11,4.968989757539647e-06,3.297200918652198e-11,4.968989757539628e-06,3.36549094365837e-11,4.968989757539965e-06,3.413537158568874e-11,4.968989757539946e-06,3.438085152546959e-11,4.968989757539928e-06,3.437721043617132e-11,4.968989757539972e-06,3.417869317388856e-11,4.968989757539953e-06,3.381220875412816e-11,4.968989757539953e-06,3.324093739394182e-11,4.968989757539953e-06,3.238540876145161e-11,4.968989757539935e-06,3.114008538919105e-11,4.968989757539935e-06,2.936365202674449e-11,4.968989757539935e-06,2.689568703300293e-11,4.968989757540069e-06,2.361196844686303e-11,4.968989757540051e-06,1.952148589127458e-11,4.968989757540051e-06,1.492435150389644e-11,4.968989757540051e-06,1.03405132268232e-11,4.968989757540051e-06,6.222056707443767e-12,4.968989757539567e-06,6.845071616533361e-09,4.968989757539548e-06,6.799714117513424e-09,4.968989757539665e-06,6.757993238563964e-09,4.968989757539647e-06,6.721785574430032e-09,4.968989757539628e-06,6.692522204979853e-09,4.968989757539965e-06,6.670688165830595e-09,4.968989757539946e-06,6.655701142471052e-09,4.968989757539928e-06,6.646361782665263e-09,4.968989757539972e-06,6.640534237238375e-09,4.968989757539953e-06,6.637162272721002e-09,4.968989757539953e-06,6.63631950166959e-09,4.968989757539953e-06,6.638068546713003e-09,4.968989757539935e-06,6.642867340028666e-09,4.968989757539935e-06,6.651541321881882e-09,4.968989757539935e-06,6.665100877376027e-09,4.968989757540069e-06,6.684454125655092e-09,4.968989757540051e-06,6.709824533112217e-09,4.968989757540051e-06,6.739512913631366e-09,4.968989757540051e-06,6.770100931226614e-09,4.968989757540051e-06,6.798071311739034e-09,4.968989757539567e-06,-5.06967386069806e-09,4.968989757539548e-06,-5.040343599518255e-09,4.968989757539665e-06,-5.014285928747738e-09,4.968989757539647e-06,-4.993452638796177e-09,4.968989757539628e-06,-4.979311541291884e-09,4.968989757539965e-06,-4.972564846868635e-09,4.968989757539946e-06,-4.973159564914878e-09,4.968989757539928e-06,-4.980541075849832e-09,4.968989757539972e-06,-4.993120872691139e-09,4.968989757539953e-06,-5.009935971039178e-09,4.968989757539953e-06,-5.030918147794479e-09,4.968989757539953e-06,-5.056819155221937e-09,4.968989757539935e-06,-5.088255687210508e-09,4.968989757539935e-06,-5.125994663471421e-09,4.968989757539935e-06,-5.171010408062649e-09,4.968989757540069e-06,-5.22423552505736e-09,4.968989757540051e-06,-5.286147864085242e-09,4.968989757540051e-06,-5.355780619375442e-09,4.968989757540051e-06,-5.431413822808685e-09,4.968989757540051e-06,-5.512123370850611e-09
9.184443247640505e-06,3.033438414608899e-11,9.184443247640449e-06,3.127237613338494e-11,9.184443247640671e-06,3.219348535109323e-11,9.184443247640615e-06,3.303327352299198e-11,9.184443247640559e-06,3.372608830232762e-11,9.18444324764144e-06,3.42175459281837e-11,9.184443247641386e-06,3.447484530862988e-11,9.184443247641328e-06,3.448318292158834e-11,9.184443247641331e-06,3.429521879475746e-11,9.184443247641275e-06,3.393726458429222e-11,9.184443247641275e-06,3.337155887299469e-11,9.184443247641275e-06,3.251787452537723e-11,9.18444324764122e-06,3.127020019322716e-11,9.18444324764122e-06,2.948619665322953e-11,9.18444324764122e-06,2.700526049143443e-11,9.184443247641494e-06,2.3703367366987e-11,9.184443247641441e-06,1.959071338870622e-11,9.184443247641441e-06,1.497056614498635e-11,9.184443247641441e-06,1.036620238750462e-11,9.184443247641441e-06,6.231893647805605e-12,9.184443247640505e-06,6.841078064141318e-09,9.184443247640449e-06,6.795496003822081e-09,9.184443247640671e-06,6.753519548940724e-09,9.184443247640615e-06,6.71702037141365e-09,9.184443247640559e-06,6.687430533682367e-09,9.18444324764144e-06,6.665248369750925e-09,9.184443247641386e-06,6.649912509122543e-09,9.184443247641328e-06,6.640247257564329e-09,9.184443247641331e-06,6.634159583757647e-09,9.184443247641275e-06,6.630584194861675e-09,9.184443247641275e-06,6.629595304228533e-09,9.184443247641275e-06,6.631252570912175e-09,9.18444324764122e-06,6.636012614859402e-09,9.18444324764122e-06,6.6447075676154e-09,9.18444324764122e-06,6.658351092425667e-09,9.184443247641494e-06,6.677853654600077e-09,9.184443247641441e-06,6.703431593886732e-09,9.184443247641441e-06,6.733361034200576e-09,9.184443247641441e-06,6.76419499916148e-09,9.184443247641441e-06,6.792399551819823e-09,9.184443247640505e-06,-5.067147424164644e-09,9.184443247640449e-06,-5.037676298586962e-09,9.184443247640671e-06,-5.011455423559314e-09,9.184443247640615e-06,-4.990433312383467e-09,9.184443247640559e-06,-4.976079608432521e-09,9.18444324764144e-06,-4.96910324619324e-09,9.184443247641386e-06,-4.969461459640693e-09,9.184443247641328e-06,-4.976617089949352e-09,9.184443247641331e-06,-4.98901531894227e-09,9.184443247641275e-06,-5.005682713819374e-09,9.184443247641275e-06,-5.026556789387378e-09,9.184443247641275e-06,-5.05239303725836e-09,9.18444324764122e-06,-5.083808907061531e-09,9.18444324764122e-06,-5.121578953683525e-09,9.18444324764122e-06,-5.166678546138246e-09,9.184443247641494e-06,-5.220037977581105e-09,9.184443247641441e-06,-5.282125288544022e-09,9.184443247641441e-06,-5.351949101957051e-09,9.184443247641441e-06,-5.427770495036573e-09,9.184443247641441e-06,-5.508658271116627e-09
1.761535022784238e-05,3.046539025108456e-11,1.761535022784225e-05,3.143307567235411e-11,1.761535022784268e-05,3.23884653054341e-11,1.761535022784255e-05,3.326789991048259e-11,1.761535022784242e-05,3.40061462980057e-11,1.761535022784439e-05,3.454860845774836e-11,1.761535022784426e-05,3.486117126229527e-11,1.761535022784413e-05,3.492569194458472e-11,1.761535022784405e-05,3.47856720049108e-11,1.761535022784392e-05,3.446572976353039e-11,1.761535022784392e-05,3.392358643167439e-11,1.761535022784392e-05,3.307502802789255e-11,1.761535022784379e-05,3.181084296076728e-11,1.761535022784379e-05,2.998547047510501e-11,1.761535022784379e-05,2.743706954787957e-11,1.761535022784435e-05,2.404360627552363e-11,1.761535022784422e-05,1.982324824015333e-11,1.761535022784422e-05,1.509831347149648e-11,1.761535022784422e-05,1.040810324463261e-11,1.761535022784422e-05,6.214348882185116e-12,1.761535022784238e-05,6.833581060305477e-09,1.761535022784225e-05,6.787391033084197e-09,1.761535022784268e-05,6.74471314796377e-09,1.761535022784255e-05,6.707415869563282e-09,1.761535022784242e-05,6.676945072405938e-09,1.761535022784439e-05,6.653837097700487e-09,1.761535022784426e-05,6.637587794434975e-09,1.761535022784413e-05,6.627099926474389e-09,1.761535022784405e-05,6.620430012227189e-09,1.761535022784392e-05,6.616427697656669e-09,1.761535022784392e-05,6.61515477441575e-09,1.761535022784392e-05,6.616659298990747e-09,1.761535022784379e-05,6.62139351642748e-09,1.761535022784379e-05,6.630200864731662e-09,1.761535022784379e-05,6.644115857658125e-09,1.761535022784435e-05,6.664060844162742e-09,1.761535022784422e-05,6.690232498845622e-09,1.761535022784422e-05,6.720811031681135e-09,1.761535022784422e-05,6.752264258514029e-09,1.761535022784422e-05,6.781023005300945e-09,1.761535022784238e-05,-5.062302360939571e-09,1.761535022784225e-05,-5.032402176231109e-09,1.761535022784268e-05,-5.005680643021494e-09,1.761535022784255e-05,-4.984083104858955e-09,1.761535022784242e-05,-4.969086163449813e-09,1.761535022784439e-05,-4.961420058251641e-09,1.761535022784426e-05,-4.9610768788473e-09,1.761535022784413e-05,-4.967568275958105e-09,1.761535022784405e-05,-4.979468909870842e-09,1.761535022784392e-05,-4.99574123143893e-09,1.761535022784392e-05,-5.01633396596765e-09,1.761535022784392e-05,-5.042012166734955e-09,1.761535022784379e-05,-5.073402341749352e-09,1.761535022784379e-05,-5.11129350961468e-09,1.761535022784379e-05,-5.156669860104659e-09,1.761535022784435e-05,-5.210456237801431e-09,1.761535022784422e-05,-5.273084814000677e-09,1.761535022784422e-05,-5.343459406596043e-09,1.761535022784422e-05,-5.419785711503465e-09,1.761535022784422e-05,-5.50112546514318e-09
2.90678240824455e-05,3.065998036584326e-11,2.933701353333697e-05,3.168586757305497e-11,2.964253259062267e-05,3.271254342371746e-11,2.963945283068942e-05,3.366782007462899e-11,2.95058110575551e-05,3.448881859438766e-11,2.946050871124064e-05,3.512809504151133e-11,2.948199888435582e-05,3.554987765726694e-11,2.957157312223949e-05,3.573167946409579e-11,2.971582813010453e-05,3.569582138430982e-11,2.988618742106481e-05,3.546369895774113e-11,3.00839995322029e-05,3.498335079678951e-11,3.031716613526277e-05,3.416139296757834e-11,3.014943069297032e-05,3.284273255541407e-11,2.997615602837129e-05,3.091165320202165e-11,2.981960323227513e-05,2.820827467967443e-11,2.968059347639516e-05,2.461818770130918e-11,2.956018833142196e-05,2.01806189885094e-11,2.945909733132365e-05,1.526142087677694e-11,2.93775363059551e-05,1.042788446777537e-11,2.932458857890406e-05,6.147460239748084e-12,2.90678240824455e-05,6.823820510551148e-09,2.933701353333697e-05,6.77649818437348e-09,2.964253259062267e-05,6.732473002669436e-09,2.963945283068942e-05,6.693967015254536e-09,2.95058110575551e-05,6.662322234563551e-09,2.946050871124064e-05,6.63789026575182e-09,2.948199888435582e-05,6.620266350600108e-09,2.957157312223949e-05,6.608434831742202e-09,2.971582813010453e-05,6.600751931407305e-09,2.988618742106481e-05,6.595933848448999e-09,3.00839995322029e-05,6.594008753328482e-09,3.031716613526277e-05,6.594984346897449e-09,3.014943069297032e-05,6.600063529527647e-09,2.997615602837129e-05,6.609426272471006e-09,2.981960323227513e-05,6.624102690804894e-09,2.968059347639516e-05,6.645034728193256e-09,2.956018833142196e-05,6.672375198592e-09,2.945909733132365e-05,6.704098726079157e-09,2.93775363059551e-05,6.736554447925184e-09,2.932458857890406e-05,6.766135767418054e-09,2.90678240824455e-05,-5.055979951327726e-09,2.933701353333697e-05,-5.025277997101696e-09,2.964253259062267e-05,-4.997586972354786e-09,2.963945283068942e-05,-4.975086830844923e-09,2.95058110575551e-05,-4.959187227581445e-09,2.946050871124064e-05,-4.950487361861248e-09,2.948199888435582e-05,-4.949033124700068e-09,2.957157312223949e-05,-4.954389848158761e-09,2.971582813010453e-05,-4.965383474236645e-09,2.988618742106481e-05,-4.980876770106245e-09,3.00839995322029e-05,-5.000828803820272e-09,3.031716613526277e-05,-5.026012904050054e-09,3.014943069297032e-05,-5.057637740148322e-09,2.997615602837129e-05,-5.09601158865461e-09,2.981960323227513e-05,-5.142099857542167e-09,2.968059347639516e-05,-5.196808612601209e-09,2.956018833142196e-05,-5.260491978714908e-09,2.945909733132365e-05,-5.331841646408244e-09,2.93775363059551e-05,-5.408990829105844e-09,2.932458857890406e-05,-5.491011615176033e-09
4.906782408244549e-05,3.098787468851954e-11,4.933701353333697e-05,3.210802555723078e-11,4.964253259062267e-05,3.324509848135296e-11,4.963945283068943e-05,3.432951889312742e-11,4.875132872746696e-05,3.52694490185147e-11,4.80364259895061e-05,3.603993706572426e-11,4.769005610309829e-05,3.661481227770559e-11,4.721551833443946e-05,3.693643904645308e-11,4.679444535862917e-05,3.700249663077397e-11,4.653990170405442e-05,3.684417546570012e-11,4.646096222549291e-05,3.640375186849906e-11,4.656776166486522e-05,3.557966636696413e-11,4.637408904379078e-05,3.420201504040845e-11,4.633214658267685e-05,3.215225482924469e-11,4.647617637417871e-05,2.926371485502525e-11,4.681108066685272e-05,2.542253931534924e-11,4.732959175400401e-05,2.06900250431423e-11,4.692989380852797e-05,1.548105956807063e-11,4.666000730818424e-05,1.044655265856591e-11,4.662073990603755e-05,6.053469026627384e-12,4.906782408244549e-05,6.807008820138016e-09,4.933701353333697e-05,6.758085582410161e-09,4.964253259062267e-05,6.712232031580907e-09,4.963945283068943e-05,6.671653596297486e-09,4.875132872746696e-05,6.638645376930379e-09,4.80364259895061e-05,6.612801152890507e-09,4.769005610309829e-05,6.593522426264499e-09,4.721551833443946e-05,6.58062844468051e-09,4.679444535862917e-05,6.572613870520776e-09,4.653990170405442e-05,6.567716624565046e-09,4.646096222549291e-05,6.565803425419801e-09,4.656776166486522e-05,6.566809386374759e-09,4.637408904379078e-05,6.572007526652393e-09,4.633214658267685e-05,6.581505371524306e-09,4.647617637417871e-05,6.596391230472854e-09,4.681108066685272e-05,6.617680019206793e-09,4.732959175400401e-05,6.645523101381598e-09,4.692989380852797e-05,6.679207111312464e-09,4.666000730818424e-05,6.71327680060194e-09,4.662073990603755e-05,6.743937526678476e-09,4.906782408244549e-05,-5.04518449370057e-09,4.933701353333697e-05,-5.01332051579395e-09,4.964253259062267e-05,-4.984279559510084e-09,4.963945283068943e-05,-4.960224702057957e-09,4.875132872746696e-05,-4.943205060187488e-09,4.80364259895061e-05,-4.933317172921348e-09,4.769005610309829e-05,-4.930458524481452e-09,4.721551833443946e-05,-4.934763171623165e-09,4.679444535862917e-05,-4.945232002940597e-09,4.653990170405442e-05,-4.960391514398489e-09,4.646096222549291e-05,-4.980124484732689e-09,4.656776166486522e-05,-5.005192026177673e-09,4.637408904379078e-05,-5.036889506028103e-09,4.633214658267685e-05,-5.07547828951886e-09,4.647617637417871e-05,-5.121952746794368e-09,4.681108066685272e-05,-5.177237666843509e-09,4.732959175400401e-05,-5.241623951400032e-09,4.692989380852797e-05,-5.314614147170256e-09,4.666000730818424e-05,-5.393086352514889e-09,4.662073990603755e-05,-5.476023887557515e-09
6.906782408244549e-05,3.13171527077756e-11,6.933701353333697e-05,3.253825847346718e-11,6.964253259062267e-05,3.379238299027904e-11,6.963945283068942e-05,3.501225593832944e-11,6.875132872746697e-05,3.610724804515945e-11,6.80364259895061e-05,3.705353011519105e-11,6.769005610309829e-05,3.782217059730323e-11,6.721551833443946e-05,3.834627764007721e-11,6.679444535862918e-05,3.859034501793888e-11,6.653990170405442e-05,3.856774171177582e-11,6.646096222549291e-05,3.820973525349978e-11,6.656776166486521e-05,3.739775923337285e-11,6.637408904379079e-05,3.594557760971175e-11,6.633214658267685e-05,3.37250576546849e-11,6.647617637417871e-05,3.05674852262501e-11,6.681108066685272e-05,2.637386784025811e-11,6.732959175400401e-05,2.125420795639069e-11,6.692989380852797e-05,1.571233538008894e-11,6.666000730818424e-05,1.044508362317123e-11,6.662073990603756e-05,5.926749683509827e-12,6.906782408244549e-05,6.790758836604111e-09,6.933701353333697e-05,6.740140674668268e-09,6.964253259062267e-05,6.692381532277639e-09,6.963945283068942e-05,6.649660832119929e-09,6.875132872746697e-05,6.614289091736906e-09,6.80364259895061e-05,6.585965914533683e-09,6.769005610309829e-05,6.564240315062215e-09,6.721551833443946e-05,6.549096122298086e-09,6.679444535862918e-05,6.539432458579777e-09,6.653990170405442e-05,6.533483774430745e-09,6.646096222549291e-05,6.530923057765174e-09,6.656776166486521e-05,6.531631541082492e-09,6.637408904379079e-05,6.536888011815277e-09,6.633214658267685e-05,6.546826578034559e-09,6.647617637417871e-05,6.562615859410489e-09,6.681108066685272e-05,6.58531473849897e-09,6.732959175400401e-05,6.614949842476683e-09,6.692989380852797e-05,6.650431201060126e-09,6.666000730818424e-05,6.686148445123141e-09,6.662073990603756e-05,6.718089710515734e-09,6.906782408244549e-05,-5.034867684989444e-09,6.933701353333697e-05,-5.001765334300426e-09,6.964253259062267e-05,-4.971301693729435e-09,6.963945283068942e-05,-4.945621242696315e-09,6.875132872746697e-05,-4.926778853229433e-09,6.80364259895061e-05,-4.914935735179239e-09,6.769005610309829e-05,-4.910074192478508e-09,6.721551833443946e-05,-4.91243477288862e-09,6.679444535862918e-05,-4.921360532480965e-09,6.653990170405442e-05,-4.935414101413109e-09,6.646096222549291e-05,-4.954383297418556e-09,6.656776166486521e-05,-4.979060258783674e-09,6.637408904379079e-05,-5.010793688925599e-09,6.633214658267685e-05,-5.049879900447892e-09,6.647617637417871e-05,-5.097341975320352e-09,6.681108066685272e-05,-5.154071532771708e-09,6.732959175400401e-05,-5.220161757639271e-09,6.692989380852797e-05,-5.294742532245996e-09,6.666000730818424e-05,-5.374642721682198e-09,6.662073990603756e-05,-5.4586664673447e-09
